\\Hourly Zonal Demand Report,,,,,,,,,,,,,,
\\Created at 2018-05-22 08:00:00,,,,,,,,,,,,,,
\\For 2013,,,,,,,,,,,,,,
Date,Hour,Ontario Demand,Northwest,Northeast,Ottawa,East,Toronto,Essa,Bruce,Southwest,Niagara,West,Zone Total,Diff
2013-01-01,1,14527,563,1429,868,1073,4990,942,53,2785,406,1372,14482,-45
2013-01-01,2,14033,599,1417,833,1048,4800,900,53,2675,387,1335,14048,15
2013-01-01,3,13776,620,1439,805,1027,4632,866,50,2616,403,1287,13745,-31
2013-01-01,4,13573,615,1462,796,1025,4514,851,51,2560,388,1259,13521,-52
2013-01-01,5,13498,608,1453,801,1031,4454,853,53,2565,378,1263,13460,-37
2013-01-01,6,13636,606,1468,826,1062,4474,876,52,2602,389,1272,13626,-9
2013-01-01,7,13990,624,1436,884,1093,4585,915,52,2645,409,1302,13945,-45
2013-01-01,8,14248,620,1421,892,1147,4689,956,58,2721,425,1336,14265,17
2013-01-01,9,14470,634,1408,905,1171,4728,996,62,2744,468,1344,14460,-10
2013-01-01,10,14925,611,1416,936,1187,4887,1042,68,2815,510,1379,14851,-74
2013-01-01,11,15210,616,1395,965,1189,5041,1071,69,2894,489,1393,15120,-89
2013-01-01,12,15418,629,1378,981,1192,5195,1085,73,2913,512,1388,15346,-72
2013-01-01,13,15555,633,1416,991,1187,5296,1086,72,2916,515,1397,15509,-47
2013-01-01,14,15502,632,1398,991,1172,5293,1075,70,2947,471,1418,15466,-36
2013-01-01,15,15545,634,1398,979,1187,5292,1068,70,2933,471,1443,15474,-70
2013-01-01,16,15725,631,1409,1001,1228,5334,1089,70,2988,467,1484,15703,-22
2013-01-01,17,16708,641,1432,1127,1318,5579,1179,71,3159,501,1560,16566,-142
2013-01-01,18,18101,655,1466,1241,1439,6155,1322,72,3483,553,1699,18085,-15
2013-01-01,19,18364,672,1456,1222,1422,6239,1319,66,3510,551,1729,18187,-177
2013-01-01,20,17932,667,1461,1183,1402,6162,1292,65,3444,545,1710,17930,-1
2013-01-01,21,17708,666,1441,1150,1378,6061,1254,60,3400,535,1694,17638,-69
2013-01-01,22,17160,653,1448,1100,1323,5907,1195,58,3299,514,1650,17147,-13
2013-01-01,23,16290,631,1412,1019,1258,5636,1101,56,3120,516,1561,16310,20
2013-01-01,24,15436,614,1359,939,1183,5294,1006,52,2943,527,1471,15388,-48
2013-01-02,1,14762,594,1349,887,1140,5013,947,53,2837,505,1405,14730,-33
2013-01-02,2,14168,571,1268,849,1118,4825,915,54,2766,502,1367,14235,67
2013-01-02,3,14053,563,1339,847,1097,4712,900,55,2741,486,1351,14090,37
2013-01-02,4,14024,543,1374,847,1090,4676,895,56,2725,479,1346,14032,7
2013-01-02,5,14154,542,1375,856,1113,4726,905,54,2804,491,1359,14225,70
2013-01-02,6,14927,547,1398,899,1178,4955,958,58,2934,537,1433,14897,-30
2013-01-02,7,16043,577,1381,1008,1262,5444,1047,62,3151,482,1566,15981,-62
2013-01-02,8,17257,580,1360,1095,1335,5987,1131,65,3402,503,1699,17156,-100
2013-01-02,9,17690,542,1397,1120,1372,6222,1172,68,3559,527,1740,17718,28
2013-01-02,10,18029,542,1422,1143,1382,6414,1207,68,3578,527,1762,18046,17
2013-01-02,11,18258,546,1426,1147,1374,6554,1222,68,3640,523,1772,18271,13
2013-01-02,12,18353,534,1421,1151,1358,6670,1225,69,3627,532,1770,18356,4
2013-01-02,13,18366,548,1405,1125,1374,6707,1214,60,3632,521,1764,18350,-16
2013-01-02,14,18412,547,1405,1132,1373,6686,1207,57,3665,518,1768,18358,-55
2013-01-02,15,18310,544,1401,1129,1372,6636,1201,67,3641,513,1802,18306,-3
2013-01-02,16,18504,542,1483,1153,1414,6638,1211,67,3673,522,1821,18524,20
2013-01-02,17,19317,541,1581,1250,1513,6769,1279,67,3786,541,1867,19194,-123
2013-01-02,18,20573,551,1614,1391,1632,7227,1416,69,4081,596,1982,20559,-14
2013-01-02,19,20712,620,1605,1377,1597,7246,1424,68,4089,602,1974,20601,-110
2013-01-02,20,20363,655,1641,1368,1569,7108,1408,63,4043,586,1946,20387,24
2013-01-02,21,20034,649,1673,1325,1554,6961,1373,61,3982,575,1907,20059,25
2013-01-02,22,19459,640,1662,1251,1499,6685,1300,56,3875,567,1848,19383,-76
2013-01-02,23,18188,556,1629,1135,1435,6295,1209,55,3647,525,1744,18232,44
2013-01-02,24,17010,596,1582,1044,1351,5823,1114,53,3371,508,1606,17047,37
2013-01-03,1,16103,584,1540,978,1300,5444,1044,54,3150,475,1489,16057,-46
2013-01-03,2,15543,577,1514,951,1274,5208,1009,64,3053,491,1431,15571,28
2013-01-03,3,15296,562,1486,931,1260,5060,990,68,3009,535,1398,15299,3
2013-01-03,4,15209,516,1496,939,1262,5009,980,53,3000,532,1397,15183,-26
2013-01-03,5,15346,483,1502,961,1275,5058,993,55,3013,554,1413,15306,-40
2013-01-03,6,16050,548,1496,1043,1309,5265,1036,57,3137,540,1443,15874,-176
2013-01-03,7,16831,567,1460,1146,1408,5695,1123,60,3344,496,1543,16842,10
2013-01-03,8,18119,566,1454,1190,1541,6228,1207,62,3619,519,1656,18041,-78
2013-01-03,9,18456,526,1467,1215,1575,6463,1245,61,3680,538,1667,18436,-20
2013-01-03,10,18821,529,1466,1226,1607,6660,1267,57,3751,555,1691,18808,-12
2013-01-03,11,19020,521,1463,1248,1603,6793,1271,56,3789,568,1701,19013,-7
2013-01-03,12,19164,511,1458,1259,1610,6896,1249,56,3787,573,1711,19110,-54
2013-01-03,13,19087,502,1437,1240,1654,6902,1232,51,3808,569,1685,19080,-7
2013-01-03,14,18900,498,1437,1223,1598,6890,1214,50,3787,576,1695,18967,67
2013-01-03,15,18807,497,1424,1217,1569,6843,1207,30,3752,555,1692,18786,-21
2013-01-03,16,18829,499,1433,1230,1562,6821,1203,52,3783,564,1720,18867,37
2013-01-03,17,19341,517,1524,1305,1627,6948,1257,52,3903,581,1740,19453,112
2013-01-03,18,20645,547,1562,1430,1692,7318,1376,53,4121,596,1837,20532,-113
2013-01-03,19,20532,611,1545,1395,1666,7297,1369,52,4105,587,1839,20465,-67
2013-01-03,20,20239,659,1559,1360,1643,7154,1344,51,4013,589,1832,20205,-34
2013-01-03,21,19799,658,1593,1308,1597,6970,1299,50,3961,584,1809,19827,28
2013-01-03,22,18973,643,1582,1255,1499,6665,1225,48,3783,564,1736,19002,29
2013-01-03,23,17766,611,1544,1129,1421,6241,1130,46,3557,527,1618,17824,58
2013-01-03,24,16500,591,1486,1046,1279,5743,1032,45,3305,497,1514,16538,38
2013-01-04,1,15609,564,1420,959,1242,5355,944,43,3113,504,1432,15574,-35
2013-01-04,2,14967,551,1403,923,1201,5109,896,41,3026,503,1375,15028,61
2013-01-04,3,14760,541,1401,929,1166,4963,876,41,2992,540,1326,14773,13
2013-01-04,4,14666,534,1398,923,1157,4905,872,41,2983,557,1293,14662,-5
2013-01-04,5,14788,533,1366,932,1170,4934,882,42,3022,567,1302,14750,-39
2013-01-04,6,15235,540,1315,976,1222,5134,927,45,3070,609,1348,15184,-51
2013-01-04,7,16153,554,1319,1077,1297,5564,1016,49,3262,560,1443,16141,-11
2013-01-04,8,17301,550,1319,1132,1379,6093,1108,52,3548,510,1568,17258,-43
2013-01-04,9,17720,501,1352,1157,1409,6330,1138,53,3666,528,1595,17729,9
2013-01-04,10,18133,503,1363,1173,1428,6540,1159,51,3713,554,1586,18070,-63
2013-01-04,11,18207,491,1368,1175,1435,6684,1169,50,3728,554,1546,18200,-7
2013-01-04,12,18224,483,1361,1159,1452,6762,1176,52,3735,573,1517,18272,48
2013-01-04,13,18223,473,1404,1131,1463,6803,1170,50,3694,579,1502,18269,46
2013-01-04,14,18067,479,1369,1115,1461,6795,1155,50,3670,577,1491,18161,94
2013-01-04,15,18074,482,1367,1106,1449,6785,1145,51,3637,576,1497,18096,22
2013-01-04,16,18086,478,1378,1117,1439,6754,1146,52,3646,583,1520,18113,27
2013-01-04,17,18602,484,1457,1196,1477,6878,1202,52,3732,596,1595,18670,68
2013-01-04,18,19792,501,1514,1287,1524,7186,1297,54,3975,629,1736,19703,-89
2013-01-04,19,19716,574,1501,1244,1497,7137,1288,93,3961,625,1770,19689,-27
2013-01-04,20,19476,607,1540,1187,1488,6992,1266,106,3892,621,1750,19448,-28
2013-01-04,21,19099,611,1534,1152,1444,6828,1232,105,3813,619,1719,19058,-41
2013-01-04,22,18314,594,1472,1081,1381,6563,1172,104,3647,588,1661,18261,-53
2013-01-04,23,17130,578,1383,987,1297,6155,1082,99,3390,553,1575,17099,-31
2013-01-04,24,15859,564,1411,900,1213,5685,990,93,3128,504,1473,15959,100
2013-01-05,1,15041,556,1370,847,1130,5283,903,88,2958,524,1407,15066,25
2013-01-05,2,14365,543,1355,820,1074,4983,850,90,2826,498,1379,14418,52
2013-01-05,3,14060,535,1385,798,1064,4805,827,92,2770,477,1366,14120,61
2013-01-05,4,13896,543,1381,784,1054,4714,814,95,2726,449,1355,13915,19
2013-01-05,5,13922,542,1375,785,1060,4674,821,98,2755,451,1376,13938,16
2013-01-05,6,14221,542,1376,794,1099,4734,847,100,2788,461,1414,14154,-67
2013-01-05,7,14700,542,1401,849,1142,4889,899,104,2879,476,1469,14650,-50
2013-01-05,8,15410,559,1383,912,1214,5135,978,107,3028,503,1535,15353,-57
2013-01-05,9,16015,578,1414,961,1251,5348,1045,112,3142,518,1573,15942,-74
2013-01-05,10,16504,589,1433,987,1283,5625,1094,113,3240,526,1610,16499,-5
2013-01-05,11,16971,603,1427,1013,1271,5834,1113,99,3286,524,1635,16805,-167
2013-01-05,12,17011,613,1436,1026,1242,5938,1114,102,3271,519,1615,16875,-136
2013-01-05,13,16861,612,1418,1017,1226,5919,1104,101,3287,519,1586,16790,-70
2013-01-05,14,16611,604,1418,987,1222,5883,1084,98,3261,527,1578,16661,49
2013-01-05,15,16541,597,1409,978,1227,5858,1070,99,3240,524,1543,16546,5
2013-01-05,16,16642,582,1433,987,1270,5837,1079,111,3279,534,1583,16695,53
2013-01-05,17,17513,597,1473,1096,1349,6077,1134,110,3394,557,1651,17438,-75
2013-01-05,18,18759,625,1522,1235,1438,6533,1263,110,3652,588,1736,18701,-58
2013-01-05,19,18675,628,1512,1225,1415,6536,1252,109,3630,575,1719,18602,-74
2013-01-05,20,18137,618,1537,1186,1373,6375,1202,105,3523,564,1655,18137,0
2013-01-05,21,17612,608,1506,1144,1340,6207,1155,102,3413,552,1600,17627,15
2013-01-05,22,16957,598,1478,1105,1279,5988,1094,100,3290,530,1559,17020,63
2013-01-05,23,16224,588,1454,1032,1206,5708,1021,99,3128,504,1507,16247,23
2013-01-05,24,15334,569,1424,967,1115,5374,937,100,2947,463,1414,15309,-25
2013-01-06,1,14613,551,1390,898,1071,5064,866,99,2794,478,1343,14554,-59
2013-01-06,2,14062,542,1411,872,1045,4822,823,97,2704,485,1280,14081,19
2013-01-06,3,13815,543,1414,866,1013,4651,798,65,2668,478,1248,13744,-71
2013-01-06,4,13591,537,1411,860,1008,4556,783,54,2628,502,1227,13564,-27
2013-01-06,5,13558,534,1393,865,998,4533,784,56,2620,504,1225,13513,-45
2013-01-06,6,13726,528,1383,855,1039,4563,801,58,2671,523,1245,13666,-61
2013-01-06,7,14030,547,1330,873,1093,4669,836,60,2725,515,1291,13939,-91
2013-01-06,8,14585,557,1374,891,1174,4838,898,63,2846,498,1354,14491,-94
2013-01-06,9,15157,584,1412,924,1246,5021,956,67,2940,444,1401,14994,-163
2013-01-06,10,15700,599,1427,971,1294,5310,1011,67,3057,463,1438,15638,-62
2013-01-06,11,16279,592,1453,995,1321,5586,1047,64,3133,482,1462,16135,-144
2013-01-06,12,16480,575,1453,1023,1342,5761,1061,66,3169,503,1473,16424,-56
2013-01-06,13,16680,568,1403,1020,1369,5869,1067,66,3215,518,1490,16587,-93
2013-01-06,14,16709,600,1409,1031,1346,5881,1060,62,3230,515,1497,16631,-78
2013-01-06,15,16697,595,1419,1034,1334,5850,1055,67,3222,516,1517,16610,-87
2013-01-06,16,16865,600,1435,1050,1348,5867,1075,69,3278,515,1549,16786,-79
2013-01-06,17,17827,620,1519,1146,1403,6099,1146,67,3451,544,1621,17615,-212
2013-01-06,18,19023,643,1560,1270,1473,6558,1263,70,3708,581,1737,18864,-159
2013-01-06,19,18969,656,1561,1245,1435,6574,1245,69,3665,572,1747,18771,-198
2013-01-06,20,18484,657,1532,1203,1401,6422,1209,64,3602,556,1716,18363,-121
2013-01-06,21,18025,637,1555,1151,1362,6248,1177,66,3498,551,1695,17941,-84
2013-01-06,22,17384,626,1563,1101,1284,6026,1126,66,3352,528,1644,17315,-69
2013-01-06,23,16435,604,1525,992,1232,5701,1050,65,3178,515,1558,16420,-15
2013-01-06,24,15440,574,1490,996,1057,5321,971,64,3014,502,1471,15459,19
2013-01-07,1,14772,554,1451,1033,936,5026,919,62,2881,497,1425,14783,11
2013-01-07,2,14410,539,1463,996,921,4846,901,77,2845,450,1405,14443,33
2013-01-07,3,14337,534,1441,992,921,4758,902,62,2809,475,1399,14293,-44
2013-01-07,4,14337,533,1417,1003,936,4731,911,63,2832,507,1412,14344,7
2013-01-07,5,14612,538,1414,1044,974,4800,934,63,2888,495,1436,14584,-27
2013-01-07,6,15549,531,1419,1114,1049,5081,1003,65,3046,540,1504,15352,-197
2013-01-07,7,16912,551,1401,1264,1187,5669,1129,67,3326,538,1652,16785,-127
2013-01-07,8,18712,564,1438,1374,1299,6390,1256,68,3731,558,1824,18502,-209
2013-01-07,9,18776,530,1470,1363,1281,6536,1254,67,3745,564,1808,18619,-157
2013-01-07,10,18524,520,1503,1354,1220,6593,1221,66,3715,566,1755,18512,-13
