\\Hourly Zonal Demand Report,,,,,,,,,,,,,,
\\Created at 2018-05-22 08:00:00,,,,,,,,,,,,,,
\\For 2010,,,,,,,,,,,,,,
Date,Hour,Ontario Demand,Northwest,Northeast,Ottawa,East,Toronto,Essa,Bruce,Southwest,Niagara,West,Zone Total,Diff
2010-01-01,1,14403,514,1334,1060,933,4966,898,62,2758,443,1419,14387,-16
2010-01-01,2,13814,512,1305,1018,894,4761,852,62,2665,428,1359,13856,42
2010-01-01,3,13366,507,1281,982,862,4594,809,59,2597,441,1324,13456,90
2010-01-01,4,13120,505,1288,967,848,4443,783,54,2536,456,1301,13181,61
2010-01-01,5,13075,498,1296,975,859,4375,775,57,2485,402,1296,13018,-57
2010-01-01,6,13234,499,1286,992,885,4395,798,61,2547,409,1306,13178,-56
2010-01-01,7,13534,502,1225,1030,914,4489,838,59,2622,386,1334,13399,-135
2010-01-01,8,13698,511,1238,1049,938,4573,884,64,2656,387,1380,13680,-18
2010-01-01,9,13814,522,1263,1067,968,4628,912,63,2680,390,1401,13894,80
2010-01-01,10,14273,534,1288,1115,1006,4830,960,66,2781,415,1443,14438,165
2010-01-01,11,14858,545,1316,1137,1028,5056,1000,67,2885,421,1460,14915,57
2010-01-01,12,15365,554,1342,1154,1040,5266,1032,64,2985,438,1526,15401,36
2010-01-01,13,15599,557,1286,1155,1051,5389,1052,64,3006,458,1545,15563,-36
2010-01-01,14,15659,554,1279,1169,1049,5477,1059,66,3051,464,1541,15709,50
2010-01-01,15,15747,547,1306,1174,1054,5531,1060,66,3065,459,1540,15802,55
2010-01-01,16,15949,531,1334,1187,1065,5584,1081,68,3084,462,1564,15960,11
2010-01-01,17,16780,539,1339,1268,1143,5782,1159,70,3201,490,1610,16601,-179
2010-01-01,18,17846,575,1378,1352,1215,6246,1301,70,3453,534,1730,17854,8
2010-01-01,19,17915,598,1390,1315,1185,6271,1299,71,3444,527,1739,17839,-76
2010-01-01,20,17552,599,1399,1273,1164,6157,1267,69,3405,505,1710,17548,-4
2010-01-01,21,17326,603,1385,1238,1131,6042,1234,67,3339,503,1685,17227,-99
2010-01-01,22,16831,596,1378,1200,1091,5911,1192,66,3253,490,1648,16825,-6
2010-01-01,23,16208,586,1375,1146,1033,5697,1126,63,3140,472,1579,16217,9
2010-01-01,24,15450,572,1391,1075,982,5393,1046,61,2930,438,1497,15385,-65
2010-01-02,1,14745,553,1367,1021,943,5115,985,58,2796,446,1422,14706,-39
2010-01-02,2,14320,544,1411,989,922,4916,962,57,2740,413,1372,14326,6
2010-01-02,3,14133,535,1409,975,917,4795,958,58,2728,412,1350,14137,4
2010-01-02,4,14161,546,1435,969,924,4733,965,60,2709,399,1340,14080,-81
2010-01-02,5,14129,539,1431,978,946,4727,982,60,2757,402,1350,14172,43
