\\Hourly Zonal Demand Report,,,,,,,,,,,,,,
\\Created at 2018-05-22 08:00:00,,,,,,,,,,,,,,
\\For 2005,,,,,,,,,,,,,,
Date,Hour,Ontario Demand,Northwest,Northeast,Ottawa,East,Toronto,Essa,Bruce,Southwest,Niagara,West,Zone Total,Diff
2005-01-01,1,15016,940,1429,1109,962,4730,842,36,2862,543,1640,15093,77
2005-01-01,2,14470,934,1397,1058,921,4584,792,34,2682,479,1588,14469,-1
2005-01-01,3,14015,933,1407,1016,882,4436,751,34,2609,453,1541,14062,47
2005-01-01,4,13622,887,1387,989,860,4314,728,34,2555,444,1505,13703,81
2005-01-01,5,13545,867,1390,984,851,4234,720,32,2531,480,1489,13578,33
2005-01-01,6,13588,865,1418,996,860,4221,729,36,2530,477,1495,13627,39
2005-01-01,7,13727,866,1457,1017,885,4244,751,34,2549,445,1518,13766,39
2005-01-01,8,14093,880,1493,1085,882,4326,789,37,2671,428,1547,14138,45
2005-01-01,9,14457,899,1545,1146,897,4401,833,42,2734,422,1560,14479,22
2005-01-01,10,15017,893,1514,1233,926,4606,894,47,2856,443,1608,15020,3
2005-01-01,11,15560,936,1495,1327,943,4822,943,48,2973,467,1670,15624,64
2005-01-01,12,16039,949,1476,1369,966,4964,960,50,3094,501,1726,16055,16
2005-01-01,13,16293,960,1520,1314,1029,5065,963,49,3168,511,1752,16331,38
2005-01-01,14,16366,970,1585,1300,1022,5086,944,49,3174,508,1762,16400,34
2005-01-01,15,16281,958,1535,1283,1018,5116,930,50,3137,504,1760,16291,10
2005-01-01,16,16406,947,1535,1319,1004,5161,946,48,3148,519,1766,16393,-13
2005-01-01,17,17086,927,1578,1423,1075,5327,1025,50,3291,544,1817,17057,-29
2005-01-01,18,18386,898,1651,1644,1138,5703,1169,54,3577,598,1952,18384,-2
2005-01-01,19,18368,904,1618,1626,1126,5751,1171,54,3588,589,1966,18393,25
2005-01-01,20,18215,945,1614,1601,1105,5666,1145,57,3525,581,1946,18185,-30
2005-01-01,21,17911,989,1627,1529,1127,5560,1116,52,3464,567,1916,17947,36
2005-01-01,22,17494,990,1606,1440,1143,5428,1072,50,3365,555,1861,17510,16
2005-01-01,23,16830,982,1551,1347,1124,5254,1017,49,3187,526,1801,16838,8
2005-01-01,24,15973,953,1542,1229,1090,5003,939,44,3011,489,1704,16004,31
2005-01-02,1,15182,933,1540,1160,1024,4739,872,40,2814,487,1614,15223,41
2005-01-02,2,14707,917,1547,1122,989,4550,832,35,2707,477,1556,14732,25
2005-01-02,3,14394,895,1518,1111,975,4436,818,33,2657,430,1539,14412,18
2005-01-02,4,14277,884,1540,1114,971,4349,822,33,2646,422,1516,14297,20
2005-01-02,5,14367,881,1546,1124,973,4339,831,36,2673,415,1519,14337,-30
2005-01-02,6,14541,883,1554,1148,998,4385,855,42,2717,426,1542,14550,9
2005-01-02,7,14968,889,1584,1198,1042,4448,894,46,2838,436,1589,14964,-4
2005-01-02,8,15549,910,1593,1282,1080,4610,947,48,2975,461,1644,15550,1
2005-01-02,9,16282,936,1597,1403,1116,4781,1024,53,3201,491,1703,16305,23
2005-01-02,10,17126,952,1621,1532,1154,5080,1106,55,3383,509,1771,17163,37
2005-01-02,11,17802,961,1626,1631,1174,5368,1157,57,3458,524,1825,17781,-21
2005-01-02,12,18225,970,1683,1684,1215,5572,1190,53,3553,530,1869,18319,94
2005-01-02,13,18495,969,1697,1642,1300,5676,1184,51,3625,528,1893,18565,70
2005-01-02,14,18579,961,1699,1625,1316,5686,1150,50,3628,546,1906,18567,-12
2005-01-02,15,18393,913,1651,1596,1315,5689,1117,49,3614,558,1874,18376,-17
2005-01-02,16,18431,908,1637,1621,1292,5720,1102,50,3618,567,1880,18395,-36
2005-01-02,17,18985,915,1647,1811,1270,5860,1148,51,3697,587,1952,18938,-47
2005-01-02,18,20044,944,1663,1913,1323,6150,1237,50,3972,627,2051,19930,-114
2005-01-02,19,19619,979,1623,1863,1282,6109,1206,51,3874,620,2007,19614,-5
2005-01-02,20,19170,997,1644,1779,1241,5947,1159,51,3755,599,1982,19154,-16
2005-01-02,21,18714,1034,1609,1698,1210,5827,1108,48,3644,572,1946,18696,-18
2005-01-02,22,18137,1029,1617,1585,1179,5652,1036,47,3534,556,1897,18133,-4
2005-01-02,23,17235,1011,1605,1420,1148,5401,950,45,3344,564,1814,17302,67
2005-01-02,24,16242,987,1560,1295,1056,5065,856,39,3127,614,1722,16321,79
2005-01-03,1,15487,976,1527,1156,1058,4777,787,38,2957,614,1653,15543,56
2005-01-03,2,15045,961,1502,1117,1020,4589,753,36,2843,617,1597,15035,-10
2005-01-03,3,14843,950,1493,1099,988,4472,744,35,2837,607,1569,14794,-49
2005-01-03,4,14753,952,1492,1100,991,4418,740,39,2824,599,1569,14724,-29
2005-01-03,5,14828,962,1475,1108,998,4436,751,37,2867,608,1560,14802,-26
2005-01-03,6,15298,966,1491,1160,1030,4602,789,38,2954,628,1624,15282,-16
2005-01-03,7,16332,995,1477,1281,1119,4964,889,44,3217,519,1763,16268,-64
2005-01-03,8,18058,1028,1560,1488,1150,5590,1031,50,3637,575,1939,18048,-10
2005-01-03,9,18706,1037,1562,1537,1175,5859,1076,51,3781,592,2031,18701,-5
2005-01-03,10,19121,1030,1547,1566,1189,6033,1088,49,3883,613,2054,19052,-69
2005-01-03,11,19484,1036,1572,1589,1175,6233,1102,48,3951,619,2094,19419,-65
2005-01-03,12,19649,1043,1611,1583,1190,6355,1091,51,3918,635,2119,19596,-53
2005-01-03,13,19682,1038,1589,1551,1181,6350,1065,51,3928,633,2118,19504,-178
2005-01-03,14,19415,976,1601,1518,1175,6326,1053,47,3965,629,2107,19397,-18
2005-01-03,15,19360,961,1603,1509,1162,6338,1046,47,3925,622,2097,19310,-50
2005-01-03,16,19562,954,1573,1533,1192,6361,1061,50,3913,624,2113,19374,-188
2005-01-03,17,20498,1009,1628,1645,1308,6606,1152,52,4153,658,2203,20414,-84
2005-01-03,18,21757,1035,1662,1785,1383,7011,1279,54,4359,690,2317,21575,-182
2005-01-03,19,21494,1088,1641,1727,1378,6986,1262,55,4291,682,2282,21392,-102
2005-01-03,20,20985,1094,1628,1710,1296,6807,1220,52,4181,667,2242,20897,-88
2005-01-03,21,20461,1095,1580,1683,1227,6620,1170,52,4083,664,2192,20366,-95
2005-01-03,22,19666,1088,1580,1575,1173,6370,1097,50,3909,639,2119,19600,-66
2005-01-03,23,18429,1079,1576,1437,1094,5963,995,48,3705,611,2003,18511,82
2005-01-03,24,17109,1047,1591,1227,1071,5524,882,44,3407,556,1879,17228,119
2005-01-04,1,16141,1027,1588,1149,1007,5146,810,39,3203,533,1776,16278,137
2005-01-04,2,15590,1024,1585,1119,968,4903,782,39,3087,493,1720,15720,130
2005-01-04,3,15338,1016,1573,1106,959,4826,772,38,3017,515,1694,15516,178
2005-01-04,4,15253,990,1581,1107,962,4777,775,37,2983,531,1670,15413,160
2005-01-04,5,15443,986,1600,1123,980,4796,792,38,2980,541,1697,15533,90
2005-01-04,6,16040,1011,1615,1178,1036,4962,843,41,3107,510,1744,16047,7
2005-01-04,7,17478,1032,1626,1339,1170,5439,955,44,3420,512,1880,17417,-61
2005-01-04,8,19354,1061,1647,1540,1254,6134,1113,47,3800,599,2080,19275,-79
2005-01-04,9,19959,1069,1641,1600,1237,6390,1145,42,3890,621,2133,19769,-190
2005-01-04,10,19955,1042,1632,1595,1240,6508,1140,44,3922,626,2135,19884,-71
2005-01-04,11,20017,1022,1603,1584,1240,6589,1135,42,3953,628,2134,19930,-87
2005-01-04,12,19987,1002,1606,1583,1220,6616,1131,43,3976,633,2137,19947,-40
2005-01-04,13,19856,1004,1600,1530,1260,6579,1119,42,3906,634,2133,19807,-49
