\\Hourly Zonal Demand Report,,,,,,,,,,,,,,
\\Created at 2018-05-22 08:00:00,,,,,,,,,,,,,,
\\For 2004,,,,,,,,,,,,,,
Date,Hour,Ontario Demand,Northwest,Northeast,Ottawa,East,Toronto,Essa,Bruce,Southwest,Niagara,West,Zone Total,Diff
2004-01-01,1,14703,811,1406,1197,903,4606,859,53,2790,542,1670,14837,134
2004-01-01,2,14130,805,1412,1095,889,4366,794,53,2698,516,1603,14231,101
2004-01-01,3,13575,795,1358,1053,842,4188,747,50,2582,507,1553,13675,100
2004-01-01,4,13280,789,1355,1027,817,4046,718,52,2549,517,1512,13382,102
2004-01-01,5,13219,779,1354,1018,811,3974,709,50,2534,529,1501,13259,40
2004-01-01,6,13354,776,1351,1034,829,3966,716,52,2551,531,1509,13315,-39
2004-01-01,7,13462,777,1339,1067,862,4023,742,57,2587,455,1531,13440,-22
2004-01-01,8,13538,756,1334,1135,857,4082,774,58,2623,460,1557,13636,98
2004-01-01,9,13675,764,1347,1216,842,4112,813,58,2665,454,1555,13826,151
2004-01-01,10,14234,769,1379,1280,879,4301,869,60,2756,487,1594,14374,140
2004-01-01,11,14675,733,1402,1334,915,4496,917,65,2806,517,1647,14832,157
2004-01-01,12,15205,744,1417,1357,941,4688,947,65,2875,548,1691,15273,68
2004-01-01,13,15418,750,1415,1348,948,4795,957,65,2911,556,1724,15469,51
2004-01-01,14,15396,745,1420,1325,937,4796,949,65,2914,561,1733,15445,49
2004-01-01,15,15279,738,1410,1299,927,4719,943,64,2892,553,1711,15256,-23
2004-01-01,16,15485,728,1424,1319,942,4819,958,63,2939,563,1734,15490,5
2004-01-01,17,16458,741,1484,1475,1018,5053,1035,66,3083,604,1823,16382,-76
2004-01-01,18,18093,774,1539,1656,1085,5500,1157,71,3383,636,1943,17744,-349
2004-01-01,19,17940,816,1535,1639,1064,5528,1145,71,3389,630,1949,17766,-174
2004-01-01,20,17537,818,1536,1608,1034,5441,1114,69,3344,634,1918,17516,-21
2004-01-01,21,17163,815,1541,1545,1043,5339,1080,67,3260,631,1905,17226,63
2004-01-01,22,16685,840,1524,1456,1069,5193,1029,62,3157,615,1850,16795,110
2004-01-01,23,15971,825,1488,1367,1011,4962,950,56,3043,580,1778,16060,89
2004-01-01,24,14974,804,1444,1198,1009,4644,853,54,2838,523,1677,15044,70
2004-01-02,1,14093,778,1413,1123,937,4331,777,53,2733,499,1580,14224,131
2004-01-02,2,13636,761,1448,1085,906,4136,738,47,2584,518,1525,13748,112
2004-01-02,3,13377,754,1403,1070,885,4083,736,46,2540,468,1485,13470,93
2004-01-02,4,13373,749,1402,1086,881,4046,738,47,2501,476,1473,13399,26
2004-01-02,5,13476,746,1408,1124,896,4023,750,46,2532,474,1486,13485,9
2004-01-02,6,13894,746,1454,1186,914,4122,776,48,2595,487,1514,13842,-52
2004-01-02,7,14813,747,1463,1266,1005,4407,836,54,2777,497,1579,14631,-182
2004-01-02,8,15670,780,1506,1365,1081,4804,920,58,2946,547,1679,15686,16
2004-01-02,9,16323,760,1532,1437,1127,5072,993,62,3078,571,1761,16393,70
2004-01-02,10,17135,732,1511,1530,1172,5365,1059,66,3215,587,1813,17050,-85
2004-01-02,11,17610,726,1504,1622,1147,5583,1090,66,3302,599,1846,17485,-125
2004-01-02,12,17599,730,1508,1619,1164,5674,1081,65,3289,612,1886,17628,29
2004-01-02,13,17434,727,1494,1586,1184,5654,1061,66,3272,606,1873,17523,89
2004-01-02,14,17167,713,1482,1489,1235,5606,1029,66,3178,599,1851,17248,81
2004-01-02,15,17096,746,1487,1492,1200,5551,1013,64,3173,600,1839,17165,69
2004-01-02,16,17155,753,1508,1506,1212,5555,1008,65,3213,613,1842,17275,120
2004-01-02,17,18005,758,1553,1648,1239,5760,1071,66,3376,627,1889,17987,-18
2004-01-02,18,19158,783,1639,1803,1299,6160,1192,68,3626,671,2017,19258,100
2004-01-02,19,19026,791,1621,1780,1269,6151,1182,66,3591,667,2003,19121,95
2004-01-02,20,18568,789,1623,1697,1256,5980,1136,64,3506,642,1982,18675,107
2004-01-02,21,18106,821,1622,1655,1205,5795,1075,61,3436,631,1937,18238,132
2004-01-02,22,17431,858,1594,1547,1182,5563,1011,60,3322,609,1862,17608,177
2004-01-02,23,16563,856,1578,1458,1112,5284,932,61,3169,561,1797,16808,245
2004-01-02,24,15489,846,1557,1331,1051,4909,840,56,2990,515,1691,15786,297
2004-01-03,1,14682,826,1511,1249,977,4590,757,47,2753,510,1583,14803,121
2004-01-03,2,14091,812,1539,1204,928,4333,705,43,2650,477,1519,14210,119
2004-01-03,3,13732,800,1536,1135,958,4166,682,42,2592,456,1477,13844,112
2004-01-03,4,13446,797,1490,1127,960,4047,666,40,2533,458,1450,13568,122
2004-01-03,5,13479,787,1476,1121,961,4005,658,40,2518,520,1452,13538,59
2004-01-03,6,13556,786,1472,1127,972,4022,664,41,2562,517,1461,13624,68
2004-01-03,7,13878,790,1450,1158,999,4145,697,46,2655,484,1506,13930,52
2004-01-03,8,14548,809,1493,1261,1021,4348,761,50,2782,493,1587,14605,57
2004-01-03,9,15241,839,1525,1368,1028,4578,835,53,2917,510,1646,15299,58
2004-01-03,10,15831,796,1552,1438,1086,4846,904,53,3028,548,1720,15971,140
2004-01-03,11,16395,785,1571,1521,1076,5100,943,56,3095,583,1770,16500,105
2004-01-03,12,16612,807,1576,1527,1095,5213,945,60,3147,589,1799,16758,146
2004-01-03,13,16679,829,1598,1517,1069,5297,928,57,3170,571,1781,16817,138
2004-01-03,14,16455,829,1581,1440,1086,5245,902,58,3123,565,1781,16610,155
2004-01-03,15,16300,820,1582,1399,1080,5201,878,53,3075,567,1775,16430,130
2004-01-03,16,16302,818,1585,1386,1076,5170,870,56,3094,571,1776,16402,100
2004-01-03,17,17142,820,1633,1461,1165,5392,942,58,3236,608,1846,17161,19
2004-01-03,18,18410,834,1660,1603,1249,5809,1075,64,3484,654,1973,18405,-5
2004-01-03,19,18170,887,1641,1668,1145,5800,1066,60,3473,647,1960,18347,177
2004-01-03,20,17830,893,1657,1610,1104,5653,1024,59,3395,627,1923,17945,115
2004-01-03,21,17361,906,1622,1522,1074,5484,981,58,3309,614,1881,17451,90
2004-01-03,22,16601,880,1575,1424,1060,5335,934,57,3190,595,1828,16878,277
2004-01-03,23,15982,915,1577,1324,1024,5109,873,53,3055,577,1760,16267,285
2004-01-03,24,15064,898,1550,1229,943,4813,795,51,2913,534,1673,15399,335
2004-01-04,1,14303,885,1514,1125,892,4493,727,49,2735,533,1578,14531,228
2004-01-04,2,13731,856,1513,1048,855,4282,688,46,2608,522,1538,13956,225
2004-01-04,3,13422,837,1502,1026,843,4137,671,48,2585,505,1502,13656,234
2004-01-04,4,13276,821,1485,1018,839,4044,670,46,2562,502,1492,13479,203
2004-01-04,5,13298,830,1503,1023,847,3988,678,47,2567,531,1496,13510,212
2004-01-04,6,13472,836,1500,1045,861,4025,694,47,2594,541,1512,13655,183
2004-01-04,7,13804,843,1543,1094,890,4108,732,51,2661,468,1552,13942,138
2004-01-04,8,14481,867,1557,1203,919,4271,796,53,2811,498,1634,14609,128
2004-01-04,9,15218,879,1556,1340,931,4481,879,59,2931,527,1681,15264,46
2004-01-04,10,15993,882,1594,1426,976,4773,959,63,3068,562,1770,16073,80
2004-01-04,11,16622,887,1643,1489,1020,5055,1009,67,3165,584,1838,16757,135
2004-01-04,12,17065,895,1664,1548,1017,5245,1020,68,3241,597,1883,17178,113
2004-01-04,13,17183,830,1658,1554,1042,5365,1017,69,3271,603,1912,17321,138
2004-01-04,14,17155,823,1664,1512,1058,5373,1014,69,3272,601,1919,17305,150
2004-01-04,15,17167,825,1665,1509,1054,5402,1011,67,3278,607,1912,17330,163
2004-01-04,16,17485,835,1683,1538,1070,5490,1031,69,3360,622,1932,17630,145
2004-01-04,17,18610,850,1722,1656,1197,5815,1120,68,3531,657,2021,18637,27
2004-01-04,18,19881,882,1765,1797,1278,6238,1231,71,3754,700,2138,19854,-27
2004-01-04,19,19700,890,1709,1809,1221,6269,1209,71,3736,691,2125,19730,30
2004-01-04,20,19280,888,1707,1762,1189,6136,1171,71,3694,677,2078,19373,93
2004-01-04,21,18903,937,1714,1671,1188,5989,1126,67,3604,661,2062,19019,116
2004-01-04,22,18329,979,1703,1573,1139,5784,1061,64,3528,642,2003,18476,147
2004-01-04,23,17388,978,1703,1416,1111,5479,976,65,3357,602,1921,17608,220
2004-01-04,24,16369,930,1683,1303,1001,5153,888,57,3133,586,1820,16554,185
2004-01-05,1,15622,881,1619,1231,932,4836,827,55,3012,589,1764,15746,124
2004-01-05,2,15364,902,1635,1178,931,4670,803,53,2962,617,1709,15460,96
2004-01-05,3,15260,902,1615,1180,920,4587,802,52,2968,630,1698,15354,94
2004-01-05,4,15245,900,1611,1185,920,4578,807,54,2906,621,1696,15278,33
2004-01-05,5,15405,900,1612,1217,946,4616,828,55,2967,594,1719,15454,49
2004-01-05,6,15993,903,1626,1286,1017,4868,886,58,3077,574,1773,16068,75
2004-01-05,7,17478,916,1636,1489,1115,5433,1014,64,3417,574,1916,17574,96
2004-01-05,8,19549,959,1703,1727,1204,6215,1183,71,3785,689,2121,19657,108
2004-01-05,9,20323,998,1725,1756,1212,6497,1222,62,3912,706,2167,20257,-66
2004-01-05,10,20436,975,1702,1759,1223,6676,1227,56,3953,729,2166,20466,30
2004-01-05,11,20596,955,1682,1735,1241,6833,1229,51,3999,744,2195,20664,68
2004-01-05,12,20737,961,1620,1729,1254,6919,1227,52,4000,759,2210,20731,-6
2004-01-05,13,20633,970,1605,1695,1291,6917,1210,48,3994,749,2188,20667,34
2004-01-05,14,20545,922,1617,1624,1350,6907,1197,48,3962,747,2188,20562,17
2004-01-05,15,20417,896,1600,1608,1343,6864,1184,50,3945,737,2174,20401,-16
2004-01-05,16,20454,900,1580,1664,1341,6892,1197,68,3880,746,2180,20448,-6
2004-01-05,17,21194,905,1627,1814,1371,7005,1265,70,4023,771,2244,21095,-99
2004-01-05,18,22299,952,1683,1995,1392,7387,1404,76,4253,827,2373,22342,43
2004-01-05,19,22322,976,1659,1994,1358,7383,1401,75,4253,819,2395,22313,-9
2004-01-05,20,21810,980,1655,1945,1306,7174,1361,68,4136,790,2356,21771,-39
2004-01-05,21,21313,968,1694,1796,1356,6962,1315,69,4041,776,2318,21295,-18
2004-01-05,22,20497,965,1659,1705,1281,6673,1239,70,3873,732,2256,20453,-44
2004-01-05,23,19255,967,1582,1579,1193,6245,1134,66,3675,664,2134,19239,-16
2004-01-05,24,17507,940,1575,1401,1102,5662,1015,57,3397,619,1990,17758,251
2004-01-06,1,16890,932,1574,1320,1037,5293,947,56,3229,629,1879,16896,6
2004-01-06,2,16428,963,1570,1279,998,5034,911,57,3142,698,1827,16479,51
2004-01-06,3,16163,968,1583,1266,988,4917,900,57,3076,681,1807,16243,80
2004-01-06,4,16144,961,1565,1268,991,4895,898,61,3067,681,1786,16173,29
2004-01-06,5,16204,967,1554,1292,994,4879,913,64,3077,688,1805,16233,29
2004-01-06,6,16652,952,1553,1307,1087,5086,964,66,3172,615,1857,16659,7
2004-01-06,7,17988,929,1583,1467,1200,5578,1089,72,3437,626,2020,18001,13
2004-01-06,8,20193,972,1640,1712,1315,6338,1244,75,3796,705,2223,20020,-173
2004-01-06,9,20880,1006,1669,1789,1247,6626,1275,74,3917,721,2279,20603,-277
2004-01-06,10,20775,984,1658,1767,1234,6759,1272,76,3952,739,2286,20727,-48
2004-01-06,11,20908,994,1659,1719,1268,6910,1266,78,3991,755,2300,20940,32
2004-01-06,12,21148,982,1624,1718,1260,6996,1256,78,3970,749,2309,20942,-206
2004-01-06,13,20855,977,1574,1696,1267,6968,1242,79,3960,738,2305,20806,-49
2004-01-06,14,20696,969,1554,1663,1266,6968,1236,76,3889,742,2308,20671,-25
2004-01-06,15,20684,966,1586,1657,1271,6929,1226,76,3933,719,2305,20668,-16
2004-01-06,16,20855,965,1627,1652,1289,6961,1246,78,3955,741,2307,20821,-34
