\\Hourly Zonal Demand Report,,,,,,,,,,,,,,
\\Created at 2018-05-22 08:00:00,,,,,,,,,,,,,,
\\For 2006,,,,,,,,,,,,,,
Date,Hour,Ontario Demand,Northwest,Northeast,Ottawa,East,Toronto,Essa,Bruce,Southwest,Niagara,West,Zone Total,Diff
2006-01-01,1,15925,765,1508,1325,1100,5009,995,52,2991,563,1614,15922,-3
2006-01-01,2,15323,747,1503,1265,1056,4811,942,49,2888,530,1558,15349,26
2006-01-01,3,14832,734,1487,1222,1020,4635,901,58,2779,497,1509,14842,10
2006-01-01,4,14502,722,1488,1172,998,4482,878,51,2728,505,1475,14499,-3
2006-01-01,5,14392,722,1499,1166,989,4393,866,52,2701,553,1458,14399,7
2006-01-01,6,14353,718,1507,1186,996,4372,872,50,2699,506,1461,14367,14
2006-01-01,7,14445,712,1500,1213,1019,4413,893,54,2688,501,1476,14469,24
2006-01-01,8,14686,700,1479,1289,1015,4485,920,56,2742,490,1507,14683,-3
2006-01-01,9,14978,701,1478,1369,1035,4551,963,59,2808,478,1531,14973,-5
2006-01-01,10,15542,701,1502,1463,1080,4738,1022,61,2903,476,1583,15529,-13
2006-01-01,11,16054,681,1526,1485,1124,4940,1066,62,2969,504,1630,15987,-67
2006-01-01,12,16365,684,1535,1482,1147,5114,1089,58,3061,509,1668,16347,-18
2006-01-01,13,16534,670,1538,1495,1138,5203,1086,62,3078,517,1674,16461,-73
2006-01-01,14,16450,669,1556,1481,1129,5240,1068,62,3038,514,1678,16435,-15
2006-01-01,15,16352,677,1546,1468,1132,5204,1046,59,3017,505,1679,16333,-19
2006-01-01,16,16444,680,1543,1529,1090,5218,1047,58,3056,520,1691,16432,-12
2006-01-01,17,17083,701,1554,1668,1097,5376,1114,59,3164,542,1751,17026,-57
2006-01-01,18,18371,756,1602,1782,1162,5819,1236,60,3428,582,1878,18305,-66
2006-01-01,19,18350,802,1543,1747,1136,5834,1215,62,3433,598,1883,18253,-97
2006-01-01,20,17985,802,1545,1700,1113,5720,1175,59,3397,578,1854,17943,-42
