\\Hourly Zonal Demand Report,,,,,,,,,,,,,,
\\Created at 2018-05-22 08:00:00,,,,,,,,,,,,,,
\\For 2016,,,,,,,,,,,,,,
Date,Hour,Ontario Demand,Northwest,Northeast,Ottawa,East,Toronto,Essa,Bruce,Southwest,Niagara,West,Zone Total,Diff
2016-01-01,1,13417,479,1318,783,965,4789,867,57,2603,377,1212,13451,33
2016-01-01,2,12968,473,1281,715,975,4597,829,59,2491,377,1183,12979,11
2016-01-01,3,12395,464,1158,693,945,4441,796,65,2392,365,1135,12454,59
2016-01-01,4,12228,447,1170,681,923,4332,776,48,2349,352,1118,12195,-33
2016-01-01,5,12116,432,1182,676,926,4272,774,63,2307,349,1108,12089,-28
2016-01-01,6,12257,448,1186,698,941,4294,786,57,2339,361,1114,12222,-35
2016-01-01,7,12528,462,1190,747,955,4373,811,52,2405,366,1145,12506,-22
2016-01-01,8,12820,507,1143,761,987,4475,837,66,2463,386,1176,12801,-18
2016-01-01,9,12986,515,1155,755,1042,4548,873,70,2496,402,1187,13042,57
2016-01-01,10,13569,529,1219,807,1061,4754,924,65,2582,419,1203,13562,-6
2016-01-01,11,13965,533,1260,833,1096,4905,957,70,2651,441,1225,13972,7
2016-01-01,12,14215,522,1285,856,1078,5093,972,72,2719,445,1250,14294,79
2016-01-01,13,14443,518,1303,873,1038,5232,982,63,2774,448,1264,14496,53
2016-01-01,14,14733,532,1308,888,1030,5344,992,73,2816,465,1285,14735,2
2016-01-01,15,14907,540,1296,909,1049,5362,998,76,2847,464,1338,14879,-28
2016-01-01,16,14981,542,1300,931,1076,5330,1021,79,2825,482,1387,14973,-8
2016-01-01,17,15763,532,1352,1009,1151,5483,1088,79,2982,514,1463,15652,-111
2016-01-01,18,16979,512,1397,1074,1239,5927,1200,81,3237,568,1557,16791,-188
2016-01-01,19,16859,517,1377,1051,1205,5932,1188,82,3221,578,1542,16692,-167
2016-01-01,20,16552,513,1370,1024,1173,5817,1154,82,3200,587,1517,16437,-115
2016-01-01,21,16165,506,1368,993,1140,5705,1115,83,3134,595,1497,16135,-30
2016-01-01,22,15701,498,1350,952,1102,5543,1062,77,3017,576,1468,15647,-54
2016-01-01,23,14866,484,1339,880,1056,5322,991,66,2909,401,1410,14858,-9
2016-01-01,24,14023,473,1308,808,999,5021,907,72,2740,368,1327,14022,-1
2016-01-02,1,13251,459,1280,743,969,4759,843,62,2599,342,1245,13302,50
2016-01-02,2,12844,451,1260,700,961,4549,807,68,2478,360,1226,12860,16
2016-01-02,3,12673,447,1247,687,950,4404,789,66,2414,352,1212,12567,-106
2016-01-02,4,12473,444,1248,680,951,4323,778,67,2383,350,1198,12421,-52
2016-01-02,5,12468,445,1248,693,951,4301,780,64,2395,355,1186,12418,-50
2016-01-02,6,12644,441,1215,698,984,4372,801,68,2424,362,1198,12564,-80
2016-01-02,7,13064,452,1221,750,1020,4519,843,67,2498,377,1259,13007,-57
2016-01-02,8,13780,470,1268,816,1058,4740,905,70,2659,402,1339,13727,-52
2016-01-02,9,14305,491,1301,837,1114,4951,970,71,2811,428,1389,14361,56
2016-01-02,10,15068,510,1332,893,1124,5239,1033,76,2950,452,1451,15061,-8
2016-01-02,11,15536,537,1362,910,1162,5483,1077,80,3027,455,1472,15563,28
2016-01-02,12,15852,532,1380,933,1149,5692,1095,77,3086,456,1478,15877,25
2016-01-02,13,16059,528,1401,947,1147,5786,1090,77,3083,458,1458,15975,-84
2016-01-02,14,15750,525,1395,934,1153,5772,1065,70,3026,462,1362,15764,14
2016-01-02,15,15564,543,1385,938,1165,5739,1054,73,2975,457,1313,15642,78
2016-01-02,16,15571,528,1382,963,1174,5737,1052,72,3017,443,1327,15694,123
2016-01-02,17,16207,512,1430,1035,1241,5897,1106,72,3162,462,1399,16318,111
2016-01-02,18,17163,526,1453,1116,1275,6236,1196,71,3403,492,1543,17311,148
2016-01-02,19,17100,533,1426,1094,1261,6216,1175,73,3366,483,1550,17178,78
2016-01-02,20,16710,530,1409,1071,1219,6064,1131,69,3288,468,1511,16759,49
2016-01-02,21,16124,510,1382,1037,1158,5905,1089,65,3207,458,1459,16269,145
2016-01-02,22,15699,508,1353,981,1135,5723,1039,64,3087,444,1412,15746,47
2016-01-02,23,14983,503,1330,919,1087,5463,966,67,2916,424,1350,15026,44
2016-01-02,24,14164,494,1300,841,1020,5149,884,52,2766,384,1275,14166,2
2016-01-03,1,13432,476,1271,769,1004,4847,820,64,2619,361,1214,13445,13
2016-01-03,2,12916,461,1253,703,996,4619,776,50,2504,385,1187,12936,19
2016-01-03,3,12588,460,1250,680,980,4439,747,54,2400,388,1187,12584,-4
2016-01-03,4,12450,459,1263,667,968,4342,742,50,2361,381,1181,12414,-36
2016-01-03,5,12443,458,1262,661,961,4329,749,41,2384,369,1190,12404,-39
2016-01-03,6,12624,453,1267,676,978,4384,761,42,2459,352,1231,12601,-23
2016-01-03,7,12973,461,1274,717,1010,4496,791,49,2511,362,1269,12942,-32
2016-01-03,8,13613,473,1274,749,1085,4675,849,59,2683,385,1319,13552,-62
2016-01-03,9,14155,487,1302,814,1116,4845,911,59,2748,405,1383,14071,-84
2016-01-03,10,14696,487,1345,855,1153,5062,970,62,2858,405,1427,14624,-72
2016-01-03,11,15182,475,1356,905,1143,5309,1017,70,2944,413,1471,15101,-81
2016-01-03,12,15434,451,1354,921,1143,5496,1045,75,2998,425,1491,15399,-35
2016-01-03,13,15650,474,1352,951,1108,5553,1048,75,3036,433,1505,15536,-114
2016-01-03,14,15533,455,1343,957,1091,5589,1038,71,3056,437,1505,15544,11
2016-01-03,15,15602,452,1341,969,1096,5604,1043,74,3035,443,1517,15576,-26
2016-01-03,16,15748,479,1374,1009,1154,5664,1073,73,3086,460,1546,15920,172
2016-01-03,17,16863,512,1447,1090,1260,5917,1169,79,3271,486,1629,16859,-4
2016-01-03,18,18423,531,1501,1218,1374,6491,1322,86,3540,532,1742,18335,-88
2016-01-03,19,18512,554,1491,1198,1367,6571,1319,86,3537,540,1724,18387,-125
2016-01-03,20,18316,590,1501,1176,1342,6459,1297,88,3497,520,1713,18182,-134
2016-01-03,21,18006,590,1475,1139,1310,6308,1265,88,3422,521,1669,17788,-218
2016-01-03,22,17347,580,1486,1104,1237,6110,1207,81,3312,506,1640,17263,-84
2016-01-03,23,16606,539,1477,1025,1172,5811,1121,79,3156,481,1568,16429,-177
2016-01-03,24,15533,447,1458,955,1103,5454,1033,75,2972,431,1488,15418,-115
2016-01-04,1,14809,414,1426,893,1063,5156,975,71,2867,396,1431,14693,-116
2016-01-04,2,14480,405,1410,865,1061,4985,953,69,2815,381,1420,14365,-115
2016-01-04,3,14295,402,1392,848,1063,4903,952,72,2790,380,1395,14198,-97
2016-01-04,4,14213,404,1398,857,1080,4897,959,71,2786,421,1386,14260,47
2016-01-04,5,14435,407,1386,871,1105,4962,984,73,2840,450,1407,14484,49
2016-01-04,6,15147,408,1376,918,1190,5218,1038,66,2993,420,1468,15095,-52
2016-01-04,7,16532,429,1395,1094,1262,5796,1148,76,3306,455,1600,16560,28
2016-01-04,8,18240,463,1447,1224,1315,6501,1267,75,3620,522,1754,18187,-53
2016-01-04,9,18522,487,1452,1213,1266,6678,1278,76,3639,533,1787,18410,-112
2016-01-04,10,18225,485,1455,1198,1070,6759,1241,82,3634,518,1736,18177,-48
2016-01-04,11,17912,475,1450,1122,983,6825,1197,84,3616,530,1669,17951,39
2016-01-04,12,17733,469,1417,1018,1046,6869,1163,130,3582,533,1627,17853,120
2016-01-04,13,17597,463,1403,983,1033,6862,1137,137,3517,533,1596,17664,67
2016-01-04,14,17619,461,1397,994,1011,6912,1129,140,3568,535,1557,17703,84
2016-01-04,15,17758,456,1403,1010,1100,6890,1149,142,3572,541,1587,17850,92
2016-01-04,16,18327,464,1438,1051,1287,6928,1195,144,3627,549,1642,18325,-3
2016-01-04,17,19437,476,1491,1195,1475,7112,1303,101,3821,581,1752,19306,-130
2016-01-04,18,20820,492,1522,1322,1586,7590,1446,103,4089,624,1926,20701,-119
2016-01-04,19,20836,504,1491,1276,1572,7632,1455,105,4117,617,1950,20719,-117
2016-01-04,20,20502,502,1542,1255,1562,7501,1447,105,4105,615,1932,20566,64
2016-01-04,21,20255,500,1595,1249,1500,7330,1422,102,4049,620,1913,20280,25
2016-01-04,22,19533,492,1586,1196,1428,7033,1355,100,3906,588,1856,19540,8
2016-01-04,23,18358,470,1540,1142,1300,6576,1258,92,3687,547,1758,18370,12
2016-01-04,24,17238,466,1486,983,1284,6063,1161,87,3448,511,1657,17146,-92
2016-01-05,1,16429,502,1386,923,1226,5729,1109,82,3284,473,1587,16302,-128
2016-01-05,2,15996,511,1336,923,1186,5538,1089,84,3208,464,1560,15899,-97
2016-01-05,3,15916,509,1332,926,1197,5426,1077,82,3202,451,1555,15758,-158
2016-01-05,4,15878,509,1320,933,1206,5378,1075,80,3192,458,1557,15710,-168
2016-01-05,5,15947,502,1344,975,1206,5417,1088,82,3215,457,1576,15862,-85
2016-01-05,6,16466,500,1361,1021,1269,5642,1132,84,3293,479,1619,16399,-67
2016-01-05,7,17974,516,1403,1127,1424,6181,1241,91,3560,504,1728,17776,-198
2016-01-05,8,19374,510,1483,1231,1499,6812,1351,93,3811,555,1880,19225,-149
2016-01-05,9,19356,529,1475,1226,1429,6907,1343,89,3830,556,1877,19260,-96
2016-01-05,10,18899,529,1470,1244,1181,6920,1284,89,3705,551,1802,18774,-125
2016-01-05,11,18547,511,1448,1212,1056,6949,1218,86,3660,543,1740,18423,-124
2016-01-05,12,18080,463,1424,1140,1086,6944,1154,85,3610,537,1636,18080,-1
2016-01-05,13,17610,446,1404,1192,1023,6861,1086,76,3569,536,1590,17784,174
2016-01-05,14,17456,485,1368,1142,1072,6812,1038,75,3539,538,1529,17599,143
2016-01-05,15,17516,490,1362,1114,1139,6755,1043,73,3551,535,1535,17598,82
2016-01-05,16,18038,507,1389,1182,1218,6774,1112,74,3614,531,1599,18002,-36
2016-01-05,17,19311,525,1466,1293,1368,6992,1247,86,3727,555,1722,18980,-331
2016-01-05,18,20277,534,1485,1387,1469,7410,1391,89,3960,605,1874,20203,-74
2016-01-05,19,20202,537,1459,1375,1446,7422,1394,88,3974,590,1872,20157,-46
2016-01-05,20,19893,578,1463,1347,1423,7271,1382,89,3935,580,1847,19913,20
2016-01-05,21,19445,584,1452,1267,1392,7083,1353,82,3827,578,1823,19441,-4
2016-01-05,22,18648,570,1432,1186,1311,6812,1279,83,3662,536,1757,18629,-19
2016-01-05,23,17341,554,1358,1120,1189,6375,1163,76,3482,491,1615,17421,80
2016-01-05,24,16055,531,1291,978,1142,5846,1056,73,3209,443,1488,16057,2
2016-01-06,1,15187,511,1252,931,1078,5508,991,61,3032,427,1433,15225,38
2016-01-06,2,14784,498,1232,902,1060,5287,958,64,2946,426,1413,14786,3
2016-01-06,3,14522,495,1199,861,1060,5137,937,61,2922,415,1401,14489,-33
2016-01-06,4,14476,492,1254,864,1066,5083,929,63,2887,432,1390,14459,-16
2016-01-06,5,14586,483,1207,895,1064,5123,941,67,2909,456,1400,14547,-39
2016-01-06,6,15148,439,1203,976,1105,5328,985,75,3035,467,1455,15068,-80
2016-01-06,7,16504,452,1171,1093,1205,5860,1086,78,3282,475,1598,16300,-204
2016-01-06,8,18112,494,1296,1135,1336,6533,1209,78,3577,512,1764,17933,-179
2016-01-06,9,18213,522,1323,1084,1310,6625,1196,82,3573,512,1766,17994,-218
2016-01-06,10,17600,522,1259,1072,1139,6633,1132,78,3493,500,1688,17516,-84
2016-01-06,11,17234,514,1228,1040,987,6629,1075,71,3460,498,1613,17116,-118
2016-01-06,12,16927,511,1239,1035,926,6627,980,72,3438,493,1556,16878,-49
2016-01-06,13,16619,504,1290,1003,877,6584,904,73,3428,499,1515,16677,59
2016-01-06,14,16678,500,1320,964,855,6588,917,69,3413,497,1517,16640,-39
2016-01-06,15,16707,493,1310,970,903,6507,959,71,3410,481,1537,16642,-65
2016-01-06,16,16869,500,1315,991,1087,6585,1001,72,3421,491,1602,17066,197
2016-01-06,17,18146,510,1350,1108,1305,6780,1133,81,3596,522,1724,18109,-37
2016-01-06,18,19353,527,1406,1205,1443,7204,1277,85,3850,571,1850,19418,65
2016-01-06,19,19400,537,1393,1166,1423,7207,1289,80,3821,566,1849,19331,-69
2016-01-06,20,19105,539,1426,1149,1425,7083,1285,80,3735,581,1844,19146,41
2016-01-06,21,18731,535,1435,1121,1403,6878,1261,73,3703,575,1821,18805,75
2016-01-06,22,17971,527,1403,1039,1341,6588,1188,74,3581,563,1756,18062,91
2016-01-06,23,16841,514,1370,928,1241,6160,1089,72,3339,518,1656,16889,48
2016-01-06,24,15669,491,1343,910,1096,5645,988,68,3080,473,1560,15654,-15
2016-01-07,1,14795,465,1290,786,1100,5323,917,68,2923,424,1493,14788,-6
2016-01-07,2,14398,458,1271,774,1080,5105,886,67,2885,414,1465,14405,6
2016-01-07,3,14210,449,1251,732,1076,4997,869,71,2858,421,1458,14181,-28
2016-01-07,4,14198,451,1244,763,1045,4959,862,68,2864,428,1455,14139,-58
2016-01-07,5,14356,445,1234,795,1081,4990,879,71,2901,434,1490,14319,-37
2016-01-07,6,15122,446,1252,854,1145,5221,936,74,3027,453,1550,14958,-164
2016-01-07,7,16439,472,1315,998,1225,5781,1051,77,3258,504,1676,16358,-82
2016-01-07,8,18000,500,1369,1065,1349,6433,1172,87,3568,543,1808,17893,-107
2016-01-07,9,17989,530,1348,1002,1303,6524,1173,84,3558,535,1812,17869,-121
2016-01-07,10,17460,534,1334,981,1109,6552,1107,80,3519,512,1738,17467,8
2016-01-07,11,17154,535,1333,979,998,6603,1042,78,3487,504,1646,17205,50
2016-01-07,12,17075,547,1339,921,1053,6559,959,76,3424,504,1598,16980,-95
2016-01-07,13,16841,552,1316,912,1096,6492,891,75,3366,508,1575,16785,-56
2016-01-07,14,16657,554,1301,919,1056,6483,906,77,3369,502,1531,16700,43
2016-01-07,15,16832,556,1301,948,1124,6522,940,72,3380,496,1528,16866,34
2016-01-07,16,17142,553,1352,960,1201,6560,1007,79,3376,507,1578,17173,31
2016-01-07,17,18087,552,1399,1038,1357,6671,1112,82,3509,535,1703,17959,-129
2016-01-07,18,19131,563,1429,1130,1460,7083,1236,83,3746,582,1842,19155,24
2016-01-07,19,19211,574,1418,1100,1467,7097,1249,83,3791,581,1849,19209,-2
2016-01-07,20,18958,588,1446,1102,1438,6985,1246,81,3752,578,1826,19042,84
2016-01-07,21,18591,581,1437,1090,1410,6811,1227,79,3719,580,1782,18717,126
2016-01-07,22,17832,564,1403,1017,1349,6525,1156,77,3548,559,1706,17904,72
2016-01-07,23,16564,541,1345,905,1261,6096,1061,70,3305,507,1611,16701,137
2016-01-07,24,15403,518,1335,883,1123,5655,962,67,3059,464,1508,15574,171
2016-01-08,1,14684,499,1295,815,1081,5303,897,64,2933,441,1441,14768,83
2016-01-08,2,14114,504,1272,771,1069,5053,861,64,2835,417,1413,14260,146
2016-01-08,3,13994,500,1270,756,1077,4898,838,63,2800,424,1409,14034,40
2016-01-08,4,13986,499,1254,757,1083,4884,832,63,2782,408,1415,13977,-9
2016-01-08,5,14133,497,1281,778,1107,4931,846,62,2779,415,1430,14125,-8
2016-01-08,6,14624,493,1292,877,1125,5118,895,66,2869,429,1471,14634,10
2016-01-08,7,16024,511,1282,1025,1202,5692,1009,71,3131,480,1594,15997,-27
2016-01-08,8,17529,530,1326,1044,1364,6354,1123,71,3437,550,1746,17545,16
2016-01-08,9,17727,547,1325,1006,1320,6488,1131,72,3470,541,1778,17678,-49
2016-01-08,10,17550,542,1319,946,1247,6573,1096,58,3493,534,1750,17557,8
2016-01-08,11,17523,538,1358,908,1217,6639,1070,76,3449,535,1728,17519,-5
2016-01-08,12,17427,525,1372,894,1228,6633,989,69,3419,479,1701,17308,-119
2016-01-08,13,17308,538,1360,905,1203,6568,974,65,3389,529,1709,17242,-66
2016-01-08,14,17384,540,1368,938,1217,6554,979,65,3399,517,1720,17298,-86
2016-01-08,15,17296,542,1368,943,1217,6530,958,68,3399,480,1707,17211,-85
2016-01-08,16,17413,541,1397,971,1271,6539,1013,73,3376,478,1718,17376,-37
2016-01-08,17,17963,541,1414,1046,1371,6645,1111,75,3459,494,1741,17897,-65
2016-01-08,18,18801,554,1446,1133,1428,6963,1210,75,3631,544,1796,18779,-22
2016-01-08,19,18689,566,1427,1112,1394,6873,1210,72,3646,549,1782,18629,-59
2016-01-08,20,18526,572,1463,1068,1392,6716,1199,73,3626,570,1761,18440,-86
2016-01-08,21,18054,579,1453,1039,1361,6565,1168,76,3555,571,1712,18077,23
2016-01-08,22,17492,579,1446,967,1301,6359,1109,73,3453,543,1635,17465,-27
2016-01-08,23,16343,517,1373,911,1196,5950,1016,74,3262,503,1535,16337,-6
2016-01-08,24,14973,469,1331,903,1037,5484,910,65,3024,450,1378,15051,77
2016-01-09,1,14235,448,1289,839,978,5124,835,64,2811,413,1287,14088,-147
2016-01-09,2,13547,439,1260,784,968,4903,790,60,2704,395,1220,13522,-25
2016-01-09,3,13157,434,1243,769,967,4724,767,61,2603,383,1188,13138,-19
2016-01-09,4,12976,431,1234,760,958,4615,752,63,2535,382,1176,12905,-71
2016-01-09,5,12885,464,1211,751,971,4538,747,60,2520,362,1185,12810,-76
2016-01-09,6,13137,475,1205,768,996,4595,763,65,2605,375,1205,13051,-86
2016-01-09,7,13460,484,1187,831,1019,4788,811,64,2674,388,1268,13514,54
2016-01-09,8,14239,504,1244,866,1097,5059,881,66,2864,417,1339,14336,97
2016-01-09,9,15186,525,1302,904,1158,5330,943,69,3042,423,1413,15109,-77
2016-01-09,10,15772,535,1349,945,1174,5565,989,71,3143,450,1471,15691,-81
2016-01-09,11,16164,543,1362,989,1192,5767,1016,69,3199,474,1512,16124,-41
