"Station Name","ST. CATHARINES / NIAGARA DISTRICT A"
"Province","ONTARIO"
"Current Station Operator","NAV Canada"
"Latitude","43.19"
"Longitude","-79.17"
"Elevation","97.80"
"Climate Identifier","6137286"
"2018-12-02 16:00","2018","12","02","16:00","13.1","","8.9","","76","","18","","21","","24.1","","98.49","","","","","","Mainly Clear"
"2018-12-02 17:00","2018","12","02","17:00","11.2","","8.3","","82","","17","","14","","24.1","","98.46","","","","","","NA"
"2018-12-02 18:00","2018","12","02","18:00","11.8","","8.5","","80","","17","","23","","24.1","","98.39","","","","","","NA"
"2018-12-02 19:00","2018","12","02","19:00","11.2","","8.3","","82","","17","","22","","24.1","","98.39","","","","","","Mainly Clear"
"2018-12-02 20:00","2018","12","02","20:00","11.8","","8.0","","78","","19","","20","","24.1","","98.37","","","","","","NA"
"2018-12-02 21:00","2018","12","02","21:00","9.1","","8.9","","99","","17","","15","","12.9","","98.50","","","","","","Rain"
"2018-12-02 22:00","2018","12","02","22:00"
"2018-12-02 23:00","2018","12","02","23:00"
"2018-12-03 00:00","2018","12","03","00:00"
"2018-12-03 01:00","2018","12","03","01:00"
"2018-12-03 02:00","2018","12","03","02:00"
"2018-12-03 03:00","2018","12","03","03:00"
"2018-12-03 04:00","2018","12","03","04:00"
"2018-12-03 05:00","2018","12","03","05:00"
"2018-12-03 06:00","2018","12","03","06:00"
"2018-12-03 07:00","2018","12","03","07:00","5.3","","1.7","","78","","25","","30","","24.1","","98.99","","","","","","Cloudy"
"2018-12-03 08:00","2018","12","03","08:00","5.2","","1.9","","79","","25","","27","","24.1","","99.09","","","","","","NA"
"2018-12-03 09:00","2018","12","03","09:00","4.8","","1.5","","79","","29","","35","","24.1","","99.20","","","","","","NA"
"2018-12-03 10:00","2018","12","03","10:00","4.1","","0.8","","79","","29","","27","","24.1","","99.33","","","","","","Cloudy"
"2018-12-03 11:00","2018","12","03","11:00","3.6","","-0.8","","73","","31","","22","","24.1","","99.42","","","","","","NA"
"2018-12-03 12:00","2018","12","03","12:00","2.9","","-1.5","","73","","33","","27","","24.1","","99.43","","","","","","NA"
"2018-12-03 13:00","2018","12","03","13:00","2.0","","-1.1","","80","","33","","22","","24.1","","99.50","","","","","","Cloudy"
"2018-12-03 14:00","2018","12","03","14:00","1.6","","-1.3","","81","","33","","22","","19.3","","99.58","","","","","","NA"
"2018-12-03 15:00","2018","12","03","15:00","1.6","","-2.1","","77","","34","","21","","24.1","","99.66","","","","","","NA"
"2018-12-03 16:00","2018","12","03","16:00","1.2","","-1.3","","83","","34","","21","","12.9","","99.78","","","","","","Snow"
"2018-12-03 17:00","2018","12","03","17:00","1.2","","-0.4","","89","","33","","20","","16.1","","99.88","","","","","","Snow"
"2018-12-03 18:00","2018","12","03","18:00","0.6","","0.6","","100","","33","","18","","8.1","","99.99","","","","","","Snow"
"2018-12-03 19:00","2018","12","03","19:00","0.3","","0.2","","100","","33","","21","","6.4","","100.10","","","","","","Snow"
"2018-12-03 20:00","2018","12","03","20:00","0.8","","-0.7","","90","","33","","13","","9.7","","100.14","","","","","","Snow"
"2018-12-03 21:00","2018","12","03","21:00","1.0","","-1.9","","81","","34","","24","","24.1","","100.19","","","","","","Snow"
"2018-12-03 22:00","2018","12","03","22:00"
"2018-12-03 23:00","2018","12","03","23:00"
"2018-12-04 00:00","2018","12","04","00:00"
"2018-12-04 01:00","2018","12","04","01:00"
"2018-12-04 02:00","2018","12","04","02:00"
"2018-12-04 03:00","2018","12","04","03:00"
"2018-12-04 04:00","2018","12","04","04:00"
"2018-12-04 05:00","2018","12","04","05:00"
"2018-12-04 06:00","2018","12","04","06:00"
"2018-12-04 07:00","2018","12","04","07:00","-2.1","","-6.3","","73","","36","","22","","24.1","","100.78","","","","-8","","Cloudy"
"2018-12-04 08:00","2018","12","04","08:00","-2.4","","-6.9","","71","","35","","17","","24.1","","100.85","","","","-8","","NA"
"2018-12-04 09:00","2018","12","04","09:00","-2.3","","-7.0","","70","","36","","16","","24.1","","100.90","","","","-7","","NA"
"2018-12-04 10:00","2018","12","04","10:00","-2.1","","-7.5","","66","","35","","10","","24.1","","100.94","","","","-6","","Mostly Cloudy"
"2018-12-04 11:00","2018","12","04","11:00","-2.2","","-7.4","","68","","35","","15","","24.1","","100.93","","","","-7","","NA"
"2018-12-04 12:00","2018","12","04","12:00","-2.0","","-7.7","","65","","31","","10","","24.1","","100.88","","","","-6","","NA"
"2018-12-04 13:00","2018","12","04","13:00","-1.0","","-6.8","","65","","29","","11","","24.1","","100.83","","","","-5","","Mainly Clear"
"2018-12-04 14:00","2018","12","04","14:00","-0.7","","-7.0","","63","","32","","4","","24.1","","100.79","","","","-2","","NA"
"2018-12-04 15:00","2018","12","04","15:00","-0.9","","-6.4","","66","","35","","9","","24.1","","100.76","","","","-4","","NA"
"2018-12-04 16:00","2018","12","04","16:00","-1.2","","-7.1","","64","","32","","3","","24.1","","100.76","","","","-2","","Mainly Clear"
"2018-12-04 17:00","2018","12","04","17:00","-2.3","","-6.5","","73","","17","","5","","24.1","","100.75","","","","-4","","NA"
"2018-12-04 18:00","2018","12","04","18:00","-2.7","","-6.7","","74","","36","","2","","24.1","","100.75","","","","-3","","NA"
"2018-12-04 19:00","2018","12","04","19:00","-3.8","","-5.9","","85","","16","","6","","24.1","","100.76","","","","-6","","Clear"
"2018-12-04 20:00","2018","12","04","20:00","-4.4","","-7.1","","82","","18","","11","","24.1","","100.77","","","","-9","","NA"
"2018-12-04 21:00","2018","12","04","21:00","-3.9","","-6.2","","84","","21","","7","","24.1","","100.77","","","","-7","","NA"
"2018-12-04 22:00","2018","12","04","22:00"
"2018-12-04 23:00","2018","12","04","23:00"
"2018-12-05 00:00","2018","12","05","00:00"
"2018-12-05 01:00","2018","12","05","01:00"
"2018-12-05 02:00","2018","12","05","02:00"
"2018-12-05 03:00","2018","12","05","03:00"
"2018-12-05 04:00","2018","12","05","04:00"
"2018-12-05 05:00","2018","12","05","05:00"
"2018-12-05 06:00","2018","12","05","06:00"
"2018-12-05 07:00","2018","12","05","07:00","-6.7","","-7.4","","95","","20","","9","","24.1","","100.64","","","","-11","","Mainly Clear"
"2018-12-05 08:00","2018","12","05","08:00","-5.2","","-6.5","","91","","18","","10","","24.1","","100.61","","","","-10","","NA"
"2018-12-05 09:00","2018","12","05","09:00","-3.1","","-4.4","","91","","18","","7","","24.1","","100.59","","","","-6","","NA"
"2018-12-05 10:00","2018","12","05","10:00","-1.4","","-4.8","","78","","16","","5","","24.1","","100.61","","","","-3","","Cloudy"
"2018-12-05 11:00","2018","12","05","11:00","-0.5","","-3.7","","79","","18","","10","","24.1","","100.60","","","","-4","","NA"
"2018-12-05 12:00","2018","12","05","12:00","0.0","","-3.8","","76","","20","","12","","24.1","","100.57","","","","-4","","NA"
"2018-12-05 13:00","2018","12","05","13:00","0.4","","-3.9","","73","","22","","8","","24.1","","100.56","","","","","","Mostly Cloudy"
"2018-12-05 14:00","2018","12","05","14:00","0.8","","-5.5","","63","","24","","13","","24.1","","100.55","","","","","","NA"
"2018-12-05 15:00","2018","12","05","15:00","0.5","","-5.7","","63","","23","","14","","24.1","","100.58","","","","","","NA"
"2018-12-05 16:00","2018","12","05","16:00","0.2","","-6.2","","62","","23","","18","","24.1","","100.60","","","","","","Mostly Cloudy"
"2018-12-05 17:00","2018","12","05","17:00","-0.2","","-5.7","","66","","22","","13","","24.1","","100.61","","","","-4","","NA"
"2018-12-05 18:00","2018","12","05","18:00","-0.1","","-5.8","","66","","23","","15","","24.1","","100.63","","","","-5","","NA"
"2018-12-05 19:00","2018","12","05","19:00","-0.3","","-5.2","","70","","23","","17","","24.1","","100.69","","","","-5","","Cloudy"
"2018-12-05 20:00","2018","12","05","20:00","-0.8","","-6.2","","66","","24","","14","","24.1","","100.69","","","","-5","","NA"
"2018-12-05 21:00","2018","12","05","21:00","-0.8","","-5.6","","70","","23","","17","","24.1","","100.69","","","","-6","","NA"
"2018-12-05 22:00","2018","12","05","22:00"
"2018-12-05 23:00","2018","12","05","23:00"
"2018-12-06 00:00","2018","12","06","00:00"
"2018-12-06 01:00","2018","12","06","01:00"
"2018-12-06 02:00","2018","12","06","02:00"
"2018-12-06 03:00","2018","12","06","03:00"
"2018-12-06 04:00","2018","12","06","04:00"
"2018-12-06 05:00","2018","12","06","05:00"
"2018-12-06 06:00","2018","12","06","06:00"
"2018-12-06 07:00","2018","12","06","07:00","-0.3","","-3.7","","77","","24","","24","","16.1","","100.64","","","","-6","","Cloudy"
"2018-12-06 08:00","2018","12","06","08:00","0.1","","-1.8","","87","","23","","27","","8.1","","100.62","","","","","","Fog"
"2018-12-06 09:00","2018","12","06","09:00","0.8","","-0.3","","92","","23","","25","","4.8","","100.60","","","","","","Snow"
"2018-12-06 10:00","2018","12","06","10:00","1.2","","0.9","","98","","23","","24","","6.4","","100.59","","","","","","Snow"
"2018-12-06 11:00","2018","12","06","11:00","1.9","","0.1","","88","","23","","27","","12.9","","100.50","","","","","","NA"
"2018-12-06 12:00","2018","12","06","12:00","2.8","","0.4","","84","","23","","31","","12.9","","100.46","","","","","","NA"
"2018-12-06 13:00","2018","12","06","13:00","1.9","","-0.5","","84","","23","","32","","9.7","","100.42","","","","","","Fog"
"2018-12-06 14:00","2018","12","06","14:00","1.3","","0.0","","91","","22","","31","","4.8","","100.37","","","","","","Snow"
"2018-12-06 15:00","2018","12","06","15:00","0.6","","0.6","","100","","22","","23","","1.6","","100.35","","","","","","Snow"
"2018-12-06 16:00","2018","12","06","16:00","0.5","","0.0","","97","","26","","20","","1.6","","100.40","","","","","","Snow"
"2018-12-06 17:00","2018","12","06","17:00","0.6","","-0.6","","92","","26","","18","","8.1","","100.45","","","","","","Snow"
"2018-12-06 18:00","2018","12","06","18:00","1.0","","-1.4","","84","","29","","22","","19.3","","100.52","","","","","","NA"
"2018-12-06 19:00","2018","12","06","19:00","0.7","","-3.1","","76","","29","","25","","24.1","","100.62","","","","","","Cloudy"
"2018-12-06 20:00","2018","12","06","20:00","0.3","","-4.2","","72","","30","","26","","24.1","","100.71","","","","","","NA"
"2018-12-06 21:00","2018","12","06","21:00","0.1","","-4.3","","72","","31","","23","","16.1","","100.83","","","","","","Snow"
"2018-12-06 22:00","2018","12","06","22:00"
"2018-12-06 23:00","2018","12","06","23:00"
"2018-12-07 00:00","2018","12","07","00:00"
"2018-12-07 01:00","2018","12","07","01:00"
"2018-12-07 02:00","2018","12","07","02:00"
"2018-12-07 03:00","2018","12","07","03:00"
"2018-12-07 04:00","2018","12","07","04:00"
"2018-12-07 05:00","2018","12","07","05:00"
"2018-12-07 06:00","2018","12","07","06:00"
"2018-12-07 07:00","2018","12","07","07:00","-4.2","","-9.8","","65","","31","","14","","24.1","","101.72","","","","-9","","Mostly Cloudy"
"2018-12-07 08:00","2018","12","07","08:00","-3.9","","-9.7","","64","","29","","15","","24.1","","101.78","","","","-9","","NA"
"2018-12-07 09:00","2018","12","07","09:00","-3.8","","-9.5","","65","","31","","16","","19.3","","101.89","","","","-9","","NA"
"2018-12-07 10:00","2018","12","07","10:00","-4.0","","-9.8","","64","","31","","14","","24.1","","101.96","","","","-9","","Snow"
"2018-12-07 11:00","2018","12","07","11:00","-3.9","","-10.0","","63","","29","","13","","19.3","","102.00","","","","-9","","Snow"
"2018-12-07 12:00","2018","12","07","12:00","-3.4","","-9.2","","64","","32","","9","","24.1","","101.96","","","","-7","","Snow"
"2018-12-07 13:00","2018","12","07","13:00","-3.2","","-9.2","","64","","30","","14","","24.1","","101.90","","","","-8","","Mostly Cloudy"
"2018-12-07 14:00","2018","12","07","14:00","-2.9","","-10.1","","58","","29","","10","","24.1","","101.90","","","","-7","","NA"
"2018-12-07 15:00","2018","12","07","15:00","-3.5","","-10.0","","61","","30","","4","","19.3","","101.90","","","","-5","","Snow"
"2018-12-07 16:00","2018","12","07","16:00","-4.1","","-6.9","","81","","27","","7","","12.9","","101.92","","","","-7","","Snow Showers"
"2018-12-07 17:00","2018","12","07","17:00","-3.9","","-8.2","","72","","17","","7","","19.3","","101.91","","","","-7","","NA"
"2018-12-07 18:00","2018","12","07","18:00","-3.4","","-9.0","","65","","22","","17","","24.1","","101.89","","","","-9","","NA"
"2018-12-07 19:00","2018","12","07","19:00","-3.6","","-8.3","","70","","29","","7","","24.1","","101.87","","","","-7","","Mostly Cloudy"
"2018-12-07 20:00","2018","12","07","20:00","-3.8","","-8.4","","71","","20","","8","","24.1","","101.86","","","","-7","","NA"
"2018-12-07 21:00","2018","12","07","21:00","-4.1","","-7.8","","75","","17","","12","","24.1","","101.82","","","","-9","","NA"
"2018-12-07 22:00","2018","12","07","22:00"
"2018-12-07 23:00","2018","12","07","23:00"
"2018-12-08 00:00","2018","12","08","00:00"
"2018-12-08 01:00","2018","12","08","01:00"
"2018-12-08 02:00","2018","12","08","02:00"
"2018-12-08 03:00","2018","12","08","03:00"
"2018-12-08 04:00","2018","12","08","04:00"
"2018-12-08 05:00","2018","12","08","05:00"
"2018-12-08 06:00","2018","12","08","06:00"
"2018-12-08 07:00","2018","12","08","07:00","-4.2","","-8.6","","72","","25","","18","","24.1","","101.84","","","","-10","","Mostly Cloudy"
"2018-12-08 08:00","2018","12","08","08:00","-5.4","","-9.2","","75","","24","","18","","24.1","","101.89","","","","-12","","NA"
"2018-12-08 09:00","2018","12","08","09:00","-4.7","","-8.7","","74","","24","","19","","24.1","","102.00","","","","-11","","NA"
"2018-12-08 10:00","2018","12","08","10:00","-3.5","","-7.7","","73","","23","","18","","24.1","","102.11","","","","-9","","Mainly Clear"
"2018-12-08 11:00","2018","12","08","11:00","-1.8","","-6.0","","73","","28","","28","","24.1","","102.08","","","","-9","","NA"
"2018-12-08 12:00","2018","12","08","12:00","-1.3","","-7.0","","65","","29","","25","","24.1","","102.05","","","","-8","","NA"
"2018-12-08 13:00","2018","12","08","13:00","0.1","","-7.4","","57","","30","","27","","24.1","","101.99","","","","","","Mainly Clear"
"2018-12-08 14:00","2018","12","08","14:00","-0.2","","-8.1","","55","","28","","23","","24.1","","101.94","","","","-6","","NA"
"2018-12-08 15:00","2018","12","08","15:00","-0.7","","-8.2","","57","","26","","24","","24.1","","101.99","","","","-7","","NA"
"2018-12-08 16:00","2018","12","08","16:00","-1.5","","-6.9","","67","","24","","27","","24.1","","102.07","","","","-8","","Mostly Cloudy"
"2018-12-08 17:00","2018","12","08","17:00","-2.2","","-6.4","","73","","24","","22","","24.1","","102.11","","","","-8","","NA"
"2018-12-08 18:00","2018","12","08","18:00","-2.2","","-6.4","","73","","24","","20","","24.1","","102.18","","","","-8","","NA"
"2018-12-08 19:00","2018","12","08","19:00","-2.3","","-6.7","","72","","24","","23","","24.1","","102.19","","","","-9","","Mostly Cloudy"
"2018-12-08 20:00","2018","12","08","20:00","-2.4","","-6.3","","75","","24","","18","","24.1","","102.21","","","","-8","","NA"
"2018-12-08 21:00","2018","12","08","21:00","-2.4","","-6.3","","75","","23","","15","","24.1","","102.18","","","","-7","","NA"
"2018-12-08 22:00","2018","12","08","22:00"
"2018-12-08 23:00","2018","12","08","23:00"
"2018-12-09 00:00","2018","12","09","00:00"
"2018-12-09 01:00","2018","12","09","01:00"
"2018-12-09 02:00","2018","12","09","02:00"
"2018-12-09 03:00","2018","12","09","03:00"
"2018-12-09 04:00","2018","12","09","04:00"
"2018-12-09 05:00","2018","12","09","05:00"
"2018-12-09 06:00","2018","12","09","06:00"
"2018-12-09 07:00","2018","12","09","07:00","-5.6","","-8.9","","78","","24","","10","","24.1","","101.73","","","","-10","","Mostly Cloudy"
"2018-12-09 08:00","2018","12","09","08:00","-5.5","","-8.9","","78","","25","","10","","24.1","","101.72","","","","-10","","NA"
"2018-12-09 09:00","2018","12","09","09:00","-3.1","","-6.8","","76","","26","","15","","24.1","","101.70","","","","-8","","NA"
"2018-12-09 10:00","2018","12","09","10:00","-1.2","","-6.0","","70","","24","","12","","24.1","","101.65","","","","-5","","Mainly Clear"
"2018-12-09 11:00","2018","12","09","11:00","0.5","","-4.9","","67","","23","","25","","24.1","","101.54","","","","","","NA"
"2018-12-09 12:00","2018","12","09","12:00","0.8","","-4.5","","67","","23","","29","","24.1","","101.41","","","","","","NA"
"2018-12-09 13:00","2018","12","09","13:00","1.2","","-4.6","","65","","25","","27","","24.1","","101.30","","","","","","Mainly Clear"
"2018-12-09 14:00","2018","12","09","14:00","1.1","","-4.5","","66","","22","","26","","24.1","","101.26","","","","","","NA"
"2018-12-09 15:00","2018","12","09","15:00","0.6","","-4.7","","68","","23","","27","","24.1","","101.20","","","","","","NA"
"2018-12-09 16:00","2018","12","09","16:00","0.1","","-5.0","","68","","26","","17","","24.1","","101.23","","","","","","Mainly Clear"
"2018-12-09 17:00","2018","12","09","17:00","-0.9","","-6.4","","67","","26","","20","","24.1","","101.23","","","","-6","","NA"
"2018-12-09 18:00","2018","12","09","18:00","-1.8","","-6.2","","72","","25","","15","","24.1","","101.21","","","","-7","","NA"
"2018-12-09 19:00","2018","12","09","19:00","-1.5","","-5.5","","74","","30","","14","","24.1","","101.25","","","","-6","","Mainly Clear"
"2018-12-09 20:00","2018","12","09","20:00","-1.7","","-5.8","","74","","31","","14","","24.1","","101.22","","","","-6","","NA"
"2018-12-09 21:00","2018","12","09","21:00","-1.1","","-5.4","","73","","32","","12","","24.1","","101.22","","","","-5","","NA"
"2018-12-09 22:00","2018","12","09","22:00"
"2018-12-09 23:00","2018","12","09","23:00"
"2018-12-10 00:00","2018","12","10","00:00"
"2018-12-10 01:00","2018","12","10","01:00"
"2018-12-10 02:00","2018","12","10","02:00"
"2018-12-10 03:00","2018","12","10","03:00"
"2018-12-10 04:00","2018","12","10","04:00"
"2018-12-10 05:00","2018","12","10","05:00"
"2018-12-10 06:00","2018","12","10","06:00"
"2018-12-10 07:00","2018","12","10","07:00","-1.3","","-4.0","","82","","22","","9","","24.1","","101.05","","","","-5","","Cloudy"
"2018-12-10 08:00","2018","12","10","08:00","-1.0","","-3.7","","82","","24","","9","","16.1","","101.07","","","","-4","","NA"
"2018-12-10 09:00","2018","12","10","09:00","-0.4","","-3.3","","81","","23","","5","","16.1","","101.11","","","","-2","","NA"
"2018-12-10 10:00","2018","12","10","10:00","0.2","","-2.7","","81","","26","","7","","16.1","","101.15","","","","","","Cloudy"
"2018-12-10 11:00","2018","12","10","11:00","0.8","","-2.4","","79","","26","","9","","16.1","","101.15","","","","","","NA"
"2018-12-10 12:00","2018","12","10","12:00","1.0","","-2.6","","77","","26","","10","","19.3","","101.10","","","","","","NA"
"2018-12-10 13:00","2018","12","10","13:00","1.4","","-2.2","","77","","27","","13","","16.1","","101.06","","","","","","Cloudy"
"2018-12-10 14:00","2018","12","10","14:00","1.3","","-2.7","","75","","28","","12","","16.1","","101.03","","","","","","NA"
"2018-12-10 15:00","2018","12","10","15:00","1.3","","-3.3","","72","","25","","5","","16.1","","101.01","","","","","","NA"
"2018-12-10 16:00","2018","12","10","16:00","0.8","","-2.7","","78","","23","","7","","16.1","","100.99","","","","","","Cloudy"
"2018-12-10 17:00","2018","12","10","17:00","0.5","","-2.5","","81","","22","","9","","16.1","","100.97","","","","","","NA"
"2018-12-10 18:00","2018","12","10","18:00","0.5","","-2.6","","80","","23","","9","","16.1","","100.98","","","","","","NA"
"2018-12-10 19:00","2018","12","10","19:00","0.4","","-2.6","","80","","23","","10","","16.1","","100.96","","","","","","Cloudy"
"2018-12-10 20:00","2018","12","10","20:00","0.1","","-2.9","","80","","23","","7","","16.1","","100.92","","","","","","NA"
"2018-12-10 21:00","2018","12","10","21:00","0.2","","-3.0","","79","","23","","9","","16.1","","100.90","","","","","","NA"
"2018-12-10 22:00","2018","12","10","22:00"
"2018-12-10 23:00","2018","12","10","23:00"
"2018-12-11 00:00","2018","12","11","00:00"
"2018-12-11 01:00","2018","12","11","01:00"
"2018-12-11 02:00","2018","12","11","02:00"
"2018-12-11 03:00","2018","12","11","03:00"
"2018-12-11 04:00","2018","12","11","04:00"
"2018-12-11 05:00","2018","12","11","05:00"
"2018-12-11 06:00","2018","12","11","06:00"
"2018-12-11 07:00","2018","12","11","07:00","0.0","","-3.8","","76","","24","","20","","24.1","","100.55","","","","-5","","Cloudy"
"2018-12-11 08:00","2018","12","11","08:00","0.2","","-3.5","","76","","23","","19","","12.9","","100.53","","","","","","NA"
"2018-12-11 09:00","2018","12","11","09:00","0.0","","-3.9","","75","","24","","22","","12.9","","100.51","","","","-6","","NA"
"2018-12-11 10:00","2018","12","11","10:00","-1.0","","-3.9","","81","","29","","26","","9.7","","100.51","","","","-7","","Snow"
"2018-12-11 11:00","2018","12","11","11:00","-0.6","","-4.6","","74","","26","","25","","12.9","","100.46","","","","-7","","NA"
"2018-12-11 12:00","2018","12","11","12:00","-0.5","","-4.4","","75","","26","","21","","12.9","","100.38","","","","-6","","NA"
"2018-12-11 13:00","2018","12","11","13:00","-1.2","","-2.5","","91","","24","","11","","3.2","","100.32","","","","-5","","Snow"
"2018-12-11 14:00","2018","12","11","14:00","-0.6","","-3.3","","82","","24","","11","","6.4","","100.25","","","","-4","","Snow"
"2018-12-11 15:00","2018","12","11","15:00","-0.4","","-4.0","","77","","26","","14","","9.7","","100.25","","","","-5","","Snow"
"2018-12-11 16:00","2018","12","11","16:00","-0.3","","-4.0","","76","","26","","10","","12.9","","100.27","","","","-4","","Snow"
"2018-12-11 17:00","2018","12","11","17:00","-0.5","","-3.8","","79","","24","","13","","8.1","","100.30","","","","-5","","Snow"
"2018-12-11 18:00","2018","12","11","18:00","-0.8","","-3.3","","83","","24","","15","","12.9","","100.33","","","","-5","","Snow"
"2018-12-11 19:00","2018","12","11","19:00","-0.9","","-3.1","","85","","25","","18","","12.9","","100.38","","","","-6","","Snow"
"2018-12-11 20:00","2018","12","11","20:00","-0.7","","-2.7","","86","","25","","15","","12.9","","100.42","","","","-5","","Snow"
"2018-12-11 21:00","2018","12","11","21:00","-0.5","","-2.7","","85","","26","","15","","12.9","","100.45","","","","-5","","Snow"
"2018-12-11 22:00","2018","12","11","22:00"
"2018-12-11 23:00","2018","12","11","23:00"
"2018-12-12 00:00","2018","12","12","00:00"
"2018-12-12 01:00","2018","12","12","01:00"
"2018-12-12 02:00","2018","12","12","02:00"
"2018-12-12 03:00","2018","12","12","03:00"
"2018-12-12 04:00","2018","12","12","04:00"
"2018-12-12 05:00","2018","12","12","05:00"
"2018-12-12 06:00","2018","12","12","06:00"
"2018-12-12 07:00","2018","12","12","07:00","-3.2","","-3.4","","98","","20","","11","","16.1","","100.82","","","","-7","","Mostly Cloudy"
"2018-12-12 08:00","2018","12","12","08:00","-4.5","","-4.5","","100","","18","","10","","6.4","","100.79","","","","-9","","Fog"
"2018-12-12 09:00","2018","12","12","09:00","-2.0","","-2.0","","100","","17","","7","","9.7","","100.82","","","","-5","","Fog"
"2018-12-12 10:00","2018","12","12","10:00","0.1","","-1.4","","90","","16","","5","","9.7","","100.84","","","","","","Fog"
"2018-12-12 11:00","2018","12","12","11:00","0.8","","-1.2","","87","","9","","7","","9.7","","100.81","","","","","","Fog"
"2018-12-12 12:00","2018","12","12","12:00","1.4","","-1.0","","84","","10","","14","","9.7","","100.77","","","","","","Fog"
