"Station Name","ST. CATHARINES / NIAGARA DISTRICT A"
"Province","ONTARIO"
"Latitude","43.19"
"Longitude","-79.17"
"Elevation","97.80"
"Climate Identifier","6137286"
"WMO Identifier",""
"TC Identifier","YSN"
"All times are specified in Local Standard Time (LST). Add 1 hour to adjust for Daylight Saving Time where and when it is observed."

"Legend"
"E","Estimated"
"M","Missing"
"NA","Not Available"

"Date/Time","Year","Month","Day","Time","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"2014-04-01 00:00","2014","04","01","00:00"
"2014-04-01 01:00","2014","04","01","01:00"
"2014-04-01 02:00","2014","04","01","02:00"
"2014-04-01 03:00","2014","04","01","03:00"
"2014-04-01 04:00","2014","04","01","04:00"
"2014-04-01 05:00","2014","04","01","05:00"
"2014-04-01 06:00","2014","04","01","06:00","4.5","","-2.4","","61","","12","","15","","24.1","","100.64","","","","","","NA"
"2014-04-01 07:00","2014","04","01","07:00","4.8","","-2.3","","60","","12","","14","","24.1","","100.58","","","","","","Mostly Cloudy"
"2014-04-01 08:00","2014","04","01","08:00","5.7","","-1.7","","59","","13","","13","","24.1","","100.52","","","","","","NA"
"2014-04-01 09:00","2014","04","01","09:00","7.1","","-1.3","","55","","12","","18","","24.1","","100.43","","","","","","NA"
"2014-04-01 10:00","2014","04","01","10:00","9.4","","-1.0","","48","","14","","11","","24.1","","100.37","","","","","","Cloudy"
"2014-04-01 11:00","2014","04","01","11:00","10.4","","-0.1","","48","","11","","11","","24.1","","100.24","","","","","","NA"
"2014-04-01 12:00","2014","04","01","12:00","11.9","","-0.2","","43","","14","","13","","24.1","","100.10","","","","","","NA"
"2014-04-01 13:00","2014","04","01","13:00","12.9","","0.7","","43","","11","","18","","24.1","","99.86","","","","","","Cloudy"
"2014-04-01 14:00","2014","04","01","14:00","13.9","","1.9","","44","","10","","8","","24.1","","99.75","","","","","","NA"
"2014-04-01 15:00","2014","04","01","15:00","17.6","","2.1","","35","","18","","17","","24.1","","99.66","","","","","","NA"
"2014-04-01 16:00","2014","04","01","16:00","18.4","","2.8","","35","","17","","14","","24.1","","99.56","","","","","","Mainly Clear"
"2014-04-01 17:00","2014","04","01","17:00","9.1","","2.2","","62","","28","","17","","24.1","","99.54","","","","","","NA"
"2014-04-01 18:00","2014","04","01","18:00","6.9","","2.2","","72","","26","","7","","24.1","","99.62","","","","","","NA"
"2014-04-01 19:00","2014","04","01","19:00","4.2","","1.6","","83","","18","","7","","24.1","","99.71","","","","","","Mainly Clear"
"2014-04-01 20:00","2014","04","01","20:00","2.9","","0.8","","86","","29","","22","","24.1","","99.94","","","","","","NA"
"2014-04-01 21:00","2014","04","01","21:00"
"2014-04-01 22:00","2014","04","01","22:00"
"2014-04-01 23:00","2014","04","01","23:00"
"2014-04-02 00:00","2014","04","02","00:00"
"2014-04-02 01:00","2014","04","02","01:00"
"2014-04-02 02:00","2014","04","02","02:00"
"2014-04-02 03:00","2014","04","02","03:00"
"2014-04-02 04:00","2014","04","02","04:00"
"2014-04-02 05:00","2014","04","02","05:00"
"2014-04-02 06:00","2014","04","02","06:00","-0.5","","-3.4","","81","","23","","13","","24.1","","100.67","","","","-5","","NA"
"2014-04-02 07:00","2014","04","02","07:00","1.4","","-2.7","","74","","24","","17","","24.1","","100.72","","","","","","Mostly Cloudy"
"2014-04-02 08:00","2014","04","02","08:00","3.0","","-2.3","","68","","25","","19","","24.1","","100.81","","","","","","NA"
"2014-04-02 09:00","2014","04","02","09:00","4.0","","-2.2","","64","","26","","26","","24.1","","100.85","","","","","","NA"
"2014-04-02 10:00","2014","04","02","10:00","5.4","","-1.7","","60","","25","","22","","24.1","","100.85","","","","","","Mainly Clear"
"2014-04-02 11:00","2014","04","02","11:00","6.7","","-1.0","","58","","24","","19","","24.1","","100.85","","","","","","NA"
"2014-04-02 12:00","2014","04","02","12:00","6.0","","-0.3","","64","","31","","21","","24.1","","100.84","","","","","","NA"
"2014-04-02 13:00","2014","04","02","13:00","6.8","","0.0","","62","","31","","19","","24.1","","100.84","","","","","","Mainly Clear"
"2014-04-02 14:00","2014","04","02","14:00","7.4","","-0.3","","58","","30","","21","","24.1","","100.87","","","","","","NA"
