"Station Name","ST. CATHARINES / NIAGARA DISTRICT A"
"Province","ONTARIO"
"Latitude","43.19"
"Longitude","-79.17"
"Elevation","97.80"
"Climate Identifier","6137286"
"WMO Identifier",""
"TC Identifier","YSN"
"All times are specified in Local Standard Time (LST). Add 1 hour to adjust for Daylight Saving Time where and when it is observed."

"Legend"
"E","Estimated"
"M","Missing"
"NA","Not Available"

"Date/Time","Year","Month","Day","Time","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"2017-01-01 00:00","2017","01","01","00:00"
"2017-01-01 01:00","2017","01","01","01:00"
"2017-01-01 02:00","2017","01","01","02:00"
"2017-01-01 03:00","2017","01","01","03:00"
"2017-01-01 04:00","2017","01","01","04:00"
"2017-01-01 05:00","2017","01","01","05:00"
"2017-01-01 06:00","2017","01","01","06:00"
"2017-01-01 07:00","2017","01","01","07:00","-0.9","","-6.1","","68","","23","","20","","24.1","","100.63","","","","-6","","Mainly Clear"
"2017-01-01 08:00","2017","01","01","08:00","-1.3","","-6.1","","70","","24","","17","","24.1","","100.75","","","","-6","","NA"
"2017-01-01 09:00","2017","01","01","09:00","-0.3","","-6.1","","65","","23","","19","","24.1","","100.86","","","","-5","","NA"
"2017-01-01 10:00","2017","01","01","10:00","1.7","","-5.7","","58","","24","","16","","24.1","","100.98","","","","","","Clear"
"2017-01-01 11:00","2017","01","01","11:00","2.4","","-5.7","","55","","23","","18","","24.1","","101.05","","","","","","NA"
"2017-01-01 12:00","2017","01","01","12:00","2.9","","-5.3","","55","","23","","22","","24.1","","101.01","","","","","","NA"
"2017-01-01 13:00","2017","01","01","13:00","3.5","","-5.0","","54","","24","","18","","24.1","","100.98","","","","","","Clear"
"2017-01-01 14:00","2017","01","01","14:00","4.2","","-4.3","","54","","25","","18","","24.1","","100.97","","","","","","NA"
"2017-01-01 15:00","2017","01","01","15:00","4.0","","-5.0","","52","","23","","20","","24.1","","101.04","","","","","","NA"
"2017-01-01 16:00","2017","01","01","16:00","3.2","","-3.6","","61","","22","","14","","24.1","","101.15","","","","","","Clear"
"2017-01-01 17:00","2017","01","01","17:00","1.0","","-3.3","","73","","21","","19","","24.1","","101.24","","","","","","NA"
"2017-01-01 18:00","2017","01","01","18:00","0.1","","-3.3","","78","","22","","13","","24.1","","101.34","","","","","","NA"
"2017-01-01 19:00","2017","01","01","19:00","0.1","","-2.8","","81","","19","","4","","24.1","","101.36","","","","","","Clear"
"2017-01-01 20:00","2017","01","01","20:00","-1.8","","-3.5","","88","","17","","9","","24.1","","101.43","","","","-5","","NA"
"2017-01-01 21:00","2017","01","01","21:00","-2.0","","-3.4","","90","","21","","6","","24.1","","101.48","","","","-4","","NA"
"2017-01-01 22:00","2017","01","01","22:00"
"2017-01-01 23:00","2017","01","01","23:00"
"2017-01-02 00:00","2017","01","02","00:00"
"2017-01-02 01:00","2017","01","02","01:00"
"2017-01-02 02:00","2017","01","02","02:00"
"2017-01-02 03:00","2017","01","02","03:00"
"2017-01-02 04:00","2017","01","02","04:00"
"2017-01-02 05:00","2017","01","02","05:00"
"2017-01-02 06:00","2017","01","02","06:00"
"2017-01-02 07:00","2017","01","02","07:00","-2.6","","-5.4","","81","","9","","10","","24.1","","101.40","","","","-6","","Mainly Clear"
"2017-01-02 08:00","2017","01","02","08:00","-2.6","","-6.1","","77","","10","","12","","24.1","","101.43","","","","-7","","NA"
"2017-01-02 09:00","2017","01","02","09:00","-1.1","","-4.3","","79","","11","","13","","24.1","","101.41","","","","-5","","NA"
"2017-01-02 10:00","2017","01","02","10:00","2.7","","-2.0","","71","","12","","13","","24.1","","101.40","","","","","","Mostly Cloudy"
"2017-01-02 11:00","2017","01","02","11:00","3.7","","-2.5","","64","","11","","10","","24.1","","101.36","","","","","","NA"
"2017-01-02 12:00","2017","01","02","12:00","4.0","","-2.6","","62","","11","","16","","24.1","","101.28","","","","","","NA"
"2017-01-02 13:00","2017","01","02","13:00","4.8","","-1.9","","62","","11","","10","","24.1","","101.19","","","","","","Cloudy"
"2017-01-02 14:00","2017","01","02","14:00","4.6","","-1.6","","64","","6","","7","","24.1","","101.22","","","","","","NA"
"2017-01-02 15:00","2017","01","02","15:00","3.9","","-0.9","","71","","3","","8","","19.3","","101.21","","","","","","NA"
