"Station Name","ST. CATHARINES / NIAGARA DISTRICT A"
"Province","ONTARIO"
"Current Station Operator","NAV Canada"
"Latitude","43.19"
"Longitude","-79.17"
"Elevation","97.80"
"Climate Identifier","6137286"
"WMO Identifier",""
"TC Identifier","YSN"
"All times are specified in Local Standard Time (LST). Add 1 hour to adjust for Daylight Saving Time where and when it is observed."

"Legend"
"E","Estimated"
"M","Missing"
"NA","Not Available"

"Date/Time","Year","Month","Day","Time","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"2019-05-01 00:00","2019","05","01","00:00"
"2019-05-01 01:00","2019","05","01","01:00"
"2019-05-01 02:00","2019","05","01","02:00"
"2019-05-01 03:00","2019","05","01","03:00"
"2019-05-01 04:00","2019","05","01","04:00"
"2019-05-01 05:00","2019","05","01","05:00"
"2019-05-01 06:00","2019","05","01","06:00","6.7","","6.2","","97","","9","","21","","24.1","","101.19","","","","","","NA"
"2019-05-01 07:00","2019","05","01","07:00","9.1","","5.7","","80","","12","","35","","24.1","","101.12","","","","","","Cloudy"
"2019-05-01 08:00","2019","05","01","08:00","9.5","","6.3","","80","","11","","36","","24.1","","101.01","","","","","","NA"
"2019-05-01 09:00","2019","05","01","09:00","10.2","","8.2","","87","","10","","29","","24.1","","100.95","","","","","","NA"
"2019-05-01 10:00","2019","05","01","10:00","11.1","","9.1","","87","","9","","26","","24.1","","100.84","","","","","","Mostly Cloudy"
"2019-05-01 11:00","2019","05","01","11:00","12.2","","9.0","","81","","8","","24","","24.1","","100.68","","","","","","NA"
"2019-05-01 12:00","2019","05","01","12:00","14.0","","10.3","","78","","6","","18","","24.1","","100.52","","","","","","NA"
"2019-05-01 13:00","2019","05","01","13:00","13.2","","10.2","","82","","2","","17","","24.1","","100.45","","","","","","Cloudy"
"2019-05-01 14:00","2019","05","01","14:00","11.8","","9.5","","86","","36","","17","","24.1","","100.35","","","","","","NA"
"2019-05-01 15:00","2019","05","01","15:00","8.9","","7.5","","91","","2","","14","","24.1","","100.35","","","","","","NA"
"2019-05-01 16:00","2019","05","01","16:00","8.4","","7.8","","96","","34","","10","","24.1","","100.31","","","","","","Cloudy"
"2019-05-01 17:00","2019","05","01","17:00","6.7","","6.7","","100","","33","","11","","9.7","","100.40","","","","","","Rain Showers,Fog"
"2019-05-01 18:00","2019","05","01","18:00","6.3","","6.3","","100","","34","","5","","6.4","","100.43","","","","","","Rain Showers,Fog"
"2019-05-01 19:00","2019","05","01","19:00","7.3","","7.3","","100","","20","","6","","6.4","","100.43","","","","","","Rain Showers,Fog"
"2019-05-01 20:00","2019","05","01","20:00","9.4","","9.4","","100","","32","","5","","8.1","","100.46","","","","","","Fog"
"2019-05-01 21:00","2019","05","01","21:00"
"2019-05-01 22:00","2019","05","01","22:00"
"2019-05-01 23:00","2019","05","01","23:00"
"2019-05-02 00:00","2019","05","02","00:00"
"2019-05-02 01:00","2019","05","02","01:00"
"2019-05-02 02:00","2019","05","02","02:00"
"2019-05-02 03:00","2019","05","02","03:00"
"2019-05-02 04:00","2019","05","02","04:00"
"2019-05-02 05:00","2019","05","02","05:00"
"2019-05-02 06:00","2019","05","02","06:00","6.4","","6.4","","100","","30","","7","","3.2","","100.84","","","","","","Fog"
"2019-05-02 07:00","2019","05","02","07:00","5.6","","5.6","","100","","34","","6","","3.2","","100.86","","","","","","Fog"
"2019-05-02 08:00","2019","05","02","08:00","5.4","","5.4","","100","","3","","11","","3.2","","100.95","","","","","","Fog"
"2019-05-02 09:00","2019","05","02","09:00","5.9","","5.9","","100","","2","","13","","3.2","","100.97","","","","","","Fog"
"2019-05-02 10:00","2019","05","02","10:00","7.7","","7.5","","99","","6","","7","","6.4","","100.99","","","","","","Fog"
"2019-05-02 11:00","2019","05","02","11:00","8.8","","7.1","","89","","2","","10","","9.7","","100.99","","","","","","Fog"
"2019-05-02 12:00","2019","05","02","12:00","9.0","","7.5","","90","","36","","10","","12.9","","101.04","","","","","","NA"
"2019-05-02 13:00","2019","05","02","13:00","9.5","","7.7","","89","","36","","8","","16.1","","101.03","","","","","","Cloudy"
"2019-05-02 14:00","2019","05","02","14:00","9.5","","7.3","","86","","2","","13","","19.3","","101.02","","","","","","NA"
