"Station Name","ST. CATHARINES / NIAGARA DISTRICT A"
"Province","ONTARIO"
"Latitude","43.19"
"Longitude","-79.17"
"Elevation","97.80"
"Climate Identifier","6137286"
"WMO Identifier",""
"TC Identifier","YSN"
"All times are specified in Local Standard Time (LST). Add 1 hour to adjust for Daylight Saving Time where and when it is observed."

"Legend"
"E","Estimated"
"M","Missing"
"NA","Not Available"

"Date/Time","Year","Month","Day","Time","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"2015-10-01 00:00","2015","10","01","00:00"
"2015-10-01 01:00","2015","10","01","01:00"
"2015-10-01 02:00","2015","10","01","02:00"
"2015-10-01 03:00","2015","10","01","03:00"
"2015-10-01 04:00","2015","10","01","04:00"
"2015-10-01 05:00","2015","10","01","05:00"
"2015-10-01 06:00","2015","10","01","06:00","9.4","","5.2","","75","","8","","16","","24.1","","101.32","","","","","","NA"
"2015-10-01 07:00","2015","10","01","07:00","9.7","","5.7","","76","","8","","17","","24.1","","101.38","","","","","","Mostly Cloudy"
"2015-10-01 08:00","2015","10","01","08:00","9.9","","5.1","","72","","7","","22","","24.1","","101.43","","","","","","NA"
"2015-10-01 09:00","2015","10","01","09:00","10.0","","4.8","","70","","5","","30","","24.1","","101.45","","","","","","NA"
"2015-10-01 10:00","2015","10","01","10:00","10.4","","5.6","","72","","5","","23","","24.1","","101.46","","","","","","Mostly Cloudy"
"2015-10-01 11:00","2015","10","01","11:00","11.9","","5.6","","65","","4","","34","","24.1","","101.48","","","","","","NA"
"2015-10-01 12:00","2015","10","01","12:00","11.8","","5.0","","63","","6","","36","","24.1","","101.48","","","","","","NA"
"2015-10-01 13:00","2015","10","01","13:00","12.3","","4.6","","59","","6","","37","","24.1","","101.48","","","","","","Mainly Clear"
"2015-10-01 14:00","2015","10","01","14:00","13.0","","4.7","","57","","6","","28","","24.1","","101.46","","","","","","NA"
"2015-10-01 15:00","2015","10","01","15:00","13.0","","3.4","","52","","6","","30","","24.1","","101.47","","","","","","NA"
"2015-10-01 16:00","2015","10","01","16:00","13.1","","3.3","","51","","7","","27","","24.1","","101.44","","","","","","Mainly Clear"
"2015-10-01 17:00","2015","10","01","17:00","12.8","","3.0","","51","","6","","23","","24.1","","101.48","","","","","","NA"
"2015-10-01 18:00","2015","10","01","18:00","10.4","","3.5","","62","","7","","14","","24.1","","101.54","","","","","","NA"
"2015-10-01 19:00","2015","10","01","19:00","8.4","","3.7","","72","","7","","10","","24.1","","101.58","","","","","","Mainly Clear"
"2015-10-01 20:00","2015","10","01","20:00","8.2","","3.9","","74","","7","","12","","24.1","","101.61","","","","","","NA"
"2015-10-01 21:00","2015","10","01","21:00"
"2015-10-01 22:00","2015","10","01","22:00"
"2015-10-01 23:00","2015","10","01","23:00"
"2015-10-02 00:00","2015","10","02","00:00"
"2015-10-02 01:00","2015","10","02","01:00"
"2015-10-02 02:00","2015","10","02","02:00"
"2015-10-02 03:00","2015","10","02","03:00"
"2015-10-02 04:00","2015","10","02","04:00"
"2015-10-02 05:00","2015","10","02","05:00"
"2015-10-02 06:00","2015","10","02","06:00","8.7","","4.4","","74","","6","","23","","24.1","","101.69","","","","","","NA"
"2015-10-02 07:00","2015","10","02","07:00","8.8","","4.8","","76","","6","","25","","24.1","","101.76","","","","","","Cloudy"
"2015-10-02 08:00","2015","10","02","08:00","9.6","","4.6","","71","","6","","31","","24.1","","101.75","","","","","","NA"
"2015-10-02 09:00","2015","10","02","09:00","9.7","","4.5","","70","","5","","30","","24.1","","101.80","","","","","","NA"
"2015-10-02 10:00","2015","10","02","10:00","10.2","","5.2","","71","","6","","26","","24.1","","101.80","","","","","","Cloudy"
"2015-10-02 11:00","2015","10","02","11:00","10.1","","4.5","","68","","5","","40","","24.1","","101.81","","","","","","NA"
"2015-10-02 12:00","2015","10","02","12:00","10.4","","4.1","","65","","5","","38","","24.1","","101.79","","","","","","NA"
"2015-10-02 13:00","2015","10","02","13:00","10.7","","3.3","","60","","7","","35","","24.1","","101.75","","","","","","Mostly Cloudy"
"2015-10-02 14:00","2015","10","02","14:00","11.0","","2.6","","56","","7","","26","","24.1","","101.73","","","","","","NA"
