"Station Name","ST. CATHARINES / NIAGARA DISTRICT A"
"Province","ONTARIO"
"Latitude","43.19"
"Longitude","-79.17"
"Elevation","97.80"
"Climate Identifier","6137286"
"WMO Identifier",""
"TC Identifier","YSN"
"All times are specified in Local Standard Time (LST). Add 1 hour to adjust for Daylight Saving Time where and when it is observed."

"Legend"
"E","Estimated"
"M","Missing"
"NA","Not Available"

"Date/Time","Year","Month","Day","Time","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"2017-11-01 00:00","2017","11","01","00:00"
"2017-11-01 01:00","2017","11","01","01:00"
"2017-11-01 02:00","2017","11","01","02:00"
"2017-11-01 03:00","2017","11","01","03:00"
"2017-11-01 04:00","2017","11","01","04:00"
"2017-11-01 05:00","2017","11","01","05:00"
"2017-11-01 06:00","2017","11","01","06:00","4.0","","0.7","","79","","18","","7","","24.1","","101.01","","","","","","NA"
"2017-11-01 07:00","2017","11","01","07:00","3.8","","0.9","","81","","36","","1","","24.1","","101.04","","","","","","Cloudy"
"2017-11-01 08:00","2017","11","01","08:00","4.3","","1.5","","82","","15","","8","","24.1","","101.12","","","","","","NA"
"2017-11-01 09:00","2017","11","01","09:00","6.2","","1.5","","72","","12","","5","","24.1","","101.11","","","","","","NA"
"2017-11-01 10:00","2017","11","01","10:00","6.6","","0.5","","65","","16","","16","","24.1","","101.08","","","","","","Cloudy"
"2017-11-01 11:00","2017","11","01","11:00","8.0","","2.0","","66","","16","","11","","24.1","","101.04","","","","","","NA"
"2017-11-01 12:00","2017","11","01","12:00","8.2","","3.1","","70","","17","","14","","24.1","","100.92","","","","","","NA"
"2017-11-01 13:00","2017","11","01","13:00","8.8","","4.0","","72","","17","","16","","24.1","","100.86","","","","","","Cloudy"
"2017-11-01 14:00","2017","11","01","14:00","7.7","","3.7","","76","","17","","18","","24.1","","100.85","","","","","","NA"
"2017-11-01 15:00","2017","11","01","15:00","7.2","","3.7","","78","","17","","13","","24.1","","100.84","","","","","","NA"
"2017-11-01 16:00","2017","11","01","16:00","7.3","","3.9","","79","","17","","9","","24.1","","100.84","","","","","","Cloudy"
"2017-11-01 17:00","2017","11","01","17:00","7.2","","4.0","","80","","15","","11","","24.1","","100.82","","","","","","NA"
"2017-11-01 18:00","2017","11","01","18:00","7.0","","3.9","","81","","11","","8","","24.1","","100.79","","","","","","NA"
"2017-11-01 19:00","2017","11","01","19:00","6.8","","3.6","","80","","13","","8","","24.1","","100.77","","","","","","Cloudy"
"2017-11-01 20:00","2017","11","01","20:00","6.2","","3.4","","83","","14","","6","","24.1","","100.81","","","","","","NA"
"2017-11-01 21:00","2017","11","01","21:00"
"2017-11-01 22:00","2017","11","01","22:00"
"2017-11-01 23:00","2017","11","01","23:00"
"2017-11-02 00:00","2017","11","02","00:00"
"2017-11-02 01:00","2017","11","02","01:00"
"2017-11-02 02:00","2017","11","02","02:00"
"2017-11-02 03:00","2017","11","02","03:00"
"2017-11-02 04:00","2017","11","02","04:00"
"2017-11-02 05:00","2017","11","02","05:00"
"2017-11-02 06:00","2017","11","02","06:00","13.7","","12.6","","93","","21","","28","","24.1","","100.26","","","","","","Rain"
"2017-11-02 07:00","2017","11","02","07:00","14.0","","12.7","","91","","21","","27","","24.1","","100.30","","","","","","Rain"
"2017-11-02 08:00","2017","11","02","08:00","14.2","","13.0","","92","","21","","27","","19.3","","100.35","","","","","","Rain"
"2017-11-02 09:00","2017","11","02","09:00","14.6","","12.9","","90","","21","","23","","19.3","","100.38","","","","","","Rain"
"2017-11-02 10:00","2017","11","02","10:00","15.7","","12.7","","82","","21","","28","","24.1","","100.40","","","","","","Cloudy"
"2017-11-02 11:00","2017","11","02","11:00","16.0","","12.4","","79","","21","","30","","24.1","","100.43","","","","","","NA"
"2017-11-02 12:00","2017","11","02","12:00","16.3","","12.6","","78","","21","","25","","24.1","","100.36","","","","","","NA"
"2017-11-02 13:00","2017","11","02","13:00","16.7","","12.5","","76","","21","","24","","24.1","","100.35","","","","","","Cloudy"
"2017-11-02 14:00","2017","11","02","14:00","16.7","","12.5","","76","","22","","26","","24.1","","100.37","","","","","","NA"
"2017-11-02 15:00","2017","11","02","15:00","16.9","","13.0","","77","","20","","24","","24.1","","100.32","","","","","","NA"
