"Station Name","ST. CATHARINES / NIAGARA DISTRICT A"
"Province","ONTARIO"
"Current Station Operator","NAV Canada"
"Latitude","43.19"
"Longitude","-79.17"
"Elevation","97.80"
"Climate Identifier","6137286"
"WMO Identifier",""
"TC Identifier","YSN"
"All times are specified in Local Standard Time (LST). Add 1 hour to adjust for Daylight Saving Time where and when it is observed."

"Legend"
"E","Estimated"
"M","Missing"
"NA","Not Available"

"Date/Time","Year","Month","Day","Time","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"2019-04-01 00:00","2019","04","01","00:00"
"2019-04-01 01:00","2019","04","01","01:00"
"2019-04-01 02:00","2019","04","01","02:00"
"2019-04-01 03:00","2019","04","01","03:00"
"2019-04-01 04:00","2019","04","01","04:00"
"2019-04-01 05:00","2019","04","01","05:00"
"2019-04-01 06:00","2019","04","01","06:00","-2.5","","-7.8","","67","","29","","25","","24.1","","101.29","","","","-9","","NA"
"2019-04-01 07:00","2019","04","01","07:00","-2.9","","-7.3","","72","","27","","16","","24.1","","101.39","","","","-8","","Mainly Clear"
"2019-04-01 08:00","2019","04","01","08:00","-1.5","","-7.9","","62","","30","","20","","24.1","","101.43","","","","-7","","NA"
"2019-04-01 09:00","2019","04","01","09:00","-1.3","","-6.2","","69","","28","","23","","24.1","","101.52","","","","-7","","NA"
"2019-04-01 10:00","2019","04","01","10:00","-0.6","","-6.2","","66","","31","","19","","24.1","","101.54","","","","-6","","Mainly Clear"
"2019-04-01 11:00","2019","04","01","11:00","0.5","","-7.0","","57","","29","","15","","24.1","","101.55","","","","","","NA"
"2019-04-01 12:00","2019","04","01","12:00","0.8","","-10.8","","42","","31","","15","","24.1","","101.54","","","","","","NA"
"2019-04-01 13:00","2019","04","01","13:00","1.4","","-9.4","","45","","25","","22","","24.1","","101.52","","","","","","Mainly Clear"
"2019-04-01 14:00","2019","04","01","14:00","1.6","","-7.9","","50","","23","","17","","24.1","","101.46","","","","","","NA"
"2019-04-01 15:00","2019","04","01","15:00","2.2","","-6.5","","53","","23","","24","","24.1","","101.43","","","","","","NA"
"2019-04-01 16:00","2019","04","01","16:00","1.9","","-6.0","","56","","23","","25","","24.1","","101.39","","","","","","Mainly Clear"
"2019-04-01 17:00","2019","04","01","17:00","1.4","","-5.3","","61","","23","","27","","24.1","","101.40","","","","","","NA"
"2019-04-01 18:00","2019","04","01","18:00","0.8","","-5.0","","65","","22","","25","","24.1","","101.39","","","","","","NA"
"2019-04-01 19:00","2019","04","01","19:00","-0.1","","-5.4","","68","","22","","21","","24.1","","101.41","","","","-6","","Mainly Clear"
"2019-04-01 20:00","2019","04","01","20:00","-0.8","","-5.1","","72","","22","","14","","24.1","","101.43","","","","-5","","NA"
"2019-04-01 21:00","2019","04","01","21:00"
"2019-04-01 22:00","2019","04","01","22:00"
"2019-04-01 23:00","2019","04","01","23:00"
"2019-04-02 00:00","2019","04","02","00:00"
"2019-04-02 01:00","2019","04","02","01:00"
"2019-04-02 02:00","2019","04","02","02:00"
"2019-04-02 03:00","2019","04","02","03:00"
"2019-04-02 04:00","2019","04","02","04:00"
"2019-04-02 05:00","2019","04","02","05:00"
"2019-04-02 06:00","2019","04","02","06:00","0.7","","-5.1","","65","","18","","18","","24.1","","101.06","","","","","","NA"
"2019-04-02 07:00","2019","04","02","07:00","1.1","","-4.5","","66","","18","","10","","24.1","","101.06","","","","","","Mostly Cloudy"
"2019-04-02 08:00","2019","04","02","08:00","2.5","","-4.9","","58","","18","","17","","24.1","","101.02","","","","","","NA"
"2019-04-02 09:00","2019","04","02","09:00","4.6","","-4.7","","51","","19","","26","","24.1","","100.93","","","","","","NA"
"2019-04-02 10:00","2019","04","02","10:00","6.5","","-5.1","","43","","20","","33","","24.1","","100.86","","","","","","Cloudy"
"2019-04-02 11:00","2019","04","02","11:00","8.1","","-3.9","","42","","20","","30","","24.1","","100.80","","","","","","NA"
"2019-04-02 12:00","2019","04","02","12:00","8.3","","-5.8","","36","","23","","28","","24.1","","100.73","","","","","","NA"
"2019-04-02 13:00","2019","04","02","13:00","8.8","","-5.2","","37","","20","","28","","24.1","","100.69","","","","","","Mostly Cloudy"
