"Station Name","ST CATHARINES A"
"Province","ONTARIO"
"Latitude","43.20"
"Longitude","-79.17"
"Elevation","97.80"
"Climate Identifier","6137287"
"WMO Identifier",""
"TC Identifier","YSN"
"All times are specified in Local Standard Time (LST). Add 1 hour to adjust for Daylight Saving Time where and when it is observed."

"Legend"
"E","Estimated"
"M","Missing"
"NA","Not Available"

"Date/Time","Year","Month","Day","Time","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"2011-06-01 00:00","2011","06","01","00:00"
"2011-06-01 01:00","2011","06","01","01:00"
"2011-06-01 02:00","2011","06","01","02:00"
"2011-06-01 03:00","2011","06","01","03:00"
"2011-06-01 04:00","2011","06","01","04:00"
"2011-06-01 05:00","2011","06","01","05:00"
"2011-06-01 06:00","2011","06","01","06:00","23.2","","18.3","","74","","23","","19","","19.3","","100.41","","29","","","","Clear"
"2011-06-01 07:00","2011","06","01","07:00","24.7","","17.2","","63","","24","","19","","24.1","","100.39","","30","","","","Clear"
"2011-06-01 08:00","2011","06","01","08:00","25.8","","15.6","","53","","23","","19","","24.1","","100.36","","30","","","","Clear"
"2011-06-01 09:00","2011","06","01","09:00","26.1","","16.4","","55","","23","","22","","24.1","","100.30","","31","","","","Clear"
"2011-06-01 10:00","2011","06","01","10:00","27.2","","11.9","","39","","24","","26","","24.1","","100.25","","29","","","","Clear"
"2011-06-01 11:00","2011","06","01","11:00","27.2","","15.4","","48","","24","","19","","24.1","","100.21","","31","","","","Clear"
"2011-06-01 12:00","2011","06","01","12:00","27.7","","10.2","","33","","25","","26","","24.1","","100.19","","29","","","","Clear"
"2011-06-01 13:00","2011","06","01","13:00","28.0","","13.5","","41","","24","","28","","24.1","","100.15","","31","","","","Clear"
"2011-06-01 14:00","2011","06","01","14:00","27.2","","12.7","","41","","23","","33","","24.1","","100.12","","30","","","","Clear"
"2011-06-01 15:00","2011","06","01","15:00","26.3","","10.9","","38","","23","","26","","24.1","","100.10","","28","","","","Clear"
"2011-06-01 16:00","2011","06","01","16:00","25.7","","10.9","","39","","23","","28","","24.1","","100.08","","27","","","","Clear"
"2011-06-01 17:00","2011","06","01","17:00","25.3","","11.0","","41","","23","","22","","24.1","","100.06","","27","","","","Clear"
"2011-06-01 18:00","2011","06","01","18:00","25.1","","12.0","","44","","25","","19","","24.1","","100.08","","27","","","","Clear"
"2011-06-01 19:00","2011","06","01","19:00","22.2","","6.0","","35","","28","","28","","24.1","","100.12","","","","","","Clear"
"2011-06-01 20:00","2011","06","01","20:00","20.9","","6.0","","38","","29","","22","","24.1","","100.18","","","","","","Clear"
"2011-06-01 21:00","2011","06","01","21:00"
"2011-06-01 22:00","2011","06","01","22:00"
"2011-06-01 23:00","2011","06","01","23:00"
"2011-06-02 00:00","2011","06","02","00:00"
"2011-06-02 01:00","2011","06","02","01:00"
"2011-06-02 02:00","2011","06","02","02:00"
"2011-06-02 03:00","2011","06","02","03:00"
"2011-06-02 04:00","2011","06","02","04:00"
"2011-06-02 05:00","2011","06","02","05:00"
"2011-06-02 06:00","2011","06","02","06:00","11.8","","3.5","","57","","26","","19","","24.1","","100.70","","","","","","Clear"
"2011-06-02 07:00","2011","06","02","07:00","11.9","","3.8","","58","","29","","19","","24.1","","100.77","","","","","","Clear"
"2011-06-02 08:00","2011","06","02","08:00","12.4","","4.2","","57","","28","","19","","24.1","","100.91","","","","","","Clear"
"2011-06-02 09:00","2011","06","02","09:00","13.0","","4.2","","55","","29","","19","","24.1","","100.96","","","","","","Clear"
"2011-06-02 10:00","2011","06","02","10:00","13.9","","4.4","","53","","28","","19","","24.1","","100.96","","","","","","Clear"
"2011-06-02 11:00","2011","06","02","11:00","14.2","","4.4","","52","","29","","20","","24.1","","101.00","","","","","","Mainly Clear"
"2011-06-02 12:00","2011","06","02","12:00","16.0","","4.8","","47","","28","","22","","24.1","","100.98","","","","","","Clear"
"2011-06-02 13:00","2011","06","02","13:00","17.0","","4.2","","43","","27","","19","","24.1","","100.93","","","","","","Clear"
"2011-06-02 14:00","2011","06","02","14:00","18.9","","4.7","","39","","29","","19","","24.1","","100.89","","","","","","Clear"
"2011-06-02 15:00","2011","06","02","15:00","19.8","","4.4","","36","","29","","19","","24.1","","100.87","","","","","","Clear"
"2011-06-02 16:00","2011","06","02","16:00","20.0","","4.2","","35","","29","","19","","24.1","","100.82","","","","","","Clear"
"2011-06-02 17:00","2011","06","02","17:00","20.2","","3.0","","32","","28","","19","","24.1","","100.79","","","","","","Clear"
"2011-06-02 18:00","2011","06","02","18:00","19.4","","4.4","","37","","29","","19","","24.1","","100.79","","","","","","Clear"
"2011-06-02 19:00","2011","06","02","19:00","17.1","","5.6","","47","","31","","13","","24.1","","100.82","","","","","","Clear"
"2011-06-02 20:00","2011","06","02","20:00","14.4","","7.4","","63","","33","","9","","24.1","","100.86","","","","","","Clear"
"2011-06-02 21:00","2011","06","02","21:00"
"2011-06-02 22:00","2011","06","02","22:00"
"2011-06-02 23:00","2011","06","02","23:00"
"2011-06-03 00:00","2011","06","03","00:00"
"2011-06-03 01:00","2011","06","03","01:00"
"2011-06-03 02:00","2011","06","03","02:00"
"2011-06-03 03:00","2011","06","03","03:00"
"2011-06-03 04:00","2011","06","03","04:00"
"2011-06-03 05:00","2011","06","03","05:00"
"2011-06-03 06:00","2011","06","03","06:00","11.3","","5.3","","67","","","","0","","24.1","","101.19","","","","","","Clear"
"2011-06-03 07:00","2011","06","03","07:00","13.3","","4.0","","53","","","","0","","24.1","","101.23","","","","","","Clear"
"2011-06-03 08:00","2011","06","03","08:00","14.4","","4.7","","52","","30","","9","","24.1","","101.28","","","","","","Clear"
"2011-06-03 09:00","2011","06","03","09:00","15.6","","4.8","","49","","","","0","","24.1","","101.26","","","","","","Clear"
"2011-06-03 10:00","2011","06","03","10:00","17.7","","5.8","","46","","33","","9","","24.1","","101.27","","","","","","Clear"
"2011-06-03 11:00","2011","06","03","11:00","19.3","","3.3","","35","","27","","9","","24.1","","101.25","","","","","","Clear"
"2011-06-03 12:00","2011","06","03","12:00","20.2","","2.7","","31","","","","0","","24.1","","101.19","","","","","","Clear"
"2011-06-03 13:00","2011","06","03","13:00","21.4","","4.1","","32","","","","0","","24.1","","101.13","","","","","","Clear"
"2011-06-03 14:00","2011","06","03","14:00","22.0","","4.1","","31","","28","","9","","24.1","","101.10","","","","","","Clear"
"2011-06-03 15:00","2011","06","03","15:00","22.6","","3.9","","29","","27","","13","","24.1","","101.00","","","","","","Clear"
"2011-06-03 16:00","2011","06","03","16:00","23.2","","4.6","","30","","29","","9","","24.1","","100.92","","","","","","Clear"
"2011-06-03 17:00","2011","06","03","17:00","23.7","","4.8","","29","","29","","9","","24.1","","100.90","","","","","","Clear"
"2011-06-03 18:00","2011","06","03","18:00","22.5","","8.0","","39","","21","","15","","24.1","","100.88","","","","","","Mainly Clear"
"2011-06-03 19:00","2011","06","03","19:00","20.4","","7.1","","42","","23","","15","","24.1","","100.88","","","","","","Mainly Clear"
"2011-06-03 20:00","2011","06","03","20:00","17.6","","6.1","","47","","22","","9","","24.1","","100.84","","","","","","Mostly Cloudy"
"2011-06-03 21:00","2011","06","03","21:00"
"2011-06-03 22:00","2011","06","03","22:00"
"2011-06-03 23:00","2011","06","03","23:00"
"2011-06-04 00:00","2011","06","04","00:00"
"2011-06-04 01:00","2011","06","04","01:00"
"2011-06-04 02:00","2011","06","04","02:00"
"2011-06-04 03:00","2011","06","04","03:00"
"2011-06-04 04:00","2011","06","04","04:00"
"2011-06-04 05:00","2011","06","04","05:00"
"2011-06-04 06:00","2011","06","04","06:00","14.7","","7.8","","63","","14","","7","","24.1","","100.80","","","","","","Cloudy"
"2011-06-04 07:00","2011","06","04","07:00","16.1","","8.6","","61","","19","","9","","24.1","","100.73","","","","","","Cloudy"
"2011-06-04 08:00","2011","06","04","08:00","17.1","","8.2","","56","","18","","9","","24.1","","100.76","","","","","","Cloudy"
"2011-06-04 09:00","2011","06","04","09:00","17.8","","7.9","","52","","18","","9","","24.1","","100.60","","","","","","Rain Showers"
"2011-06-04 10:00","2011","06","04","10:00","16.9","","10.1","","64","","","","0","","16.1","","100.68","","","","","","Thunderstorms,Rain"
"2011-06-04 11:00","2011","06","04","11:00","11.9","","10.2","","89","","10","","19","","4.0","","101.03","","","","","","Thunderstorms,Rain Showers"
"2011-06-04 12:00","2011","06","04","12:00","13.2","","10.8","","85","","20","","22","","16.1","","100.43","","","","","","Cloudy"
