"Station Name","ST. CATHARINES / NIAGARA DISTRICT A"
"Province","ONTARIO"
"Latitude","43.19"
"Longitude","-79.17"
"Elevation","97.80"
"Climate Identifier","6137286"
"WMO Identifier",""
"TC Identifier","YSN"
"All times are specified in Local Standard Time (LST). Add 1 hour to adjust for Daylight Saving Time where and when it is observed."

"Legend"
"E","Estimated"
"M","Missing"
"NA","Not Available"

"Date/Time","Year","Month","Day","Time","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"2015-12-01 00:00","2015","12","01","00:00"
"2015-12-01 01:00","2015","12","01","01:00"
"2015-12-01 02:00","2015","12","01","02:00"
"2015-12-01 03:00","2015","12","01","03:00"
"2015-12-01 04:00","2015","12","01","04:00"
"2015-12-01 05:00","2015","12","01","05:00"
"2015-12-01 06:00","2015","12","01","06:00"
"2015-12-01 07:00","2015","12","01","07:00","5.1","","3.0","","86","","9","","14","","24.1","","100.46","","","","","","Cloudy"
"2015-12-01 08:00","2015","12","01","08:00","5.5","","3.4","","86","","9","","14","","24.1","","100.43","","","","","","NA"
"2015-12-01 09:00","2015","12","01","09:00","6.0","","3.7","","85","","8","","9","","24.1","","100.43","","","","","","NA"
"2015-12-01 10:00","2015","12","01","10:00","6.9","","4.2","","83","","10","","12","","24.1","","100.34","","","","","","Cloudy"
"2015-12-01 11:00","2015","12","01","11:00","7.7","","4.8","","82","","8","","9","","24.1","","100.27","","","","","","NA"
"2015-12-01 12:00","2015","12","01","12:00","8.3","","5.6","","83","","10","","9","","24.1","","100.13","","","","","","NA"
"2015-12-01 13:00","2015","12","01","13:00","8.5","","6.1","","85","","8","","11","","19.3","","99.99","","","","","","Cloudy"
"2015-12-01 14:00","2015","12","01","14:00","8.2","","7.5","","95","","7","","7","","14.5","","99.94","","","","","","NA"
"2015-12-01 15:00","2015","12","01","15:00","8.4","","7.5","","94","","8","","9","","16.1","","99.91","","","","","","NA"
"2015-12-01 16:00","2015","12","01","16:00","8.6","","7.5","","93","","7","","7","","19.3","","99.82","","","","","","Cloudy"
"2015-12-01 17:00","2015","12","01","17:00","8.7","","7.6","","93","","36","","2","","19.3","","99.82","","","","","","NA"
"2015-12-01 18:00","2015","12","01","18:00","8.7","","7.8","","94","","35","","4","","16.1","","99.78","","","","","","NA"
"2015-12-01 19:00","2015","12","01","19:00","10.6","","10.2","","97","","19","","8","","12.9","","99.79","","","","","","Drizzle"
"2015-12-01 20:00","2015","12","01","20:00","10.6","","10.2","","97","","20","","12","","9.7","","99.80","","","","","","Drizzle,Fog"
"2015-12-01 21:00","2015","12","01","21:00","10.4","","10.1","","98","","19","","9","","9.7","","99.77","","","","","","Drizzle,Fog"
"2015-12-01 22:00","2015","12","01","22:00"
"2015-12-01 23:00","2015","12","01","23:00"
"2015-12-02 00:00","2015","12","02","00:00"
"2015-12-02 01:00","2015","12","02","01:00"
"2015-12-02 02:00","2015","12","02","02:00"
"2015-12-02 03:00","2015","12","02","03:00"
"2015-12-02 04:00","2015","12","02","04:00"
"2015-12-02 05:00","2015","12","02","05:00"
"2015-12-02 06:00","2015","12","02","06:00"
"2015-12-02 07:00","2015","12","02","07:00","5.3","","2.8","","84","","34","","6","","16.1","","99.97","","","","","","Cloudy"
"2015-12-02 08:00","2015","12","02","08:00","4.6","","2.5","","86","","32","","3","","16.1","","99.96","","","","","","NA"
"2015-12-02 09:00","2015","12","02","09:00","3.5","","2.6","","94","","36","","2","","16.1","","99.93","","","","","","NA"
"2015-12-02 10:00","2015","12","02","10:00","5.2","","3.9","","91","","8","","3","","16.1","","99.91","","","","","","Mostly Cloudy"
"2015-12-02 11:00","2015","12","02","11:00","6.1","","2.6","","78","","3","","7","","16.1","","99.81","","","","","","NA"
"2015-12-02 12:00","2015","12","02","12:00","6.6","","2.5","","75","","3","","7","","19.3","","99.62","","","","","","NA"
"2015-12-02 13:00","2015","12","02","13:00","6.7","","2.0","","72","","4","","9","","19.3","","99.51","","","","","","Mostly Cloudy"
"2015-12-02 14:00","2015","12","02","14:00","6.0","","1.4","","72","","5","","12","","24.1","","99.44","","","","","","NA"
"2015-12-02 15:00","2015","12","02","15:00","5.5","","1.6","","76","","2","","10","","24.1","","99.45","","","","","","NA"
