"Station Name","ST. CATHARINES / NIAGARA DISTRICT A"
"Province","ONTARIO"
"Latitude","43.19"
"Longitude","-79.17"
"Elevation","97.80"
"Climate Identifier","6137286"
"WMO Identifier",""
"TC Identifier","YSN"
"All times are specified in Local Standard Time (LST). Add 1 hour to adjust for Daylight Saving Time where and when it is observed."

"Legend"
"E","Estimated"
"M","Missing"
"NA","Not Available"

"Date/Time","Year","Month","Day","Time","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"2017-12-01 00:00","2017","12","01","00:00"
"2017-12-01 01:00","2017","12","01","01:00"
"2017-12-01 02:00","2017","12","01","02:00"
"2017-12-01 03:00","2017","12","01","03:00"
"2017-12-01 04:00","2017","12","01","04:00"
"2017-12-01 05:00","2017","12","01","05:00"
"2017-12-01 06:00","2017","12","01","06:00"
"2017-12-01 07:00","2017","12","01","07:00","4.1","","1.1","","81","","25","","10","","24.1","","101.06","","","","","","Cloudy"
"2017-12-01 08:00","2017","12","01","08:00","4.2","","0.8","","79","","24","","7","","24.1","","101.14","","","","","","NA"
"2017-12-01 09:00","2017","12","01","09:00","4.3","","0.7","","77","","25","","9","","24.1","","101.19","","","","","","NA"
"2017-12-01 10:00","2017","12","01","10:00","6.7","","0.3","","63","","31","","10","","24.1","","101.24","","","","","","Mainly Clear"
"2017-12-01 11:00","2017","12","01","11:00","7.3","","-0.5","","58","","34","","13","","24.1","","101.23","","","","","","NA"
"2017-12-01 12:00","2017","12","01","12:00","7.0","","-1.4","","55","","30","","10","","24.1","","101.21","","","","","","NA"
"2017-12-01 13:00","2017","12","01","13:00","7.6","","-1.1","","54","","32","","10","","24.1","","101.21","","","","","","Mainly Clear"
"2017-12-01 14:00","2017","12","01","14:00","7.7","","-0.9","","54","","36","","9","","24.1","","101.20","","","","","","NA"
"2017-12-01 15:00","2017","12","01","15:00","6.5","","-1.7","","56","","35","","4","","24.1","","101.20","","","","","","NA"
"2017-12-01 16:00","2017","12","01","16:00","5.5","","-1.4","","61","","7","","7","","24.1","","101.20","","","","","","Mostly Cloudy"
"2017-12-01 17:00","2017","12","01","17:00","4.6","","-1.6","","64","","11","","6","","24.1","","101.20","","","","","","NA"
"2017-12-01 18:00","2017","12","01","18:00","3.7","","-1.2","","71","","0","","1","","24.1","","101.28","","","","","","NA"
"2017-12-01 19:00","2017","12","01","19:00","1.7","","-2.3","","75","","16","","5","","24.1","","101.30","","","","","","Mostly Cloudy"
"2017-12-01 20:00","2017","12","01","20:00","2.2","","-0.4","","83","","19","","6","","24.1","","101.28","","","","","","NA"
"2017-12-01 21:00","2017","12","01","21:00","1.2","","-1.0","","85","","16","","5","","24.1","","101.23","","","","","","NA"
"2017-12-01 22:00","2017","12","01","22:00"
"2017-12-01 23:00","2017","12","01","23:00"
"2017-12-02 00:00","2017","12","02","00:00"
"2017-12-02 01:00","2017","12","02","01:00"
"2017-12-02 02:00","2017","12","02","02:00"
"2017-12-02 03:00","2017","12","02","03:00"
"2017-12-02 04:00","2017","12","02","04:00"
"2017-12-02 05:00","2017","12","02","05:00"
"2017-12-02 06:00","2017","12","02","06:00"
"2017-12-02 07:00","2017","12","02","07:00","0.0","","-1.2","","92","","24","","8","","24.1","","101.17","","","","-3","","Mostly Cloudy"
"2017-12-02 08:00","2017","12","02","08:00","0.6","","-0.6","","92","","21","","9","","24.1","","101.17","","","","","","NA"
"2017-12-02 09:00","2017","12","02","09:00","2.2","","1.0","","92","","20","","4","","19.3","","101.17","","","","","","NA"
"2017-12-02 10:00","2017","12","02","10:00","3.6","","1.1","","84","","20","","3","","16.1","","101.16","","","","","","Cloudy"
"2017-12-02 11:00","2017","12","02","11:00","4.4","","0.9","","78","","25","","5","","16.1","","101.17","","","","","","NA"
"2017-12-02 12:00","2017","12","02","12:00","4.8","","0.7","","75","","36","","2","","19.3","","101.08","","","","","","NA"
"2017-12-02 13:00","2017","12","02","13:00","5.2","","0.9","","74","","12","","4","","24.1","","101.02","","","","","","Mostly Cloudy"
"2017-12-02 14:00","2017","12","02","14:00","6.7","","1.5","","70","","9","","8","","24.1","","100.92","","","","","","NA"
"2017-12-02 15:00","2017","12","02","15:00","6.3","","1.7","","72","","12","","5","","24.1","","100.89","","","","","","NA"
