"Station Name","OTTAWA INTL A"
"Province","ONTARIO"
"Latitude","45.32"
"Longitude","-75.67"
"Elevation","114.90"
"Climate Identifier","6106001"
"WMO Identifier","71628"
"TC Identifier","YOW"
"All times are specified in Local Standard Time (LST). Add 1 hour to adjust for Daylight Saving Time where and when it is observed."

"Legend"
"E","Estimated"
"M","Missing"
"NA","Not Available"

"Date/Time","Year","Month","Day","Time","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"2012-06-01 00:00","2012","06","01","00:00","8.3","","4.5","","77","","32","","10","","10.0","","100.31","","","","","","NA"
"2012-06-01 01:00","2012","06","01","01:00","8.5","","4.0","","73","","34","","5","","10.0","","100.30","","","","","","Clear"
"2012-06-01 02:00","2012","06","01","02:00","8.2","","6.0","","86","","31","","5","","10.0","","100.35","","","","","","NA"
"2012-06-01 03:00","2012","06","01","03:00","9.1","","5.9","","80","","2","","6","","10.0","","100.34","","","","","","NA"
"2012-06-01 04:00","2012","06","01","04:00","9.0","","5.8","","80","","3","","10","","10.0","","100.36","","","","","","Mostly Cloudy"
"2012-06-01 05:00","2012","06","01","05:00","8.8","","6.1","","83","","5","","13","","10.0","","100.36","","","","","","NA"
"2012-06-01 06:00","2012","06","01","06:00","9.8","","5.6","","75","","6","","15","","10.0","","100.41","","","","","","NA"
"2012-06-01 07:00","2012","06","01","07:00","11.3","","5.7","","68","","7","","16","","10.0","","100.42","","","","","","Cloudy"
"2012-06-01 08:00","2012","06","01","08:00"
"2012-06-01 09:00","2012","06","01","09:00","14.7","","6.1","","56","","9","","22","","10.0","","100.40","","","","","","NA"
"2012-06-01 10:00","2012","06","01","10:00","16.3","","5.7","","49","","9","","21","","10.0","","100.33","","","","","","Cloudy"
"2012-06-01 11:00","2012","06","01","11:00","16.5","","4.6","","45","","8","","15","","10.0","","100.36","","","","","","Rain"
"2012-06-01 12:00","2012","06","01","12:00","16.5","","2.2","","38","","10","","22","","10.0","","100.33","","","","","","Rain"
"2012-06-01 13:00","2012","06","01","13:00","16.3","","4.1","","44","","7","","21","","10.0","","100.24","","","","","","Rain"
"2012-06-01 14:00","2012","06","01","14:00","13.9","","8.2","","68","","6","","16","","10.0","","100.18","","","","","","Rain"
"2012-06-01 15:00","2012","06","01","15:00","13.3","","9.8","","79","","6","","16","","10.0","","100.11","","","","","","Rain"
"2012-06-01 16:00","2012","06","01","16:00","13.2","","8.7","","74","","7","","20","","10.0","","99.99","","","","","","Rain"
"2012-06-01 17:00","2012","06","01","17:00","12.7","","9.6","","81","","6","","15","","10.0","","99.95","","","","","","Rain"
"2012-06-01 18:00","2012","06","01","18:00","12.6","","10.2","","85","","8","","13","","10.0","","99.89","","","","","","Rain"
"2012-06-01 19:00","2012","06","01","19:00","12.2","","9.8","","85","","6","","21","","8.1","","99.76","","","","","","Rain"
"2012-06-01 20:00","2012","06","01","20:00","12.3","","10.2","","87","","7","","25","","10.0","","99.62","","","","","","Rain"
"2012-06-01 21:00","2012","06","01","21:00","12.1","","10.7","","91","","6","","19","","10.0","","99.62","","","","","","Rain"
