"Station Name","OTTAWA INTL A"
"Province","ONTARIO"
"Latitude","45.32"
"Longitude","-75.67"
"Elevation","114.90"
"Climate Identifier","6106001"
"WMO Identifier","71628"
"TC Identifier","YOW"
"All times are specified in Local Standard Time (LST). Add 1 hour to adjust for Daylight Saving Time where and when it is observed."

"Legend"
"E","Estimated"
"M","Missing"
"NA","Not Available"

"Date/Time","Year","Month","Day","Time","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"2013-07-01 00:00","2013","07","01","00:00","16.3","","14.2","","87","","33","","10","","8.1","","100.16","","","","","","Fog"
"2013-07-01 01:00","2013","07","01","01:00","15.8","","13.8","","88","","33","","10","","8.1","","100.16","","","","","","Fog"
"2013-07-01 02:00","2013","07","01","02:00","14.9","","13.3","","90","","33","","11","","8.1","","100.18","","","","","","Fog"
"2013-07-01 03:00","2013","07","01","03:00","13.2","","12.4","","95","","26","","1","","8.1","","100.20","","","","","","Fog"
"2013-07-01 04:00","2013","07","01","04:00","15.0","","12.9","","87","","35","","11","","9.7","","100.22","","","","","","Fog"
"2013-07-01 05:00","2013","07","01","05:00","14.7","","12.9","","89","","1","","7","","11.3","","100.31","","","","","","NA"
"2013-07-01 06:00","2013","07","01","06:00","16.0","","13.3","","84","","36","","12","","12.9","","100.38","","","","","","NA"
"2013-07-01 07:00","2013","07","01","07:00","17.1","","13.5","","79","","2","","10","","16.1","","100.42","","","","","","Mostly Cloudy"
"2013-07-01 08:00","2013","07","01","08:00","20.0","","14.0","","68","","1","","17","","16.1","","100.43","","","","","","NA"
"2013-07-01 09:00","2013","07","01","09:00","20.8","","14.1","","65","","3","","15","","19.3","","100.47","","","","","","NA"
"2013-07-01 10:00","2013","07","01","10:00","21.6","","14.6","","64","","4","","12","","24.1","","100.53","","25","","","","Mostly Cloudy"
"2013-07-01 11:00","2013","07","01","11:00","22.5","","13.7","","57","","6","","18","","24.1","","100.54","","26","","","","NA"
"2013-07-01 12:00","2013","07","01","12:00","22.9","","13.5","","55","","5","","16","","19.3","","100.54","","26","","","","NA"
"2013-07-01 13:00","2013","07","01","13:00","24.0","","12.8","","49","","6","","27","","24.1","","100.49","","27","","","","Mostly Cloudy"
"2013-07-01 14:00","2013","07","01","14:00","22.8","","15.0","","61","","3","","20","","24.1","","100.53","","27","","","","NA"
"2013-07-01 15:00","2013","07","01","15:00","22.2","","14.4","","61","","4","","15","","24.1","","100.52","","26","","","","NA"
"2013-07-01 16:00","2013","07","01","16:00","22.1","","13.6","","58","","3","","14","","24.1","","100.54","","25","","","","Mostly Cloudy"
"2013-07-01 17:00","2013","07","01","17:00","21.1","","11.6","","54","","3","","19","","24.1","","100.51","","","","","","NA"
"2013-07-01 18:00","2013","07","01","18:00","20.7","","12.3","","58","","1","","18","","24.1","","100.56","","","","","","NA"
"2013-07-01 19:00","2013","07","01","19:00","19.8","","11.4","","58","","1","","17","","24.1","","100.56","","","","","","Cloudy"
"2013-07-01 20:00","2013","07","01","20:00","19.5","","10.6","","56","","36","","17","","24.1","","100.58","","","","","","NA"
"2013-07-01 21:00","2013","07","01","21:00","19.0","","9.6","","54","","1","","18","","24.1","","100.63","","","","","","NA"
"2013-07-01 22:00","2013","07","01","22:00","18.5","","9.7","","56","","3","","18","","24.1","","100.62","","","","","","Cloudy"
"2013-07-01 23:00","2013","07","01","23:00","17.9","","9.9","","59","","4","","15","","16.1","","100.65","","","","","","NA"
"2013-07-02 00:00","2013","07","02","00:00","17.4","","9.9","","61","","5","","13","","16.1","","100.62","","","","","","NA"
"2013-07-02 01:00","2013","07","02","01:00","17.4","","9.4","","59","","3","","14","","12.9","","100.59","","","","","","Cloudy"
"2013-07-02 02:00","2013","07","02","02:00","17.0","","9.0","","59","","3","","12","","12.9","","100.62","","","","","","NA"
"2013-07-02 03:00","2013","07","02","03:00","16.3","","9.3","","63","","6","","10","","12.9","","100.60","","","","","","NA"
"2013-07-02 04:00","2013","07","02","04:00","16.3","","9.3","","63","","4","","14","","11.3","","100.59","","","","","","Cloudy"
"2013-07-02 05:00","2013","07","02","05:00","16.0","","9.3","","64","","4","","13","","9.7","","100.63","","","","","","Smoke"
"2013-07-02 06:00","2013","07","02","06:00","16.5","","9.7","","64","","4","","14","","9.7","","100.62","","","","","","Smoke"
"2013-07-02 07:00","2013","07","02","07:00","16.6","","9.8","","64","","5","","17","","9.7","","100.62","","","","","","Smoke"
"2013-07-02 08:00","2013","07","02","08:00","16.6","","10.7","","68","","5","","18","","8.1","","100.65","","","","","","Smoke"
"2013-07-02 09:00","2013","07","02","09:00","14.1","","13.0","","93","","7","","9","","4.0","","100.72","","","","","","Fog"
"2013-07-02 10:00","2013","07","02","10:00","15.8","","13.3","","85","","5","","21","","6.4","","100.70","","","","","","Rain,Fog"
"2013-07-02 11:00","2013","07","02","11:00","17.7","","13.9","","78","","6","","21","","6.4","","100.68","","","","","","Haze"
"2013-07-02 12:00","2013","07","02","12:00","18.9","","14.6","","76","","6","","18","","6.4","","100.65","","","","","","Haze"
"2013-07-02 13:00","2013","07","02","13:00","19.7","","15.2","","75","","5","","17","","8.1","","100.62","","","","","","Haze"
"2013-07-02 14:00","2013","07","02","14:00","20.1","","15.4","","74","","5","","14","","8.1","","100.60","","","","","","Haze"
"2013-07-02 15:00","2013","07","02","15:00","19.4","","15.3","","77","","5","","14","","9.7","","100.60","","","","","","Haze"
"2013-07-02 16:00","2013","07","02","16:00","19.0","","17.0","","88","","3","","14","","9.7","","100.58","","","","","","Rain,Haze"
"2013-07-02 17:00","2013","07","02","17:00","19.2","","17.0","","87","","2","","11","","8.1","","100.56","","","","","","Fog"
"2013-07-02 18:00","2013","07","02","18:00","19.3","","17.1","","87","","3","","11","","6.4","","100.59","","","","","","Haze"
"2013-07-02 19:00","2013","07","02","19:00","19.1","","17.1","","88","","4","","10","","6.4","","100.58","","","","","","Haze"
"2013-07-02 20:00","2013","07","02","20:00","19.0","","16.5","","85","","6","","8","","6.4","","100.59","","","","","","Haze"
"2013-07-02 21:00","2013","07","02","21:00","18.8","","16.4","","86","","8","","8","","11.3","","100.65","","","","","","NA"
"2013-07-02 22:00","2013","07","02","22:00","18.7","","16.2","","85","","8","","13","","12.9","","100.60","","","","","","Cloudy"
"2013-07-02 23:00","2013","07","02","23:00","18.2","","16.4","","89","","5","","10","","11.3","","100.61","","","","","","NA"
"2013-07-03 00:00","2013","07","03","00:00","18.0","","16.2","","89","","4","","6","","11.3","","100.61","","","","","","NA"
"2013-07-03 01:00","2013","07","03","01:00","17.7","","16.2","","91","","9","","5","","11.3","","100.61","","","","","","Cloudy"
"2013-07-03 02:00","2013","07","03","02:00","17.4","","15.9","","91","","3","","7","","11.3","","100.59","","","","","","NA"
"2013-07-03 03:00","2013","07","03","03:00","17.3","","15.5","","89","","5","","8","","11.3","","100.61","","","","","","NA"
"2013-07-03 04:00","2013","07","03","04:00","17.2","","15.6","","90","","3","","6","","12.9","","100.65","","","","","","Cloudy"
"2013-07-03 05:00","2013","07","03","05:00","17.4","","15.2","","87","","6","","8","","12.9","","100.69","","","","","","NA"
"2013-07-03 06:00","2013","07","03","06:00","18.1","","15.8","","86","","8","","4","","16.1","","100.73","","","","","","NA"
"2013-07-03 07:00","2013","07","03","07:00","18.9","","16.0","","83","","6","","7","","16.1","","100.75","","","","","","Mostly Cloudy"
"2013-07-03 08:00","2013","07","03","08:00","19.8","","16.7","","82","","11","","4","","16.1","","100.79","","","","","","NA"
