,hmdxx_min,hmdxx_max,hmdxx_median-1,hmdxx_max_hour,temp_min,temp_max,dew_point_temp_max,sun_rise,sun_set,visibility_mean,day_of_week,week_of_year,day_type,daily_peak
2000-07-05,14.832518581737327,25.70338876273794,25.155326932219683,12.0,14.3,23.7,13.5,6.0,22.0,24.10000000000001,2.0,27.0,0,19432.0
2000-07-06,13.332518581737327,23.765369961751915,20.214163831635314,14.0,12.8,22.3,11.7,6.0,22.0,24.10000000000001,3.0,27.0,0,18299.0
2000-07-07,11.428665683400636,22.958589096359052,18.078955676723734,16.0,11.3,22.3,9.8,6.0,22.0,24.10000000000001,4.0,27.0,0,18179.0
2000-07-10,19.812145984405717,29.588015525440174,25.91385566921071,0.0,17.5,24.5,19.9,6.0,22.0,22.76666666666668,0.0,28.0,0,19617.0
2000-07-11,15.756910119164669,25.665369961751914,25.671909060596075,11.0,14.1,24.5,12.8,6.0,21.0,24.10000000000001,1.0,28.0,0,19439.0
2000-07-12,15.041106334984862,26.854423196920553,22.282492415513396,13.0,13.9,25.4,11.7,6.0,21.0,24.10000000000001,2.0,28.0,0,19677.0
2000-07-13,17.908591626601343,28.007995842352482,22.081911892635574,12.0,16.3,25.8,16.5,6.0,21.0,24.10000000000001,3.0,28.0,0,20008.0
2000-07-14,20.245822231602613,28.729155332099747,24.38229081565651,10.0,16.4,23.0,18.3,6.0,21.0,18.900000000000013,4.0,28.0,0,19722.0
2000-07-17,22.309337363372602,33.962546324773825,24.649442967828413,17.0,17.7,27.9,19.5,6.0,21.0,14.925000000000002,0.0,29.0,0,21061.0
2000-07-18,13.767990967603893,23.875880811082467,25.681482637326702,1.0,13.3,20.8,16.7,6.0,21.0,24.10000000000001,1.0,29.0,0,18303.0
2000-07-19,12.73226675709742,21.759915687076592,17.728019011215245,17.0,13.2,19.5,12.1,6.0,21.0,24.10000000000001,2.0,29.0,0,18184.0
2000-07-20,10.232266757097419,25.58659283160245,17.26792028722316,16.0,10.7,24.4,13.4,6.0,21.0,24.10000000000001,3.0,29.0,0,18659.0
2000-07-21,15.343930499423948,23.532355823177443,21.949268272680783,13.0,14.6,22.3,13.4,6.0,21.0,23.70000000000001,4.0,29.0,0,18818.0
2000-07-24,14.465369961751914,26.87071586633736,18.91877012831012,16.0,13.0,24.4,13.7,6.0,21.0,24.10000000000001,0.0,30.0,0,19196.0
2000-07-25,15.41282307039232,30.269400990745538,21.05975155839571,16.0,13.9,26.3,16.3,6.0,21.0,22.300000000000008,1.0,30.0,0,20311.0
2000-07-26,18.91214598440572,31.443484392642286,23.57291137072634,12.0,16.6,27.1,16.9,6.0,21.0,18.700000000000006,2.0,30.0,0,21228.0
2000-07-27,23.50866626955284,31.569750366134638,26.863560724988023,11.0,18.7,26.5,18.0,7.0,21.0,19.76666666666668,3.0,30.0,0,21228.0
2000-07-28,24.675880811082468,31.310367723887662,26.83921127456961,15.0,19.7,25.5,19.0,7.0,21.0,19.22916666666668,4.0,30.0,0,20555.0
2000-07-31,28.42436403759609,34.834417715993325,28.20144950189221,15.0,21.1,26.5,21.3,7.0,21.0,6.195833333333334,0.0,31.0,0,21616.0
2000-08-01,26.354204867902073,33.809456845280984,29.707259122867516,11.0,20.2,25.3,21.1,7.0,21.0,10.645833333333334,1.0,31.0,0,21061.0
2000-08-02,26.579680109058227,34.4232188947262,29.026961504417624,12.0,20.5,27.5,19.9,7.0,21.0,15.250000000000005,2.0,31.0,0,21407.0
2000-08-03,15.473912142784917,26.754204867902075,28.49958212364278,1.0,14.6,21.9,18.2,7.0,21.0,22.233333333333334,3.0,31.0,0,19554.0
2000-08-04,13.258589096359055,25.93235582317743,22.429886798145613,17.0,12.6,24.7,10.6,7.0,21.0,24.10000000000001,4.0,31.0,1,18613.0
2000-08-08,22.54889431072144,36.70557894499984,29.370651986490714,15.0,18.2,30.7,20.4,7.0,21.0,20.233333333333334,1.0,32.0,2,22214.0
2000-08-09,23.269400990745538,32.127768671591326,30.475169506890612,14.0,19.3,26.7,20.5,7.0,21.0,22.90000000000001,2.0,32.0,0,21441.0
2000-08-10,19.949161922375964,30.908666269552842,28.796854674409577,14.0,16.7,26.8,18.0,7.0,21.0,23.70000000000001,3.0,32.0,0,21169.0
2000-08-11,21.29139954453214,27.659915687076587,26.740729878041147,13.0,18.1,25.9,18.0,7.0,21.0,20.35833333333334,4.0,32.0,0,20286.0
2000-08-14,23.27539648958634,33.11147897888459,26.1726768267644,13.0,18.6,28.1,20.2,7.0,21.0,21.033333333333346,0.0,33.0,0,22189.0
2000-08-15,23.457386329653573,37.68801552544016,28.35374028925914,15.0,18.1,30.2,21.3,7.0,21.0,16.76666666666667,1.0,33.0,0,22555.0
2000-08-16,16.130320445040837,24.918202280750872,31.599582123642783,14.0,15.3,23.5,12.3,7.0,21.0,24.77500000000001,2.0,33.0,0,19446.0
2000-08-17,11.827486836704221,22.112823070392324,20.055825548278683,16.0,11.5,20.7,10.5,7.0,21.0,24.77500000000001,3.0,33.0,0,18522.0
2000-08-18,13.561896087269659,23.457491750973983,17.420979926325053,18.0,12.6,20.5,15.3,7.0,21.0,23.033333333333346,4.0,33.0,0,18403.0
2000-08-21,9.92748683670422,22.753114696603753,14.174285056395908,13.0,9.6,21.3,11.2,7.0,21.0,24.10000000000001,0.0,34.0,0,18737.0
2000-08-22,12.88659283160245,27.691399544532143,18.679774298950317,15.0,11.7,24.5,17.7,7.0,21.0,23.90000000000001,1.0,34.0,0,19143.0
2000-08-23,22.341838811728927,31.40557894499984,24.968610888067378,14.0,17.3,25.8,18.2,7.0,21.0,12.937500000000002,2.0,34.0,0,19897.0
2000-08-24,16.0563848335533,28.517544439411825,24.955789691515104,15.0,13.9,26.1,15.9,7.0,21.0,17.962500000000013,3.0,34.0,0,20123.0
2000-08-25,16.705081051131213,29.823678357637164,22.451079497741357,14.0,14.6,26.1,15.3,7.0,21.0,24.10000000000001,4.0,34.0,0,20291.0
2000-08-28,17.11630810073705,28.602954785535665,25.21101730133143,14.0,16.5,25.0,17.5,7.0,21.0,23.43333333333334,0.0,35.0,0,20397.0
2000-08-29,24.598556006321694,33.50557894499984,25.43714794370352,13.0,18.8,27.5,19.4,7.0,20.0,14.587500000000004,1.0,35.0,0,21696.0
2000-08-30,28.087917239362387,34.875499122629144,29.784975264209557,16.0,21.4,26.8,20.9,7.0,20.0,9.3125,2.0,35.0,0,22282.0
2000-08-31,23.869750366134628,36.65351887033092,30.748482020383573,14.0,18.3,29.0,20.8,7.0,20.0,12.45,3.0,35.0,0,23160.0
2000-09-01,27.14434063811428,38.9294408823781,31.35908155550969,12.0,20.0,30.4,21.9,7.0,20.0,12.187499999999998,4.0,35.0,1,23107.0
2000-09-05,6.097359345033604,16.626909929545526,17.72234007215797,16.0,7.2,17.2,6.8,7.0,20.0,24.10000000000001,1.0,36.0,2,17845.0
2000-09-06,8.512309260415579,18.889632072129235,12.133946690339785,16.0,8.8,19.3,11.2,7.0,20.0,24.10000000000001,2.0,36.0,0,18259.0
2000-09-07,12.217770214770413,28.020139763555,16.240839031244484,16.0,11.3,25.0,13.6,7.0,20.0,23.50000000000001,3.0,36.0,0,19116.0
2000-09-08,20.803388762737946,30.48791723936239,21.197589837910787,17.0,18.3,23.8,19.0,7.0,20.0,16.349999999999998,4.0,36.0,0,19377.0
2000-09-11,27.48231952402122,35.736970680671185,30.392579985208254,14.0,20.4,28.0,21.4,7.0,20.0,12.616666666666667,0.0,37.0,0,21984.0
2000-09-12,15.17391214278492,31.562546324773827,30.756686551432573,11.0,14.3,24.4,20.7,7.0,20.0,19.10000000000001,1.0,37.0,0,20442.0
2000-09-13,9.573968885046217,23.232355823177443,29.50334178080865,16.0,9.6,22.1,12.3,7.0,20.0,24.10000000000001,2.0,37.0,0,19155.0
2000-09-14,14.303388762737944,21.220139763555,18.882383455178303,9.0,12.3,18.2,15.0,7.0,20.0,16.054166666666674,3.0,37.0,0,18745.0
2000-09-15,11.489632072129234,18.027486836704217,17.412302022626974,12.0,10.6,17.7,10.8,7.0,20.0,24.10000000000001,4.0,37.0,0,17946.0
2000-09-18,11.758589096359055,24.65442319692055,18.84124145853293,16.0,11.1,22.9,14.5,7.0,20.0,23.90000000000001,0.0,38.0,0,18796.0
2000-09-19,18.465710839558557,30.787406956772234,20.633047362969833,16.0,15.1,25.5,17.0,8.0,20.0,17.43333333333334,1.0,38.0,0,19694.0
2000-09-20,17.841361032086393,31.657491750973982,23.39916192237597,14.0,15.1,27.5,18.3,8.0,20.0,19.233333333333334,2.0,38.0,0,19868.0
2000-09-21,9.708744854074661,17.11754443941183,26.393203837297577,0.0,9.3,14.7,12.3,8.0,20.0,24.43750000000001,3.0,38.0,0,18132.0
2000-09-22,5.36066555981009,12.792619593888354,13.056177665558682,13.0,6.4,14.2,8.1,8.0,20.0,23.504166666666674,4.0,38.0,0,17776.0
2000-09-25,3.292619593888359,10.873131503346832,12.789000501584988,12.0,4.7,12.1,3.8,8.0,20.0,24.10000000000001,0.0,39.0,0,18337.0
2000-09-26,4.397359345033603,16.675850262069854,7.944989469460982,16.0,5.5,17.0,7.2,8.0,20.0,24.10000000000001,1.0,39.0,0,18099.0
2000-09-27,6.0760644577245175,21.96056311897809,11.381800478587726,13.0,7.6,20.4,11.2,8.0,20.0,22.76666666666668,2.0,39.0,0,18466.0
2000-09-28,-1.2681238750721966,6.245731725356174,11.342819616336579,14.0,1.4,9.1,1.1,8.0,20.0,24.10000000000001,3.0,39.0,0,18356.0
2000-09-29,-0.6252227480556494,15.160435022533205,3.418215179039672,16.0,2.0,15.3,6.6,8.0,20.0,23.50000000000001,4.0,39.0,0,18049.0
2000-10-02,14.105520129405484,28.5093373633726,17.278280053796582,13.0,12.4,23.9,16.0,8.0,19.0,13.820833333333338,0.0,40.0,0,18624.0
2000-10-03,14.328665683400633,20.47396888504622,23.557491750973984,14.0,13.1,20.7,14.4,8.0,19.0,21.43333333333334,1.0,40.0,0,18324.0
2000-10-04,7.922480436741942,18.554082892645628,17.512883028561447,14.0,8.8,17.0,11.6,8.0,19.0,21.16666666666668,2.0,40.0,0,18211.0
2000-10-05,4.4520244769178845,11.727486836704221,14.154937142623641,14.0,5.8,11.4,8.6,8.0,19.0,19.091666666666672,3.0,40.0,0,18636.0
2000-10-06,4.757140371635439,12.198045191260226,9.479714255641426,13.0,5.7,12.3,7.9,8.0,19.0,17.612500000000004,4.0,40.0,1,17998.0
2001-05-22,13.371318521845016,20.541361032086392,16.263099061551674,12.0,12.0,17.8,13.9,6.0,21.0,6.1000000000000005,1.0,21.0,2,18337.0
2001-05-23,10.675850262069854,19.660563118978093,18.270306688171896,13.0,11.0,18.1,11.0,6.0,21.0,18.366666666666678,2.0,21.0,0,17876.0
2001-05-24,9.403610477042708,22.57801134636744,13.793451084648918,13.0,9.8,20.3,12.6,6.0,21.0,18.550000000000008,3.0,21.0,0,17760.0
2001-05-25,13.071318521845011,18.964688358177355,16.53449541497113,12.0,11.7,16.6,12.5,6.0,21.0,9.583333333333334,4.0,21.0,0,18032.0
2001-05-28,11.158589096359057,17.405081051131212,14.405748934542027,13.0,10.5,15.3,12.8,6.0,21.0,15.362500000000004,0.0,22.0,0,17941.0
2001-05-29,7.476064457724519,14.33226675709742,14.50732300581186,15.0,9.0,14.8,9.2,6.0,21.0,24.10000000000001,1.0,22.0,0,17371.0
2001-05-30,3.597440171251908,14.076064457724517,11.230084779406473,16.0,5.4,15.6,2.8,6.0,21.0,24.10000000000001,2.0,22.0,0,17422.0
2001-05-31,1.4860085702208259,18.12477853282477,8.600158191813192,16.0,3.6,19.1,4.2,6.0,21.0,24.10000000000001,3.0,22.0,0,17466.0
2001-06-01,6.664724704813684,14.352997073106739,10.185265449022264,19.0,8.6,13.6,11.4,6.0,21.0,13.6,4.0,22.0,0,17613.0
2001-06-04,8.535889386175372,16.117770214770413,13.190049184010267,16.0,8.6,15.2,9.6,6.0,21.0,24.10000000000001,0.0,23.0,0,17963.0
2001-06-05,8.535889386175372,21.164688358177354,13.426337676749306,12.0,8.6,18.8,12.2,6.0,21.0,19.762500000000014,1.0,23.0,0,17915.0
2001-06-06,10.744450309898646,23.38659283160245,15.659874849453276,15.0,10.7,22.2,11.8,6.0,21.0,24.10000000000001,2.0,23.0,0,18088.0
2001-06-07,8.592619593888358,23.858589096359054,16.37362919570627,13.0,10.0,23.2,9.3,6.0,21.0,24.10000000000001,3.0,23.0,0,18254.0
2001-06-08,11.473131503346831,25.432518581737323,18.22386050197069,15.0,12.7,24.9,8.5,6.0,21.0,24.10000000000001,4.0,23.0,0,18498.0
2001-06-11,19.663139940404,26.94582223160262,23.75644254777462,16.0,16.0,23.1,16.3,6.0,21.0,15.350000000000005,0.0,24.0,0,19368.0
2001-06-12,15.303620868190341,28.229155332099747,22.352954785535665,15.0,13.5,22.2,18.3,6.0,22.0,12.341666666666667,1.0,24.0,0,19574.0
2001-06-13,20.002954785535664,33.62321889472619,21.23173304403099,14.0,16.4,27.2,19.2,6.0,22.0,10.566666666666668,2.0,24.0,0,21616.0
2001-06-14,21.749161922375965,37.93441771599333,26.43288396884371,14.0,18.1,29.6,20.9,6.0,22.0,12.324999999999998,3.0,24.0,0,23137.0
2001-06-15,25.948649065833425,37.00528604236344,29.120568502350675,15.0,20.8,29.1,20.8,6.0,22.0,6.4625,4.0,24.0,0,23247.0
2001-06-18,16.68659283160245,26.507431334149825,24.670162335316164,18.0,15.5,22.6,14.9,6.0,22.0,23.70000000000001,0.0,25.0,0,19806.0
2001-06-19,20.018202280750874,38.0565821953091,21.468202280750877,14.0,18.6,31.9,18.6,6.0,22.0,21.10000000000001,1.0,25.0,0,22962.0
2001-06-20,17.171318521845016,21.906291193030363,27.81411567497859,16.0,15.8,20.9,11.4,6.0,22.0,23.166666666666675,2.0,25.0,0,19276.0
2001-06-21,13.617770214770413,23.952997073106737,19.139166666874253,14.0,12.7,22.0,15.1,6.0,22.0,19.950000000000006,3.0,25.0,0,19095.0
2001-06-22,18.824204284415732,25.385796047879623,20.725936403792996,9.0,16.3,20.5,17.7,6.0,22.0,15.358333333333334,4.0,25.0,0,18949.0
2001-06-25,16.756910119164672,29.965710839558557,23.59717905259657,15.0,15.1,26.8,14.0,6.0,22.0,24.10000000000001,0.0,26.0,0,21705.0
2001-06-26,19.917544439411827,32.4845718483777,25.045191232227854,15.0,17.5,28.7,15.5,6.0,22.0,22.50000000000001,1.0,26.0,0,22880.0
2001-06-27,21.986588049220227,35.608666269552835,28.178213512038692,14.0,19.3,30.9,16.4,6.0,22.0,17.295833333333338,2.0,26.0,0,23550.0
2001-06-28,24.3845718483777,36.443659501579475,30.79600159126376,13.0,20.6,31.9,18.4,6.0,22.0,12.212500000000004,3.0,26.0,0,23084.0
2001-06-29,21.30799584235248,37.887406956772224,28.81962382523795,14.0,19.1,32.6,19.4,6.0,22.0,14.429166666666672,4.0,26.0,1,22615.0
2001-07-03,14.44899598426824,26.059915687076593,16.05652800770636,15.0,14.6,23.8,13.2,6.0,22.0,23.90000000000001,1.0,27.0,2,17679.0
2001-07-04,17.961896087269658,30.779680109058226,21.604082892645625,15.0,16.4,24.7,18.1,6.0,22.0,14.800000000000004,2.0,27.0,0,18598.0
2001-07-05,12.487231117169225,20.528665683400632,22.61527229352197,15.0,12.2,20.4,9.3,6.0,22.0,24.10000000000001,3.0,27.0,0,17677.0
2001-07-06,9.848995984268239,23.53588938617537,16.664921090753364,15.0,10.1,23.6,8.3,6.0,22.0,24.10000000000001,4.0,27.0,0,17442.0
2001-07-09,21.49645934280737,33.45299707310674,28.041769688647623,15.0,18.7,31.5,14.4,6.0,22.0,24.10000000000001,0.0,28.0,0,22061.0
2001-07-10,19.696459342807373,31.00552012940549,28.020789280673934,15.0,16.9,29.3,13.8,6.0,22.0,24.10000000000001,1.0,28.0,0,21506.0
2001-07-11,16.405520129405485,24.57131852184501,26.21176912836473,17.0,14.7,23.2,12.1,6.0,22.0,24.10000000000001,2.0,28.0,0,18938.0
2001-07-12,16.17391214278492,22.458589096359052,19.876626159695288,13.0,15.1,21.8,10.9,6.0,21.0,24.10000000000001,3.0,28.0,0,18235.0
2001-07-13,14.417770214770412,25.608591626601342,18.383760030634104,13.0,13.5,24.0,11.8,6.0,21.0,24.10000000000001,4.0,28.0,0,18345.0
2001-07-16,17.765369961751915,26.041838811728926,23.788266351718608,13.0,16.3,22.9,16.2,6.0,21.0,20.300000000000008,0.0,29.0,0,19872.0
2001-07-17,20.86940099074554,26.609337363372603,23.49545107951758,18.0,16.9,22.0,16.2,6.0,21.0,11.837500000000004,1.0,29.0,0,19811.0
2001-07-18,18.232138712197326,30.68363705733375,22.689500596483608,13.0,15.6,27.2,16.4,6.0,21.0,22.10000000000001,2.0,29.0,0,20769.0
2001-07-19,22.402906242482704,30.402954785535666,24.37949913452805,16.0,20.1,26.8,15.4,6.0,21.0,23.70000000000001,3.0,29.0,0,21195.0
2001-07-20,21.649161922375963,34.741838811728925,26.247177165033907,15.0,18.4,30.0,17.8,6.0,21.0,16.23333333333334,4.0,29.0,0,22181.0
2001-07-23,27.65863900300384,39.82170942402543,30.41058700162643,11.0,21.7,30.5,23.1,6.0,21.0,10.404166666666667,0.0,30.0,0,23646.0
2001-07-24,25.931733044030985,39.79015420813895,35.071701227451385,14.0,21.9,31.8,22.0,6.0,21.0,14.82083333333334,1.0,30.0,0,23966.0
2001-07-25,20.924204284415726,26.943484392642286,34.17193728063715,17.0,18.3,22.7,16.5,6.0,21.0,24.10000000000001,2.0,30.0,0,20054.0
2001-07-26,15.46799096760389,22.426909929545523,24.48798569645492,15.0,15.1,23.0,13.5,6.0,21.0,24.10000000000001,3.0,30.0,0,19136.0
2001-07-27,11.932266757097421,21.032266757097414,20.565372906730133,16.0,12.4,21.5,7.4,7.0,21.0,24.10000000000001,4.0,30.0,0,18627.0
2001-07-30,21.30726510170141,28.602954785535665,25.561547274545326,15.0,17.9,25.0,15.4,7.0,21.0,21.70000000000001,0.0,31.0,0,21211.0
2001-07-31,20.583637057333753,31.502954785535664,24.514729644468183,15.0,17.1,27.9,17.3,7.0,21.0,19.691666666666674,1.0,31.0,0,22258.0
2001-08-01,20.00508105113121,35.07588081108247,26.291721016023196,14.0,17.8,30.5,17.2,7.0,21.0,18.900000000000006,2.0,31.0,0,22865.0
2001-08-02,26.87986654281753,40.85568701900571,28.82748168576344,17.0,21.8,32.3,22.1,7.0,21.0,8.56666666666667,3.0,31.0,0,22726.0
2001-08-03,24.743121089697084,36.94864906583342,34.3838372399419,15.0,21.0,31.8,19.8,7.0,21.0,22.166666666666675,4.0,31.0,1,22914.0
2001-08-07,30.178360980915194,44.529440882378104,33.55804880185133,13.0,25.7,35.3,22.1,7.0,21.0,20.300000000000008,1.0,32.0,2,25184.0
2001-08-08,26.241838811728925,42.09855600632169,34.300789937820696,13.0,21.5,37.2,18.4,7.0,21.0,22.56666666666668,2.0,32.0,0,25239.0
2001-08-09,30.675880811082468,42.724364037596075,34.425396489586326,14.0,25.8,35.4,20.5,7.0,21.0,14.783333333333335,3.0,32.0,0,24997.0
2001-08-10,20.754082892645627,32.875499122629144,36.40614063847923,1.0,18.7,29.3,20.6,7.0,21.0,21.100000000000012,4.0,32.0,0,21930.0
2001-08-13,17.507459566106196,31.13173304403099,24.54445907354412,14.0,17.3,27.1,15.8,7.0,21.0,21.70000000000001,0.0,33.0,0,21388.0
2001-08-14,16.38699370171777,26.149749846497787,24.00447199197199,16.0,15.6,25.7,9.8,7.0,21.0,24.10000000000001,1.0,33.0,0,20577.0
2001-08-15,14.447222470944777,29.567990967603887,22.1652616655132,15.0,14.2,29.2,11.4,7.0,21.0,23.70000000000001,2.0,33.0,0,20947.0
2001-08-16,21.224717186227924,27.94889431072144,23.64267644814209,12.0,19.8,23.6,17.6,7.0,21.0,13.695833333333335,3.0,33.0,0,20148.0
2001-08-17,22.123678357637157,28.563139940404,25.468553017481963,14.0,18.4,24.9,18.1,7.0,21.0,19.220833333333346,4.0,33.0,0,20022.0
2001-08-20,20.72367835763716,27.020922129733528,23.990191054932204,15.0,17.0,22.8,17.2,7.0,21.0,11.183333333333335,0.0,34.0,0,19846.0
2001-08-21,19.70726510170141,29.620139763555002,24.36962382523795,12.0,16.4,26.7,15.0,7.0,21.0,23.300000000000008,1.0,34.0,0,20444.0
2001-08-22,15.61282307039232,30.302954785535665,24.65625619264052,16.0,14.1,26.8,15.6,7.0,21.0,22.90000000000001,2.0,34.0,0,20596.0
2001-08-23,22.04582223160261,31.87986654281753,25.14495756198714,13.0,18.2,26.8,18.0,7.0,21.0,14.954166666666673,3.0,34.0,0,21369.0
2001-08-24,19.454082892645626,26.75188467078159,26.629833674732808,14.0,17.4,23.9,15.3,7.0,21.0,23.90000000000001,4.0,34.0,0,20012.0
2001-08-27,19.54916192237597,31.2845718483777,27.80381760720443,14.0,16.3,29.2,15.6,7.0,21.0,19.429166666666674,0.0,35.0,0,21383.0
2001-08-28,18.905520129405485,30.04582223160261,26.467895188337955,12.0,17.2,27.2,17.2,7.0,21.0,20.300000000000008,1.0,35.0,0,20962.0
2001-08-29,14.941106334984866,24.65691011916467,25.049519128676195,14.0,13.8,23.0,12.1,7.0,20.0,24.10000000000001,2.0,35.0,0,19838.0
2001-08-30,16.660563118978093,31.231733044030992,21.73197594085801,17.0,15.1,27.2,15.1,7.0,20.0,21.56666666666668,3.0,35.0,0,20600.0
2001-08-31,17.295894867845632,29.743484392642287,27.113139940404,16.0,16.2,24.8,17.4,7.0,20.0,18.566666666666674,4.0,35.0,1,20051.0
2001-09-04,14.51228497156892,24.89645934280737,24.458115169710798,11.0,14.5,22.1,15.5,7.0,20.0,21.566666666666674,1.0,36.0,2,19326.0
2001-09-05,7.9894798651565395,20.327486836704217,21.580914652279645,15.0,8.7,20.0,9.0,7.0,20.0,24.10000000000001,2.0,36.0,0,18570.0
2001-09-06,10.060665559810088,27.956384833553294,15.295427926728234,15.0,11.1,25.8,14.6,7.0,20.0,23.50000000000001,3.0,36.0,0,19465.0
2001-09-07,17.005081051131214,37.770534579797186,22.028774600059336,17.0,14.9,30.2,20.0,7.0,20.0,15.758333333333333,4.0,36.0,0,21238.0
2001-09-10,20.424204284415726,29.07539648958633,30.79168010000091,3.0,17.9,24.4,16.1,7.0,20.0,23.366666666666674,0.0,37.0,0,20404.0
2001-09-11,13.643930499423947,25.80629119303036,23.24913557562553,15.0,12.9,24.8,10.9,7.0,20.0,24.10000000000001,1.0,37.0,0,19298.0
2001-09-12,12.408744854074659,31.265710839558558,19.389382699864484,15.0,12.0,27.9,14.0,7.0,20.0,23.90000000000001,2.0,37.0,0,19797.0
2001-09-13,8.960665559810087,22.891399544532145,22.59124384972404,0.0,10.0,19.7,13.7,7.0,20.0,23.90000000000001,3.0,37.0,0,18275.0
2001-09-14,5.5820124638981845,16.852024476917883,16.58662904646276,15.0,6.9,18.2,5.0,7.0,20.0,24.10000000000001,4.0,37.0,0,17686.0
2001-09-17,11.028665683400634,24.641106334984865,18.184903505315283,15.0,10.9,23.5,10.8,7.0,20.0,23.50000000000001,0.0,38.0,0,19075.0
2001-09-18,17.952997073106737,24.30508105113121,19.79165639723836,13.0,16.0,22.2,11.9,7.0,20.0,21.566666666666674,1.0,38.0,0,19148.0
2001-09-19,19.652997073106736,23.112145984405718,19.805300590268352,10.0,17.3,20.8,15.7,8.0,20.0,12.924999999999995,2.0,38.0,0,19071.0
2001-09-20,18.665369961751914,23.443121089697083,22.00093033936967,9.0,17.2,20.5,16.1,8.0,20.0,17.420833333333338,3.0,38.0,0,18747.0
2001-09-21,15.950956971299277,22.324204284415732,21.955047012473088,12.0,14.9,19.8,14.9,8.0,20.0,15.833333333333336,4.0,38.0,0,18532.0
2001-09-24,7.496927861599428,20.943121089697087,20.57417200679448,13.0,8.0,17.7,14.5,8.0,20.0,14.504166666666668,0.0,39.0,0,18817.0
2001-09-25,6.192620639282203,13.816308100737052,19.85576965404357,14.0,7.2,13.2,9.1,8.0,20.0,16.337500000000006,1.0,39.0,0,18480.0
2001-09-26,2.2705525603536625,9.734850945614632,7.802327133093168,15.0,4.1,10.9,5.8,8.0,20.0,20.366666666666678,2.0,39.0,0,18577.0
2001-09-27,5.889707292285764,14.398045191260225,7.579775718551506,15.0,6.8,14.5,7.6,8.0,20.0,22.90000000000001,3.0,39.0,0,18391.0
2001-09-28,9.289632072129233,17.030320445040832,11.307524846647267,16.0,9.2,16.2,10.2,8.0,20.0,23.033333333333346,4.0,39.0,0,17881.0
2001-10-01,7.757763782095154,23.358589096359054,11.037125843299014,15.0,8.4,22.7,10.7,8.0,19.0,22.43333333333334,0.0,40.0,0,18487.0
2001-10-02,10.487231117169223,25.058589096359054,16.466731020151293,15.0,10.2,24.4,10.7,8.0,19.0,21.70000000000001,1.0,40.0,0,18743.0
2001-10-03,14.705520129405484,28.49645934280737,17.793494204203952,12.0,13.0,26.1,13.5,8.0,19.0,14.56666666666667,2.0,40.0,0,18801.0
2001-10-04,12.973912142784917,20.895894867845637,21.69584117877767,0.0,12.1,19.8,11.2,8.0,19.0,21.96666666666668,3.0,40.0,0,18555.0
2001-10-05,5.724778532824769,11.12748683670422,18.133708108337565,0.0,6.7,10.8,8.3,8.0,19.0,8.037500000000003,4.0,40.0,1,18221.0
2002-05-21,-2.0483664983668013,9.798010153317463,2.2983833879734696,18.0,1.0,12.2,0.6,6.0,21.0,24.10000000000001,1.0,21.0,2,18077.0
2002-05-22,0.8277120858334972,16.373131503346833,6.006656538037137,17.0,3.6,17.6,4.3,6.0,21.0,23.300000000000008,2.0,21.0,0,17753.0
2002-05-23,4.975018192369535,22.248995984268237,10.395895326095264,16.0,7.4,22.5,7.6,6.0,21.0,21.56666666666668,3.0,21.0,0,17909.0
2002-05-24,4.340204980983743,20.165369961751914,19.270235503759686,11.0,6.9,18.9,12.2,6.0,21.0,20.020833333333343,4.0,21.0,0,18290.0
2002-05-27,6.528912168564293,21.760435022533198,10.606714262429144,16.0,7.6,22.0,8.8,6.0,21.0,22.10000000000001,0.0,22.0,0,18332.0
2002-05-28,12.50874485407466,24.10290624248271,15.728449829787571,12.0,12.1,24.0,11.3,6.0,21.0,22.633333333333344,1.0,22.0,0,18683.0
2002-05-29,13.989632072129234,28.520922129733528,20.109007264189827,14.0,13.9,24.3,15.4,6.0,21.0,14.829166666666666,2.0,22.0,0,19248.0
2002-05-30,18.270715866337365,32.71782853773669,21.305396166817978,13.0,15.8,27.9,17.5,6.0,21.0,10.95,3.0,22.0,0,20068.0
2002-05-31,15.850838935390135,30.48579604787962,26.730226329730087,12.0,15.8,24.7,17.7,6.0,21.0,20.195833333333344,4.0,22.0,0,19524.0
2002-06-03,5.624502011494662,12.14738925291296,12.5926618736978,11.0,7.4,13.7,2.8,6.0,21.0,24.10000000000001,0.0,23.0,0,17844.0
2002-06-04,7.290925239065909,14.778396781806565,10.183939404457108,22.0,9.2,13.6,10.0,6.0,21.0,18.7625,1.0,23.0,0,18241.0
2002-06-05,13.106291193030364,29.05863900300384,10.572227209680145,15.0,12.1,23.2,18.6,6.0,21.0,10.795833333333334,2.0,23.0,0,18724.0
2002-06-06,12.267990967603893,18.860563118978085,16.382498369103903,17.0,11.9,17.6,11.4,6.0,21.0,23.90000000000001,3.0,23.0,0,18153.0
2002-06-07,7.424778532824769,19.917770214770414,16.665411130974796,12.0,8.4,20.0,10.8,6.0,21.0,23.50000000000001,4.0,23.0,0,18221.0
2002-06-10,16.41214598440572,24.018202280750874,24.097197111987263,16.0,14.1,22.9,12.1,6.0,21.0,24.10000000000001,0.0,24.0,0,19986.0
2002-06-11,16.358589096359054,36.77968010905822,18.790068476004805,15.0,15.4,31.2,20.6,6.0,21.0,16.033333333333335,1.0,24.0,0,22160.0
