,hmdxx_min,hmdxx_max,hmdxx_median-1,hmdxx_max_hour,temp_min,temp_max,dew_point_temp_max,sun_rise,sun_set,visibility_mean,day_of_week,week_of_year,day_type,daily_peak
2014-07-09,16.85095697129928,24.156384833553297,27.447779329902467,14.0,15.0,22.0,13.2,6.0,22.0,24.10000000000001,2.0,28.0,0,17285.0
2014-07-10,12.932518581737327,22.16189608726966,19.7223636015876,18.0,12.4,21.2,10.4,6.0,22.0,24.10000000000001,3.0,28.0,0,17187.0
2014-07-11,14.424717186227925,26.60799584235248,18.68324969646227,17.0,13.1,24.4,14.6,6.0,22.0,23.90000000000001,4.0,28.0,0,18025.0
2014-07-14,18.495894867845628,24.454082892645626,29.97205559929128,16.0,17.4,22.4,14.0,6.0,21.0,24.10000000000001,0.0,29.0,0,18506.0
2014-07-15,17.01282307039232,27.409337363372604,20.443423178737326,12.0,15.5,24.3,17.5,6.0,21.0,22.433333333333348,1.0,29.0,0,17756.0
2014-07-16,14.85691011916467,23.559915687076593,20.570125788096064,14.0,13.2,21.3,15.1,6.0,21.0,23.90000000000001,2.0,29.0,0,16859.0
2014-07-17,11.687231117169226,23.827486836704217,19.353768946762152,17.0,11.4,23.5,11.7,6.0,21.0,24.10000000000001,3.0,29.0,0,16985.0
2014-07-18,14.101129431172627,24.608744854074654,20.191052834837613,12.0,13.4,24.2,10.2,6.0,21.0,24.10000000000001,4.0,29.0,0,17494.0
2014-07-21,19.545822231602614,33.14434063811427,24.870568502350675,13.0,15.7,27.3,19.1,6.0,21.0,18.92083333333334,0.0,30.0,0,20388.0
2014-07-22,24.931899273971982,35.213368333110026,27.77787367695,18.0,19.0,29.8,19.0,6.0,21.0,22.033333333333346,1.0,30.0,0,21300.0
2014-07-23,17.724717186227924,32.305286042363434,32.35740089705826,2.0,16.4,24.8,20.9,6.0,21.0,23.300000000000008,2.0,30.0,0,18415.0
2014-07-24,14.617770214770413,24.86189608726966,24.645451079517578,16.0,13.7,23.9,11.0,6.0,21.0,24.10000000000001,3.0,30.0,0,18023.0
2014-07-25,13.843930499423948,26.608591626601342,18.628227775187217,14.0,13.1,25.4,13.5,6.0,21.0,24.10000000000001,4.0,30.0,0,17694.0
2014-07-28,16.04110633498486,23.048649065833427,27.293437734235464,2.0,14.8,20.5,16.8,7.0,21.0,20.758333333333344,0.0,31.0,0,16960.0
2014-07-29,14.81282307039232,22.254423196920552,20.055986892000675,15.0,13.3,20.7,13.6,7.0,21.0,24.10000000000001,1.0,31.0,0,16669.0
2014-07-30,16.770715866337365,25.07071586633737,19.183166020959447,13.0,14.3,23.1,13.7,7.0,21.0,23.76666666666668,2.0,31.0,0,17398.0
2014-07-31,15.124717186227924,27.39645934280737,20.404302663606547,15.0,13.7,24.6,14.3,7.0,21.0,24.10000000000001,3.0,31.0,0,17628.0
2014-08-01,20.965710839558557,32.35738632965358,22.536012217168288,14.0,17.6,27.0,17.1,7.0,21.0,21.566666666666674,4.0,31.0,1,18545.0
2014-08-05,21.263139940404,28.35749175097398,25.02453166882107,17.0,17.4,24.2,17.3,7.0,21.0,23.166666666666675,1.0,32.0,2,18808.0
2014-08-06,19.563139940404,27.55188467078159,24.478040199991625,15.0,15.9,24.8,15.7,7.0,21.0,24.10000000000001,2.0,32.0,0,18911.0
2014-08-07,18.70338876273794,26.612145984405718,23.587934578789486,13.0,16.7,24.3,15.1,7.0,21.0,23.90000000000001,3.0,32.0,0,18420.0
2014-08-08,16.454082892645626,27.16372317317327,22.331039367499045,15.0,14.4,24.2,13.6,7.0,21.0,23.90000000000001,4.0,32.0,0,18437.0
2014-08-11,22.32092212973354,33.579680109058216,24.88433281254711,14.0,18.1,27.5,18.5,7.0,21.0,23.500000000000004,0.0,33.0,0,19767.0
2014-08-12,23.675880811082468,32.00595943300789,27.26417673194168,17.0,18.3,25.0,20.0,7.0,21.0,18.562500000000007,1.0,33.0,0,19469.0
2014-08-13,14.978396781806564,24.45188467078159,28.201780378898412,12.0,13.7,21.6,14.9,7.0,21.0,24.10000000000001,2.0,33.0,0,17379.0
2014-08-14,13.227486836704221,17.41228497156892,20.734332812547112,11.0,12.0,17.4,10.4,7.0,21.0,24.10000000000001,3.0,33.0,0,16559.0
2014-08-15,13.074285056395908,23.027486836704217,14.58882746666042,15.0,12.4,22.7,10.5,7.0,21.0,24.10000000000001,4.0,33.0,0,16108.0
2014-08-18,13.70859162660134,22.686588049220227,19.82177637220517,15.0,12.1,20.0,13.3,7.0,21.0,24.10000000000001,0.0,34.0,0,17510.0
2014-08-19,13.271318521845016,25.343121089697085,18.584528051785195,12.0,11.9,22.1,14.3,7.0,21.0,23.90000000000001,1.0,34.0,0,17987.0
2014-08-20,21.107431334149823,30.410367723887674,21.48465084296548,16.0,17.2,23.9,19.1,7.0,21.0,21.70000000000001,2.0,34.0,0,18940.0
2014-08-21,24.085796047879626,31.70557894499984,25.64168010000091,16.0,18.3,25.9,18.7,7.0,21.0,19.404166666666672,3.0,34.0,0,19532.0
2014-08-22,21.575396489586335,30.60453362106184,27.931206047995108,13.0,16.9,24.7,18.4,7.0,21.0,20.895833333333343,4.0,34.0,0,19152.0
2014-08-25,19.86571083955856,31.157491750973982,23.899934613097795,16.0,16.5,27.0,17.5,7.0,21.0,24.10000000000001,0.0,35.0,0,20061.0
2014-08-26,24.175880811082468,40.34643213259352,25.348094759325942,14.0,19.2,31.3,22.1,7.0,21.0,24.10000000000001,1.0,35.0,0,21363.0
2014-08-27,16.424717186227923,27.476890203170523,32.941023123607756,14.0,15.1,24.4,17.6,7.0,21.0,24.10000000000001,2.0,35.0,0,19247.0
2014-08-28,13.130320445040836,21.987231117169227,23.754134752167445,13.0,12.2,22.0,10.1,7.0,21.0,24.10000000000001,3.0,35.0,0,17544.0
2014-08-29,12.786993701717773,24.47071586633736,17.05077067875903,12.0,12.0,22.0,14.6,7.0,20.0,24.10000000000001,4.0,35.0,1,17165.0
2014-09-02,20.631733044030987,32.475499122629145,31.766064627144562,9.0,16.6,24.4,21.2,7.0,20.0,21.095833333333346,1.0,36.0,2,19475.0
2014-09-03,17.707638712820252,30.863139940404,27.812881674135514,15.0,14.8,27.4,17.0,7.0,20.0,24.10000000000001,2.0,36.0,0,19897.0
2014-09-04,21.584722355441333,34.241838811728925,26.093614764241114,15.0,17.3,29.5,20.1,7.0,20.0,23.366666666666678,3.0,36.0,0,20546.0
2014-09-05,26.23325676389048,41.869640794910175,29.179773325937877,15.0,19.7,31.4,23.9,7.0,20.0,21.23333333333334,4.0,36.0,0,21123.0
2014-09-08,13.878396781806565,24.603388762737946,18.7371458248261,16.0,12.6,23.0,16.2,7.0,20.0,24.10000000000001,0.0,37.0,0,18059.0
2014-09-09,21.483637057333755,25.71343988627649,22.50721980577105,11.0,18.0,21.3,16.4,7.0,20.0,24.10000000000001,1.0,37.0,0,18481.0
2014-09-10,22.775880811082462,30.17549912262914,23.63941779830907,23.0,17.9,22.7,20.6,7.0,20.0,19.162500000000005,2.0,37.0,0,19029.0
2014-09-11,11.11230926041558,31.486459498729253,27.929155332099747,3.0,11.4,22.8,21.3,7.0,20.0,22.166666666666675,3.0,37.0,0,17240.0
2014-09-12,9.128665683400634,13.389479865156543,16.234093640150014,15.0,9.0,14.1,8.3,7.0,20.0,23.50000000000001,4.0,37.0,0,16396.0
2014-09-15,9.44899598426824,18.291007301452204,13.208116063561807,12.0,9.7,17.8,12.3,7.0,20.0,23.233333333333345,0.0,38.0,0,17175.0
2014-09-16,9.4396177465731,17.803610477042707,15.030732942342254,13.0,9.4,18.2,11.0,7.0,20.0,24.10000000000001,1.0,38.0,0,17018.0
2014-09-17,7.367827222349763,21.032518581737325,14.06808028195086,15.0,7.8,20.5,8.9,7.0,20.0,24.10000000000001,2.0,38.0,0,17133.0
2014-09-18,5.222227209680144,13.643930499423947,15.174798198905627,8.0,6.6,14.1,9.8,7.0,20.0,24.10000000000001,3.0,38.0,0,16957.0
2014-09-19,3.206742869345024,13.423057608132984,11.61497000142407,15.0,4.9,13.6,9.7,8.0,20.0,24.033333333333346,4.0,38.0,0,16248.0
2014-09-22,7.222480436741941,13.926909929545527,23.76061016736019,16.0,8.1,14.6,6.6,8.0,20.0,24.10000000000001,0.0,39.0,0,17082.0
2014-09-23,6.992228481977077,23.85691011916467,9.164131122441482,14.0,7.6,22.2,11.4,8.0,20.0,24.10000000000001,1.0,39.0,0,17308.0
2014-09-24,11.443930499423947,24.02420428441573,17.931890020845803,14.0,10.7,22.0,13.5,8.0,20.0,24.10000000000001,2.0,39.0,0,17268.0
2014-09-25,12.306291193030367,23.50763871282025,18.481652224907265,13.0,11.3,20.9,14.0,8.0,20.0,22.833333333333343,3.0,39.0,0,17483.0
2014-09-26,11.858589096359054,25.37071586633736,17.81248452739902,13.0,11.2,23.0,13.3,8.0,20.0,22.90000000000001,4.0,39.0,0,17260.0
2014-09-29,15.954082892645626,27.86940099074554,21.34070005455269,13.0,13.9,23.9,16.2,8.0,20.0,23.76666666666668,0.0,40.0,0,18241.0
2014-09-30,18.965710839558557,23.520922129733528,22.69627690615046,11.0,15.6,19.3,15.8,8.0,20.0,10.566666666666668,1.0,40.0,0,17532.0
2014-10-01,17.21754443941183,19.324500900645273,20.50093033936967,0.0,14.6,15.9,14.1,8.0,19.0,10.929166666666667,2.0,40.0,0,17477.0
2014-10-02,17.991399544532143,23.594429344589514,18.407436380967265,15.0,14.8,19.5,15.2,8.0,19.0,9.816666666666666,3.0,40.0,0,17430.0
2014-10-03,17.751884670781592,27.094429344589514,19.33304736296983,12.0,14.9,23.0,17.4,8.0,19.0,17.766666666666673,4.0,40.0,1,17341.0
2015-05-19,3.098010153317464,26.32776867159132,27.70738632965357,0.0,5.5,20.9,17.2,6.0,21.0,24.10000000000001,1.0,21.0,2,15962.0
2015-05-20,0.7318761249278034,13.984550677082744,13.636372141474393,15.0,3.4,16.6,0.9,6.0,21.0,24.10000000000001,2.0,21.0,0,16044.0
2015-05-21,5.540204980983742,17.59150468901342,6.7575289875012725,16.0,8.1,19.9,2.1,6.0,21.0,24.10000000000001,3.0,21.0,0,16063.0
2015-05-22,2.641295586510942,12.167900276214226,13.30848545547475,11.0,5.8,14.5,3.2,6.0,21.0,24.10000000000001,4.0,21.0,0,15721.0
2015-05-25,18.81282307039232,32.009337363372595,23.00448464510788,15.0,17.1,27.4,16.2,6.0,21.0,24.10000000000001,0.0,22.0,0,17558.0
2015-05-26,23.578360980915193,35.04434063811427,22.44613575512701,12.0,19.1,28.8,19.1,6.0,21.0,24.10000000000001,1.0,22.0,0,19158.0
2015-05-27,22.107431334149823,32.46940099074554,30.270568502350674,15.0,18.2,28.5,17.7,6.0,21.0,24.10000000000001,2.0,22.0,0,18772.0
2015-05-28,16.90362086819034,27.559915687076593,27.099582190494818,14.0,15.1,25.5,15.7,6.0,21.0,24.10000000000001,3.0,22.0,0,17977.0
2015-05-29,17.75442319692055,27.851884670781587,22.806538446741854,14.0,16.0,25.0,13.1,6.0,21.0,24.10000000000001,4.0,22.0,0,17573.0
2015-06-01,6.624778532824769,16.530320445040832,8.22686945221627,15.0,7.6,15.7,9.0,6.0,21.0,24.10000000000001,0.0,23.0,0,16027.0
2015-06-02,8.08591168208278,19.232355823177443,12.167473201405206,9.0,8.3,18.0,9.9,6.0,21.0,24.10000000000001,1.0,23.0,0,15986.0
2015-06-03,8.296927861599427,18.698045191260224,14.10502565492538,14.0,8.8,19.2,7.2,6.0,21.0,24.10000000000001,2.0,23.0,0,15955.0
2015-06-04,11.847222470944777,26.307431334149822,14.982741167099546,15.0,11.6,22.4,14.9,6.0,21.0,24.10000000000001,3.0,23.0,0,16735.0
2015-06-05,15.803388762737944,29.517828537736694,18.236682902052195,13.0,13.8,24.3,18.0,6.0,21.0,24.57500000000001,4.0,23.0,0,17285.0
2015-06-08,21.7093373633726,27.731899273971983,17.678665683400627,13.0,17.1,22.9,18.8,6.0,21.0,20.295833333333345,0.0,24.0,0,17094.0
2015-06-09,18.317544439411837,26.28472235544133,26.2530704084037,15.0,15.9,22.2,15.7,6.0,21.0,24.10000000000001,1.0,24.0,0,17015.0
2015-06-10,16.007995842352482,34.06590748339507,21.839575362917518,16.0,13.8,27.6,19.4,6.0,21.0,21.81250000000001,2.0,24.0,0,18099.0
2015-06-11,14.118202280750873,27.00508105113121,22.453399720991737,15.0,12.7,24.9,14.5,6.0,21.0,24.10000000000001,3.0,24.0,0,17265.0
2015-06-12,17.976890203170527,22.123678357637157,21.972374897412166,11.0,14.9,18.4,15.7,6.0,22.0,20.59583333333334,4.0,24.0,0,16678.0
2015-06-15,21.60866626955284,32.0613231168108,22.21895686861591,16.0,16.8,24.1,20.7,6.0,22.0,11.091666666666667,0.0,25.0,0,18951.0
2015-06-16,19.752997073106737,31.49855600632168,28.27312467323285,12.0,17.8,26.7,19.4,6.0,22.0,21.075000000000014,1.0,25.0,0,18336.0
2015-06-17,15.36782722234976,22.274285056395907,27.192431988783024,16.0,13.9,21.7,11.2,6.0,22.0,24.10000000000001,2.0,25.0,0,17103.0
2015-06-18,14.807459566106193,32.50557894499984,18.5720751662721,17.0,14.6,26.5,18.0,6.0,22.0,24.10000000000001,3.0,25.0,0,18525.0
2015-06-19,15.575850262069855,21.67689020317053,26.041353791902857,13.0,15.4,19.5,13.8,6.0,22.0,24.10000000000001,4.0,25.0,0,16360.0
2015-06-22,19.68658804922023,29.720922129733534,25.68470544544979,14.0,17.0,25.5,16.7,6.0,22.0,24.10000000000001,0.0,26.0,0,19339.0
2015-06-23,18.45991568707659,33.04762853122219,25.350930339369675,8.0,16.2,25.5,21.5,6.0,22.0,23.50000000000001,1.0,26.0,0,17884.0
2015-06-24,15.018202280750874,28.324204284415732,26.113988847724013,16.0,13.6,25.8,12.5,6.0,22.0,24.10000000000001,2.0,26.0,0,18204.0
2015-06-25,20.041361032086392,24.733976218741454,23.03931374066814,11.0,17.3,22.2,14.8,6.0,22.0,24.10000000000001,3.0,26.0,0,17337.0
2015-06-26,17.35188467078159,23.753114696603753,22.006918478017226,11.0,14.5,22.6,14.5,6.0,22.0,24.10000000000001,4.0,26.0,0,16860.0
2015-06-29,16.61754443941183,27.431733044030985,16.43358760457237,16.0,14.2,23.7,15.1,6.0,22.0,24.10000000000001,0.0,27.0,0,16718.0
2015-06-30,19.324500900645273,22.691399544532143,22.410005646433802,9.0,15.9,19.5,15.6,6.0,22.0,20.42916666666667,1.0,27.0,1,16261.0
2015-07-02,13.989479865156538,21.874285056395912,21.96519703999016,15.0,13.2,21.6,12.0,6.0,22.0,24.10000000000001,3.0,27.0,2,16276.0
2015-07-03,10.457763782095153,21.412309260415572,17.753652469994773,13.0,11.1,21.7,7.9,6.0,22.0,24.10000000000001,4.0,27.0,0,15710.0
2015-07-06,21.23173304403099,32.31336833311002,27.006146074454133,16.0,17.2,26.6,17.8,6.0,22.0,23.76666666666668,0.0,28.0,0,19929.0
2015-07-07,19.86571083955856,37.73768260446509,27.467017746295085,12.0,16.5,28.6,22.2,6.0,22.0,20.100000000000012,1.0,28.0,0,19749.0
2015-07-08,15.054423196920547,22.254423196920552,27.03210897400184,13.0,13.3,20.5,13.6,6.0,22.0,24.10000000000001,2.0,28.0,0,16885.0
2015-07-09,17.80508105113121,26.720139763555004,19.37576032907664,17.0,15.6,23.8,13.8,6.0,22.0,24.10000000000001,3.0,28.0,0,17274.0
2015-07-10,14.624717186227924,29.120139763555002,20.40508105113121,15.0,13.3,26.2,15.5,6.0,22.0,24.10000000000001,4.0,28.0,0,18144.0
2015-07-13,22.0845718483777,33.95863900300384,28.225588087550765,15.0,18.3,28.1,18.1,6.0,21.0,24.10000000000001,0.0,29.0,0,20811.0
2015-07-14,24.475396489586334,32.32436403759609,28.98363674979489,17.0,19.8,25.0,20.7,6.0,21.0,22.300000000000008,1.0,29.0,0,19563.0
2015-07-15,12.450838935390134,22.56056311897809,29.874256562990688,18.0,12.3,21.9,13.8,6.0,21.0,24.10000000000001,2.0,29.0,0,17307.0
2015-07-16,13.78659283160245,23.418202280750872,18.312966540365004,17.0,12.6,22.1,12.0,6.0,21.0,24.10000000000001,3.0,29.0,0,17524.0
2015-07-17,18.964688358177355,27.25658219530909,20.16467687655292,22.0,16.6,21.0,18.7,6.0,21.0,21.76666666666668,4.0,29.0,0,17409.0
2015-07-20,19.24136103208639,32.97986654281753,33.42645728679281,12.0,16.5,28.0,17.3,6.0,21.0,24.10000000000001,0.0,30.0,0,20259.0
2015-07-21,21.00552012940549,28.027768671591325,28.593648938483682,2.0,19.2,25.9,17.2,6.0,21.0,24.10000000000001,1.0,30.0,0,19047.0
2015-07-22,15.486993701717772,25.724717186227924,25.96945603582109,14.0,14.7,24.7,10.4,6.0,21.0,24.10000000000001,2.0,30.0,0,18227.0
2015-07-23,15.201129431172626,27.67839678180656,20.76283092342853,16.0,14.5,26.4,10.0,6.0,21.0,24.10000000000001,3.0,30.0,0,18646.0
2015-07-24,15.343930499423948,31.50763871282025,22.341514955235287,17.0,14.6,28.8,15.1,6.0,21.0,24.10000000000001,4.0,30.0,0,19601.0
2015-07-27,22.663139940404,35.841838811728934,29.32330714355757,13.0,19.0,31.1,16.8,6.0,21.0,24.10000000000001,0.0,31.0,0,21920.0
2015-07-28,23.79442934458951,36.72092212973354,32.42846213945939,14.0,19.7,32.5,16.4,7.0,21.0,24.10000000000001,1.0,31.0,0,22516.0
2015-07-29,26.248649065833426,37.285796047879614,30.22764385735753,15.0,21.1,31.6,19.7,7.0,21.0,23.90000000000001,2.0,31.0,0,22471.0
2015-07-30,24.943659501579475,33.72089230385636,33.397231158716224,1.0,20.4,29.8,20.3,7.0,21.0,24.10000000000001,3.0,31.0,0,20832.0
2015-07-31,19.012145984405716,32.82420428441573,30.405000166147676,15.0,16.7,30.3,16.6,7.0,21.0,24.10000000000001,4.0,31.0,1,20363.0
2015-08-04,20.064688358177353,28.191399544532143,24.290238770358773,14.0,17.7,25.8,15.2,7.0,21.0,24.10000000000001,1.0,32.0,2,18189.0
2015-08-05,15.808591626601341,25.765369961751915,23.128784642496754,15.0,14.2,24.3,11.7,7.0,21.0,24.10000000000001,2.0,32.0,0,17430.0
2015-08-06,15.271318521845016,25.356384833553296,20.004454446071712,12.0,13.9,23.3,13.2,7.0,21.0,24.10000000000001,3.0,32.0,0,17734.0
2015-08-07,16.354423196920546,26.720139763555004,21.79474714585147,12.0,14.6,24.5,13.4,7.0,21.0,24.10000000000001,4.0,32.0,0,17568.0
2015-08-10,16.908591626601346,27.043484392642288,22.932353870586955,11.0,15.3,22.1,17.8,7.0,21.0,17.804166666666664,0.0,33.0,0,18207.0
2015-08-11,22.163139940404,30.57539648958633,23.49257750062245,16.0,18.1,25.9,17.3,7.0,21.0,22.366666666666674,1.0,33.0,0,18594.0
2015-08-12,16.35095697129928,24.95188467078159,25.228403973758887,12.0,15.3,23.1,14.8,7.0,21.0,24.10000000000001,2.0,33.0,0,17175.0
2015-08-13,13.074285056395908,31.813368333110024,21.45313051505054,18.0,12.5,26.3,17.6,7.0,21.0,24.10000000000001,3.0,33.0,0,18725.0
2015-08-14,26.298556006321693,35.78645949872926,26.09602719963696,16.0,20.5,27.1,21.4,7.0,21.0,23.70000000000001,4.0,33.0,0,19159.0
2015-08-17,27.410367723887674,39.16254632477382,33.2489297542226,15.0,20.8,32.1,21.1,7.0,21.0,24.10000000000001,0.0,34.0,0,22383.0
2015-08-18,27.810367723887662,34.334417715993325,35.03466078104976,10.0,21.0,26.2,21.4,7.0,21.0,21.16666666666668,1.0,34.0,0,20828.0
2015-08-19,28.02436403759608,35.990154208138954,31.861323116810798,14.0,20.7,28.5,21.5,7.0,21.0,18.64583333333334,2.0,34.0,0,21629.0
2015-08-20,22.19645934280737,33.175703125135534,32.038941453963496,9.0,19.3,25.5,21.4,7.0,21.0,24.10000000000001,3.0,34.0,0,19721.0
2015-08-21,17.764688358177356,25.54916192237597,29.748159309659943,14.0,15.4,22.3,13.8,7.0,21.0,24.10000000000001,4.0,34.0,0,17294.0
2015-08-24,18.717544439411828,26.46975036613464,24.84376331695668,1.0,16.3,22.6,17.5,7.0,21.0,23.70000000000001,0.0,35.0,0,17870.0
2015-08-25,15.578396781806564,20.918202280750872,23.45622389487984,15.0,14.3,19.8,12.3,7.0,21.0,24.10000000000001,1.0,35.0,0,17166.0
2015-08-26,17.005081051131214,22.124204284415733,18.61754443941183,11.0,14.9,19.7,12.6,7.0,21.0,24.10000000000001,2.0,35.0,0,17098.0
2015-08-27,14.35691011916467,20.85311469660375,18.106647476358983,17.0,12.7,19.0,12.0,7.0,21.0,24.10000000000001,3.0,35.0,0,17125.0
2015-08-28,13.206291193030365,25.38658804922023,18.754234906934574,16.0,12.1,22.7,15.0,7.0,21.0,24.10000000000001,4.0,35.0,0,17020.0
2015-08-31,22.241838811728925,35.865907483395084,27.62409656132065,15.0,17.5,29.2,19.5,7.0,20.0,21.70000000000001,0.0,36.0,0,21257.0
2015-09-01,23.569750366134638,36.470534579797175,29.56889519247616,16.0,18.0,28.9,20.0,7.0,20.0,13.3875,1.0,36.0,0,21366.0
2015-09-02,25.898556006321684,39.50254445354482,30.019417854445162,16.0,20.4,32.6,20.8,7.0,20.0,20.700000000000006,2.0,36.0,0,22063.0
2015-09-03,27.67968010905823,38.91449069706636,34.10528604236343,13.0,21.5,29.5,22.1,7.0,20.0,18.375000000000007,3.0,36.0,0,21889.0
2015-09-04,24.095894867845637,32.098556006321694,31.668891369680573,12.0,21.5,27.2,20.3,7.0,20.0,24.10000000000001,4.0,36.0,1,20426.0
2015-09-08,30.786459498729254,38.11449069706635,34.75227510021438,14.0,22.1,28.7,22.2,7.0,20.0,21.96666666666668,1.0,37.0,2,21923.0
2015-09-09,17.758589096359056,32.70595943300789,33.081023321030585,1.0,17.1,25.3,19.9,7.0,20.0,23.76666666666668,2.0,37.0,0,19307.0
2015-09-10,14.274285056395907,23.5910073014522,28.021189121594357,16.0,13.7,23.1,11.4,7.0,20.0,24.10000000000001,3.0,37.0,0,18483.0
2015-09-11,15.554423196920547,25.24136103208639,20.962870859382786,14.0,13.8,22.5,14.0,7.0,20.0,24.10000000000001,4.0,37.0,0,16835.0
2015-09-14,9.098045191260224,24.38659283160245,13.549130760938349,16.0,9.2,23.2,11.0,7.0,20.0,24.10000000000001,0.0,38.0,0,17307.0
2015-09-15,15.018202280750874,32.14582223160261,18.705520129405485,16.0,13.6,28.3,16.1,7.0,20.0,24.10000000000001,1.0,38.0,0,18751.0
2015-09-16,18.902906242482707,32.608666269552835,24.070867259770356,14.0,17.0,27.8,16.4,7.0,20.0,24.10000000000001,2.0,38.0,0,19946.0
2015-09-17,18.05311469660375,31.678360980915194,26.054125103007433,14.0,16.2,27.2,16.7,7.0,20.0,23.70000000000001,3.0,38.0,0,20010.0
2015-09-18,18.917544439411827,31.70557894499984,25.142825029593844,11.0,16.5,26.8,18.0,7.0,20.0,24.10000000000001,4.0,38.0,0,18316.0
2015-09-21,11.147222470944776,20.603388762737943,14.709390006113,16.0,10.8,18.8,11.9,8.0,20.0,24.10000000000001,0.0,39.0,0,17056.0
2015-09-22,10.167990967603892,24.733976218741454,14.962030703900387,13.0,9.8,21.7,15.4,8.0,20.0,24.10000000000001,1.0,39.0,0,17600.0
2015-09-23,16.124204284415733,26.67071586633736,20.75768505068237,14.0,13.4,24.2,15.4,8.0,20.0,16.675000000000004,2.0,39.0,0,17809.0
2015-09-24,18.09645934280737,27.679866542817532,20.712155446235737,13.0,15.1,22.6,16.7,8.0,20.0,23.76666666666668,3.0,39.0,0,17738.0
2015-09-25,14.817770214770412,23.986588049220227,22.017260317114612,13.0,13.9,21.3,13.9,8.0,20.0,24.10000000000001,4.0,39.0,0,16694.0
2015-09-28,22.431733044030985,27.70557894499984,21.344359054232484,15.0,18.4,21.7,18.0,8.0,20.0,23.233333333333345,0.0,40.0,0,18073.0
2015-09-29,16.51282307039232,28.94434063811428,25.355552079018747,11.0,15.0,22.1,19.3,8.0,20.0,17.36666666666667,1.0,40.0,0,17421.0
2015-09-30,7.5172960759334995,17.27396888504622,24.941353791902856,14.0,9.4,17.3,10.8,8.0,20.0,24.10000000000001,2.0,40.0,0,16730.0
2015-10-01,2.3118749799100144,12.639180444057192,13.462504944107827,15.0,4.5,14.9,0.9,8.0,19.0,24.10000000000001,3.0,40.0,0,16605.0
2015-10-02,2.767900276214224,9.575018192369534,7.503851951170501,15.0,5.1,12.0,0.5,8.0,19.0,24.10000000000001,4.0,40.0,1,16330.0
2016-05-24,11.6425648959484,29.03588938617537,19.48088097207632,15.0,12.9,29.1,9.0,6.0,21.0,24.10000000000001,1.0,21.0,2,17397.0
2016-05-25,16.789632072129233,32.86571083955856,21.127662182615204,16.0,16.7,29.5,15.5,6.0,21.0,24.10000000000001,2.0,21.0,0,18320.0
2016-05-26,20.041361032086392,30.229155332099747,25.41974817407347,16.0,17.3,24.0,18.5,6.0,21.0,22.76666666666668,3.0,21.0,0,18181.0
2016-05-27,20.32367835763716,35.490154208138954,22.5656585352287,12.0,16.6,28.9,20.5,6.0,21.0,22.166666666666675,4.0,21.0,0,19681.0
2016-05-30,20.543121089697088,29.820139763555,30.99257750062245,13.0,17.0,27.2,15.5,6.0,21.0,24.10000000000001,0.0,22.0,0,19885.0
2016-05-31,14.807459566106193,27.103388762737946,25.229609940367602,15.0,14.6,26.5,11.5,6.0,21.0,24.10000000000001,1.0,22.0,0,18542.0
2016-06-01,12.875850262069855,20.15858909635905,21.25566665804261,17.0,12.8,19.5,9.1,6.0,21.0,24.10000000000001,2.0,22.0,0,17163.0
2016-06-02,16.327486836704217,32.01782853773669,16.808744854074654,14.0,16.0,29.6,17.0,6.0,21.0,24.10000000000001,3.0,22.0,0,18817.0
2016-06-03,16.478396781806563,26.312823070392323,21.654570498797913,16.0,15.2,24.8,11.5,6.0,21.0,24.10000000000001,4.0,22.0,0,18026.0
2016-06-06,17.059915687076593,25.365369961751913,24.92641070185276,13.0,14.8,24.8,12.9,6.0,21.0,23.76666666666668,0.0,23.0,0,17273.0
2016-06-07,10.160665559810088,20.632518581737326,19.260466601074885,13.0,11.2,20.1,12.5,6.0,21.0,24.10000000000001,1.0,23.0,0,15652.0
2016-06-08,6.4038931551849165,12.722480436741938,17.098463786265345,9.0,7.6,13.6,5.1,6.0,21.0,24.10000000000001,2.0,23.0,0,15774.0
2016-06-09,5.661135939569192,18.390587855287304,10.54218656047485,17.0,7.8,20.0,4.8,6.0,21.0,24.10000000000001,3.0,23.0,0,15826.0
2016-06-10,7.34738925291296,21.82204871396052,13.871574470928133,15.0,8.9,22.6,6.5,6.0,21.0,24.10000000000001,4.0,23.0,0,16040.0
2016-06-13,11.273968885046218,19.34974984649779,17.215487102275862,14.0,11.3,19.0,8.8,6.0,22.0,24.10000000000001,0.0,24.0,0,15914.0
2016-06-14,9.375850262069854,19.022227209680146,15.107260969948866,16.0,9.6,20.5,7.4,6.0,22.0,24.10000000000001,1.0,24.0,0,16620.0
2016-06-15,10.228912168564293,23.6396177465731,14.878616893897672,14.0,11.3,24.1,9.5,6.0,22.0,24.10000000000001,2.0,24.0,0,16947.0
2016-06-16,17.908591626601343,27.865369961751913,18.459272120346764,14.0,16.3,26.4,13.2,6.0,22.0,24.10000000000001,3.0,24.0,0,17915.0
2016-06-17,17.141106334984862,28.974285056395914,23.368831468916664,11.0,16.0,29.1,10.5,6.0,22.0,24.10000000000001,4.0,24.0,0,19670.0
2016-06-20,20.88723111716923,41.24322708361796,29.35559899306675,15.0,20.6,34.0,19.9,6.0,22.0,23.90000000000001,0.0,25.0,0,21692.0
2016-06-21,13.255658281918096,25.896927861599426,31.451275446589012,15.0,14.0,26.4,11.6,6.0,22.0,24.10000000000001,1.0,25.0,0,18487.0
